gene_name	number_of_transposon_per_gene	number_of_read_pergene
YGL262W 	2 	1 	
PAU11 	1 	0 	
YGL260W 	0 	0 	
YPS5 	3 	18 	
YGL258W-A 	1 	0 	
VEL1 	10 	40 	
MNT2 	16 	259 	
ADH4 	8 	191 	
ZRT1 	1 	0 	
FZF1 	24 	797 	
HXK2 	28 	1363 	
RTG2 	7 	48 	
HFM1 	45 	1021 	
RMR1 	4 	18 	
ZIP2 	31 	873 	
PDE1 	31 	411 	
BRR6 	0 	0 	
RAI1 	0 	0 	
GUS1 	0 	0 	
RTF1 	17 	407 	
TAD1 	11 	141 	
YGL242C 	5 	399 	
KAP114 	18 	480 	
DOC1 	2 	23 	
YGL239C 	5 	96 	
CSE1 	1 	0 	
HAP2 	13 	406 	
MTO1 	30 	948 	
YGL235W 	9 	198 	
ADE5
SEC15 	3 	2 	
TAN1 	5 	38 	
EMC4 	4 	13 	
YGL230C 	4 	6 	
SAP4 	24 	486 	
SHE10 	19 	293 	
VID30 	22 	231 	
OST5 	4 	5 	
MTC3 	3 	48 	
VRG4 	1 	0 	
SDT1 	10 	300 	
COG1 	4 	184 	
EDC1 	8 	152 	
NIF3 	9 	155 	
FRA2 	6 	28 	
MDM34 	1 	0 	
YGL218W 	2 	1 	
YGL217C 	3 	7 	
KIP3 	18 	680 	
CLG1 	7 	50 	
YGL214W 	4 	25 	
SKI8 	10 	159 	
VAM7 	7 	78 	
NCS6 	6 	8 	
YPT32 	15 	191 	
MIG2 	9 	204 	
SIP2 	22 	805 	
SPT16 	5 	53 	
CHC1 	1 	0 	
POX1 	21 	423 	
YGL204C 	3 	2 	
KEX1 	19 	233 	
ARO8 	24 	594 	
MCM6 	3 	2 	
EMP24 	11 	225 	
YGL199C 	7 	57 	
YIP4 	7 	56 	
MDS3 	26 	486 	
DSD1 	13 	65 	
GCN1 	45 	864 	
YGL194C-A 	6 	17 	
HOS2 	18 	225 	
YGL193C 	7 	81 	
IME4 	11 	281 	
COX13 	2 	2 	
CDC55 	0 	0 	
RPS26A 	1 	0 	
YGL188C-A 	0 	0 	
YGL188C 	8 	140 	
COX4 	11 	103 	
TPN1 	16 	107 	
YGL185C 	24 	665 	
STR3 	20 	407 	
MND1 	13 	343 	
YGL182C 	13 	163 	
GTS1 	14 	135 	
ATG1 	6 	75 	
TOS3 	26 	528 	
MPT5 	37 	670 	
YGL177W 	17 	303 	
YGL176C 	16 	260 	
SAE2 	6 	28 	
BUD13 	16 	296 	
XRN1 	13 	239 	
NUP49 	4 	6 	
ROK1 	1 	0 	
SPO74 	17 	208 	
SUA5 	3 	24 	
HUR1 	5 	9 	
PMR1 	4 	34 	
CUP2 	10 	60 	
YGL165C 	20 	335 	
YRB30 	5 	11 	
RAD54 	14 	39 	
SUT1 	16 	165 	
YIP5 	10 	57 	
AIM14 	20 	329 	
YGL159W 	7 	31 	
RCK1 	24 	466 	
ARI1 	15 	180 	
AMS1 	25 	432 	
CDC43 	0 	0 	
LYS5 	4 	38 	
PEX14 	19 	853 	
YGL152C 	21 	731 	
NUT1 	41 	672 	
INO80 	10 	422 	
YGL149W 	19 	648 	
ARO2 	3 	2 	
RPL9A 	2 	5 	
RRT6 	22 	368 	
TIP20 	3 	7 	
ROG1 	23 	438 	
MRF1 	11 	45 	
GPI10 	1 	0 	
HUL5 	27 	632 	
YGL140C 	33 	760 	
FLC3 	15 	154 	
YGL138C 	16 	191 	
SEC27 	6 	131 	
MRM2 	24 	477 	
RPL1B 	1 	0 	
PCL10 	16 	363 	
ITC1 	36 	527 	
YGL132W 	5 	4 	
SNT2 	36 	600 	
CEG1 	1 	0 	
RSM23 	5 	85 	
CWC23 	5 	15 	
SOH1 	1 	0 	
SCS3 	77 	5244 	
MET13 	33 	983 	
MON1 	11 	66 	
RPS2 	0 	0 	
YGL123C-A 	0 	0 	
NAB2 	1 	0 	
GPG1 	10 	83 	
PRP43 	6 	231 	
COQ8 	21 	371 	
YGL118C 	17 	253 	
YGL117W 	14 	324 	
CDC20 	1 	0 	
SNF4 	9 	76 	
YGL114W 	26 	482 	
SLD3 	5 	28 	
TAF6 	1 	0 	
NSA1 	5 	30 	
CUE3 	31 	891 	
YGL109W 	18 	376 	
YGL108C 	16 	274 	
RMD9 	17 	97 	
MLC1 	0 	0 	
ARC1 	6 	68 	
VPS73 	25 	649 	
RPL28 	1 	0 	
YGL102C 	1 	0 	
YGL101W 	4 	23 	
SEH1 	18 	590 	
LSG1 	10 	42 	
USE1 	0 	0 	
SRM1 	7 	52 	
TOS8 	30 	605 	
VPS45 	1 	0 	
PAN2 	31 	626 	
SPC105 	14 	239 	
NUP145 	32 	677 	
NBP35 	3 	2 	
LIF1 	24 	326 	
MF
YGL088W 	8 	146 	
MMS2 	17 	550 	
MAD1 	34 	1360 	
LCL3 	15 	541 	
GUP1 	20 	129 	
SCY1 	37 	914 	
YGL082W 	17 	361 	
YGL081W 	10 	218 	
FMP37 	2 	12 	
KXD1 	7 	86 	
DBP3 	18 	142 	
HNM1 	16 	249 	
RPL7A 	5 	6 	
MPS2 	7 	129 	
YGL074C 	8 	542 	
HSF1 	18 	477 	
YGL072C 	18 	430 	
AFT1 	17 	267 	
RPB9 	8 	132 	
YGL069C 	5 	91 	
MNP1 	5 	91 	
NPY1 	20 	219 	
SGF73 	27 	419 	
ALG2 	5 	20 	
MRH4 	35 	632 	
PUS2 	76 	3602 	
YGL063C-A 	22 	1165 	
PYC1 	56 	1288 	
DUO1 	7 	143 	
YBP2 	45 	1274 	
PKP2 	26 	540 	
RAD6 	1 	0 	
GEP7 	16 	332 	
SDS23 	44 	839 	
OLE1 	4 	4 	
ERV14 	7 	24 	
PRM8 	14 	177 	
YGL052W 	13 	265 	
MST27 	16 	366 	
TYW3 	32 	1016 	
TIF4632 	56 	756 	
RPT6 	3 	3 	
ALG13 	5 	42 	
RIM8 	91 	3263 	
RNA15 	4 	187 	
DST1 	15 	544 	
YGL042C 	1 	0 	
YGL041C-B 	8 	433 	
YGL041W-A 	16 	853 	
YGL041C 	5 	67 	
HEM2 	1 	0 	
YGL039W 	30 	445 	
OCH1 	3 	5 	
PNC1 	11 	256 	
YGL036W 	46 	1224 	
MIG1 	51 	1109 	
YGL034C 	38 	260 	
HOP2 	18 	280 	
AGA2 	11 	53 	
RPL24A 	18 	92 	
RPL30 	0 	0 	
CGR1 	2 	1 	
SCW11 	51 	714 	
CWH41 	54 	1246 	
TRP5 	33 	1063 	
PGD1 	24 	417 	
YGL024W 	13 	687 	
PIB2 	68 	2731 	
STT3 	4 	5 	
ALK1 	89 	4152 	
GET1 	7 	19 	
CKB1 	25 	982 	
JAC1 	1 	0 	
ATE1 	60 	1929 	
KAP122 	112 	3245 	
YGL015C 	19 	684 	
PUF4 	56 	1207 	
YGL014C-A 	7 	81 	
PDR1 	105 	2699 	
ERG4 	57 	1705 	
SCL1 	4 	46 	
YGL010W 	24 	2034 	
LEU1 	103 	4095 	
PMA1 	2 	1 	
YGL007C-A 	5 	14 	
BRP1 	27 	2472 	
YGL006W-A 	11 	745 	
PMC1 	218 	8496 	
COG7 	53 	2866 	
RPN14 	95 	5104 	
CDH1 	125 	8831 	
ERP6 	64 	5350 	
ERG26 	7 	104 	
AML1 	66 	2526 	
SWC4 	93 	4436 	
CUL3 	133 	7198 	
PEX31 	130 	4903 	
TFG2 	20 	362 	
PRP18 	16 	712 	
ECT1 	78 	3807 	
STF2 	23 	642 	
SEC9 	19 	489 	
NMA2 	88 	4754 	
YGR011W 	22 	755 	
YGR012W 	71 	2880 	
SNU71 	58 	1654 	
MSB2 	155 	2955 	
YGR015C 	88 	4423 	
YGR016W 	31 	1474 	
YGR017W 	39 	2242 	
YGR018C 	14 	664 	
UGA1 	100 	3686 	
VMA7 	1 	0 	
YGR021W 	55 	2067 	
YGR022C 	8 	438 	
MTL1 	65 	2006 	
THG1 	0 	0 	
YGR025W 	28 	1711 	
YGR026W 	45 	1898 	
RPS25A 	9 	43 	
MSP1 	42 	1236 	
ERV1 	2 	4 	
POP6 	1 	0 	
IMO32 	94 	10909 	
NAG1 	52 	4800 	
GSC2 	117 	3655 	
TIM21 	33 	668 	
RPL26B 	17 	115 	
YGR035C 	2 	2 	
YGR035W-A 	15 	175 	
CAX4 	10 	260 	
ACB1 	4 	35 	
ORM1 	18 	213 	
YGR039W 	14 	139 	
KSS1 	21 	1173 	
BUD9 	62 	1652 	
YGR042W 	22 	559 	
NQM1 	22 	512 	
RME1 	20 	523 	
YGR045C 	38 	1089 	
TAM41 	13 	200 	
TFC4 	2 	1 	
UFD1 	3 	3 	
SCM4 	27 	703 	
YGR050C 	32 	1073 	
YGR051C 	29 	978 	
FMP48 	26 	1627 	
YGR053C 	23 	800 	
YGR054W 	34 	660 	
MUP1 	16 	60 	
RSC1 	28 	550 	
LST7 	12 	138 	
PEF1 	15 	144 	
SPR3 	18 	244 	
ERG25 	0 	0 	
ADE6 	0 	0 	
COX18 	25 	384 	
SPT4 	6 	6 	
YGR064W 	16 	262 	
VHT1 	1 	0 	
YGR066C 	16 	315 	
YGR067C 	43 	823 	
ART5 	88 	5499 	
YGR068W-A 	1 	0 	
YGR069W 	10 	243 	
ROM1 	31 	706 	
ENV11 	23 	896 	
UPF3 	11 	52 	
YGR073C 	4 	6 	
SMD1 	1 	0 	
PRP38 	1 	0 	
MRPL25 	4 	157 	
PEX8 	20 	169 	
PAC10 	8 	98 	
YGR079W 	30 	520 	
TWF1 	13 	263 	
SLX9 	7 	44 	
TOM20 	2 	1 	
GCD2 	0 	0 	
MRP13 	19 	226 	
RPL11B 	6 	39 	
PIL1 	5 	21 	
PDC6 	25 	737 	
CTT1 	26 	572 	
NNF2 	53 	2326 	
UTP22 	1 	0 	
PRP31 	9 	115 	
DBF2 	3 	8 	
DRN1 	24 	276 	
VAS1 	4 	4 	
RRP46 	0 	0 	
TPC1 	65 	2047 	
ASK10 	36 	913 	
ESP1 	4 	25 	
TEL2 	2 	1 	
MDR1 	26 	474 	
PCP1 	15 	217 	
GTF1 	12 	168 	
NOP7 	2 	1 	
SRB5 	5 	11 	
VMA21 	1 	0 	
VOA1 	8 	75 	
YGR107W 	27 	1454 	
CLB1 	19 	312 	
CLB6 	8 	47 	
CLD1 	20 	619 	
YGR111W 	21 	598 	
SHY1 	17 	462 	
DAM1 	5 	99 	
YGR114C 	5 	13 	
YGR115C 	1 	0 	
SPT6 	5 	4 	
YGR117C 	18 	462 	
RPS23A 	12 	104 	
NUP57 	6 	49 	
COG2 	7 	55 	
MEP1 	31 	678 	
YGR121W-A 	28 	878 	
YGR122W 	15 	373 	
YGR122C-A 	4 	21 	
PPT1 	8 	72 	
ASN2 	24 	944 	
YGR125W 	22 	833 	
YGR126W 	19 	497 	
YGR127W 	25 	740 	
UTP8 	4 	38 	
SYF2 	10 	151 	
YGR130C 	25 	318 	
FHN1 	10 	149 	
PHB1 	10 	89 	
PEX4 	8 	124 	
CAF130 	43 	1340 	
PRE9 	4 	5 	
LSB1 	7 	78 	
YGR137W 	7 	25 	
TPO2 	4 	56 	
YGR139W 	8 	78 	
CBF2 	4 	5 	
VPS62 	29 	530 	
BTN2 	18 	528 	
SKN1 	26 	295 	
THI4 	26 	650 	
ENP2 	7 	15 	
ECL1 	2 	2 	
YGR146C-A 	10 	237 	
NAT2 	23 	760 	
RPL24B 	11 	300 	
YGR149W 	15 	265 	
CCM1 	24 	451 	
YGR151C 	8 	38 	
RSR1 	15 	131 	
YGR153W 	10 	114 	
GTO1 	15 	132 	
CYS4 	3 	36 	
PTI1 	6 	37 	
CHO2 	12 	162 	
MTR3 	1 	0 	
NSR1 	5 	10 	
YGR160W 	1 	0 	
RTS3 	9 	79 	
YGR161W-C 	5 	104 	
TIF4631 	11 	142 	
GTR2 	13 	271 	
YGR164W 	8 	94 	
MRPS35 	6 	17 	
TRS65 	16 	204 	
CLC1 	0 	0 	
YGR168C 	17 	219 	
PUS6 	33 	1387 	
YGR169C-A 	1 	0 	
PSD2 	53 	1516 	
MSM1 	18 	269 	
YIP1 	1 	0 	
RBG2 	20 	232 	
CBP4 	8 	146 	
YGR174W-A 	1 	0 	
ERG1 	0 	0 	
YGR176W 	19 	502 	
ATF2 	40 	981 	
PBP1 	17 	344 	
OKP1 	4 	16 	
RNR4 	5 	72 	
TIM13 	10 	105 	
YGR182C 	7 	11 	
QCR9 	6 	136 	
UBR1 	31 	476 	
TYS1 	0 	0 	
TFG1 	2 	1 	
HGH1 	5 	45 	
BUB1 	24 	305 	
CRH1 	21 	208 	
YGR190C 	6 	55 	
HIP1 	15 	209 	
TDH3 	6 	5 	
PDX1 	21 	397 	
XKS1 	19 	346 	
SKI6 	5 	28 	
FYV8 	27 	258 	
SNG1 	23 	248 	
YPP1 	1 	0 	
PMT6 	35 	691 	
ELP2 	19 	290 	
YGR201C 	12 	327 	
PCT1 	34 	693 	
YCH1 	36 	1339 	
ADE3 	17 	323 	
YGR204C-A 	1 	0 	
TDA10 	13 	118 	
MVB12 	2 	1 	
CIR1 	7 	56 	
SER2 	1 	0 	
TRX2 	6 	58 	
YGR210C 	39 	811 	
ZPR1 	0 	0 	
SLI1 	19 	186 	
RTA1 	17 	302 	
RPS0A 	5 	19 	
RSM27 	5 	44 	
GPI1 	8 	79 	
CCH1 	37 	406 	
CRM1 	3 	16 	
YGR219W 	4 	25 	
MRPL9 	9 	87 	
TOS2 	23 	534 	
PET54 	5 	45 	
HSV2 	11 	161 	
AZR1 	19 	476 	
AMA1 	17 	314 	
YGR226C 	0 	0 	
DIE2 	8 	199 	
YGR228W 	3 	18 	
SMI1 	8 	93 	
BNS1 	12 	244 	
PHB2 	12 	164 	
NAS6 	12 	133 	
PHO81 	42 	680 	
YHB1 	12 	103 	
MIC26 	7 	56 	
SPG1 	4 	77 	
YGR237C 	34 	1054 	
KEL2 	48 	1818 	
PEX21 	32 	707 	
PFK1 	7 	82 	
YGR240C-A 	12 	426 	
YAP1802 	35 	1311 	
YGR242W 	5 	81 	
FMP43 	3 	10 	
LSC2 	39 	1442 	
SDA1 	3 	6 	
BRF1 	2 	1 	
CPD1 	14 	265 	
SOL4 	7 	306 	
MGA1 	11 	435 	
YGR250C 	16 	234 	
NOP19 	2 	1 	
GCN5 	6 	20 	
PUP2 	1 	0 	
ENO1 	13 	134 	
COQ6 	26 	743 	
GND2 	17 	210 	
MTM1 	8 	184 	
RAD2 	50 	1515 	
YGR259C 	2 	1 	
TNA1 	20 	385 	
APL6 	16 	208 	
BUD32 	2 	2 	
SAY1 	24 	303 	
MES1 	1 	0 	
YGR265W 	3 	15 	
YGR266W 	28 	966 	
FOL2 	0 	0 	
HUA1 	13 	908 	
YGR269W 	21 	505 	
YTA7 	21 	232 	
YGR270C-A 	2 	1 	
SLH1 	47 	1040 	
EFG1 	2 	1 	
YGR273C 	1 	0 	
TAF1 	4 	12 	
RTT102 	5 	80 	
RNH70 	18 	671 	
CAB4 	0 	0 	
CWC22 	8 	70 	
SCW4 	10 	34 	
PXR1 	2 	11 	
YOR1 	27 	338 	
BGL2 	7 	45 	
YGR283C 	4 	100 	
ERV29 	12 	275 	
ZUO1 	8 	47 	
BIO2 	19 	371 	
IMA1 	17 	547 	
MAL13 	17 	506 	
MAL11 	16 	152 	
YGR290W 	6 	9 	
YGR291C 	8 	220 	
MAL12 	5 	71 	
YGR293C 	3 	5 	
PAU12 	0 	0 	
COS6 	8 	51 	
YRF1-3 	0 	0 	
YGR296C-A 	0 	0 	
YGR296C-B 	0 	0 	
YHL050C 	23 	174 	
YHL050W-A 	1 	0 	
YHL049C 	0 	0 	
YHL048C-A 	4 	22 	
COS8 	25 	536 	
ARN2 	39 	1177 	
YHL046W-A 	6 	174 	
PAU13 	9 	163 	
YHL045W 	17 	73 	
YHL044W 	12 	49 	
ECM34 	20 	253 	
YHL042W 	30 	1273 	
YHL041W 	40 	395 	
ARN1 	42 	924 	
EFM1 	44 	1273 	
CBP2 	37 	1080 	
YHL037C 	21 	583 	
MUP3 	42 	1472 	
VMR1 	76 	1513 	
YHL034W-A 	12 	81 	
SBP1 	15 	137 	
RPL8A 	9 	221 	
GUT1 	63 	2122 	
GOS1 	5 	30 	
YHL030W-A 	5 	80 	
ECM29 	98 	2860 	
OCA5 	44 	2320 	
WSC4 	84 	1722 	
RIM101 	66 	2584 	
YHL026C 	49 	4129 	
SNF6 	50 	4372 	
RIM4 	92 	3545 	
NPR3 	30 	248 	
SPO11 	42 	647 	
AIM17 	69 	3004 	
OPI1 	26 	666 	
YHL019W-A 	23 	446 	
APM2 	68 	1859 	
YHL018W 	19 	257 	
YHL017W 	72 	2842 	
DUR3 	136 	5571 	
YHL015W-A 	8 	163 	
RPS20 	0 	0 	
YLF2 	71 	2787 	
OTU2 	40 	1109 	
YHL012W 	97 	3847 	
PRS3 	19 	248 	
ETP1 	98 	3450 	
YAP3 	42 	938 	
YHL008C 	176 	13076 	
STE20 	145 	8336 	
YHL006W-A 	33 	3476 	
SHU1 	29 	16208 	
YHL005C 	16 	3121 	
MRP4 	95 	3187 	
LAG1 	96 	4105 	
YHL002C-A 	29 	2187 	
HSE1 	96 	7405 	
RPL14B 	51 	1118 	
OSH7 	138 	10938 	
QCR10 	36 	1413 	
LEU5 	83 	2167 	
TCD1 	130 	8679 	
NEM1 	110 	3910 	
GPA1 	6 	61 	
TIM10 	9 	188 	
STP2 	85 	2701 	
ERG11 	9 	102 	
YHR007C-A 	13 	5396 	
SOD2 	50 	1234 	
TDA3 	118 	4189 	
RPL27A 	5 	32 	
DIA4 	32 	469 	
VPS29 	20 	187 	
ARD1 	17 	285 	
SPO13 	33 	359 	
MIP6 	81 	2017 	
YSC84 	47 	1056 	
YSC83 	33 	476 	
ARG4 	34 	643 	
DED81 	0 	0 	
YHR020W 	5 	9 	
RPS27B 	2 	1 	
ECM12 	24 	668 	
YHR022C 	35 	1465 	
YHR022C-A 	14 	302 	
MYO1 	88 	1730 	
MAS2 	0 	0 	
THR1 	23 	577 	
VMA16 	4 	33 	
RPN1 	2 	1 	
DAP2 	40 	519 	
YHR028W-A 	22 	949 	
YHI9 	29 	1002 	
SLT2 	23 	477 	
RRM3 	69 	2809 	
ERC1 	109 	6274 	
YHR032W-A 	13 	197 	
YHR032C-A 	10 	117 	
YHR033W 	56 	2652 	
PIH1 	44 	589 	
NEL1 	43 	1099 	
BRL1 	7 	91 	
PUT2 	49 	1291 	
RRF1 	9 	82 	
MSC7 	32 	745 	
VMA10 	1 	0 	
BCD1 	11 	204 	
SRB2 	13 	128 	
NCP1 	9 	16 	
DOG2 	18 	827 	
DOG1 	10 	223 	
YHR045W 	24 	285 	
INM1 	15 	360 	
AAP1 	52 	1813 	
YHK8 	38 	1174 	
FSH1 	15 	256 	
YHR049C-A 	19 	261 	
SMF2 	41 	1062 	
YHR050W-A 	7 	130 	
COX6 	3 	10 	
CIC1 	3 	6 	
YHR052W-A 	0 	0 	
CUP1-1 	0 	0 	
YHR054C 	1 	0 	
YHR054W-A 	0 	0 	
CUP1-2 	0 	0 	
RSC30 	20 	334 	
YHR056W-A 	14 	129 	
CPR2 	11 	409 	
MED6 	8 	62 	
FYV4 	6 	47 	
VMA22 	2 	24 	
GIC1 	18 	531 	
RPP1 	0 	0 	
PAN5 	13 	152 	
YHR063W-A 	6 	22 	
SSZ1 	17 	137 	
RRP3 	4 	112 	
SSF1 	32 	806 	
HTD2 	23 	398 	
DYS1 	3 	5 	
RRP4 	4 	5 	
YHR069C-A 	0 	0 	
TRM5 	0 	0 	
YHR070C-A 	9 	278 	
PCL5 	24 	1391 	
YHR071C-A 	12 	141 	
ERG7 	2 	4 	
NOP10 	0 	0 	
OSH3 	24 	354 	
YHR073W-A 	2 	22 	
YHR073C-B 	1 	0 	
QNS1 	0 	0 	
PPE1 	28 	941 	
PTC7 	14 	351 	
NMD2 	32 	454 	
YHR078W 	23 	329 	
IRE1 	21 	513 	
SAE3 	5 	69 	
YHR080C 	41 	1256 	
LRP1 	10 	149 	
KSP1 	30 	470 	
SAM35 	0 	0 	
STE12 	36 	742 	
IPI1 	0 	0 	
NAM8 	19 	579 	
YHR086W-A 	18 	333 	
RTC3 	7 	179 	
RPF1 	2 	1 	
GAR1 	3 	2 	
YNG2 	5 	41 	
MSR1 	36 	357 	
HXT4 	14 	417 	
AHT1 	23 	296 	
HXT1 	27 	1149 	
YHR095W 	10 	194 	
HXT5 	24 	454 	
YHR097C 	48 	1013 	
SFB3 	30 	654 	
TRA1 	9 	126 	
GEP4 	12 	254 	
BIG1 	2 	2 	
KIC1 	3 	66 	
SBE22 	27 	532 	
GRE3 	9 	260 	
YPT35 	7 	75 	
TRR2 	9 	29 	
CDC12 	0 	0 	
GGA2 	25 	841 	
CTM1 	13 	180 	
ERP5 	15 	122 	
UBA4 	10 	37 	
YHR112C 	18 	289 	
APE4 	36 	1231 	
BZZ1 	39 	893 	
DMA1 	35 	773 	
COX23 	11 	792 	
TOM71 	34 	666 	
ORC6 	1 	0 	
SET1 	11 	88 	
MSH1 	27 	240 	
LSM12 	9 	220 	
CIA2 	0 	0 	
EPT1 	18 	321 	
NDT80 	30 	318 	
YHR125W 	2 	7 	
ANS1 	10 	359 	
YHR127W 	12 	161 	
FUR1 	8 	197 	
ARP1 	5 	19 	
YHR130C 	3 	20 	
YHR131C 	10 	166 	
YHR131W-A 	3 	6 	
ECM14 	21 	491 	
IGO2 	6 	96 	
NSG1 	17 	149 	
WSS1 	13 	145 	
YCK1 	28 	607 	
SPL2 	8 	135 	
ARO9 	17 	195 	
YHR137C-A 	3 	11 	
YHR138C 	6 	92 	
SPS100 	17 	301 	
YHR139C-A 	15 	335 	
YHR140W 	22 	334 	
RPL42B 	0 	0 	
CHS7 	6 	16 	
DSE2 	10 	81 	
RPC10 	0 	0 	
DCD1 	11 	485 	
YHR145C 	0 	0 	
CRP1 	11 	264 	
MRPL6 	4 	24 	
IMP3 	1 	0 	
SKG6 	26 	504 	
PEX28 	18 	473 	
MTC6 	13 	112 	
SPO12 	9 	58 	
SPO16 	4 	4 	
RTT107 	37 	1159 	
YSP1 	44 	688 	
LIN1 	22 	689 	
REC104 	7 	257 	
KEL1 	19 	334 	
TDA11 	19 	494 	
PEX18 	12 	199 	
YAP1801 	18 	409 	
MPC2 	4 	4 	
SOL3 	8 	164 	
DNA2 	6 	40 	
PRP8 	2 	4 	
YHR165W-A 	1 	0 	
CDC23 	9 	122 	
THP2 	8 	199 	
MTG2 	22 	197 	
DBP8 	4 	20 	
NMD3 	9 	130 	
ATG7 	14 	47 	
SPC97 	18 	512 	
YHR173C 	24 	521 	
ENO2 	16 	244 	
CTR2 	14 	225 	
YHR175W-A 	7 	81 	
FMO1 	37 	906 	
YHR177W 	11 	192 	
STB5 	11 	78 	
OYE2 	7 	170 	
YHR180W 	7 	401 	
YHR180W-A 	4 	75 	
YHR180C-B 	0 	0 	
SVP26 	9 	63 	
YHR182W 	46 	1040 	
YHR182C-A 	2 	1 	
GND1 	7 	8 	
SSP1 	25 	548 	
PFS1 	11 	127 	
KOG1 	3 	6 	
IKI1 	4 	6 	
GPI16 	0 	0 	
PTH1 	14 	269 	
ERG9 	3 	6 	
CTF8 	0 	0 	
LNP1 	13 	261 	
EGD2 	8 	132 	
YHR193C-A 	4 	50 	
MDM31 	11 	125 	
NVJ1 	13 	246 	
UTP9 	5 	24 	
RIX1 	7 	15 	
AIM18 	17 	222 	
AIM46 	22 	477 	
NBL1 	8 	127 	
RPN10 	7 	47 	
PPX1 	10 	38 	
YHR202W 	26 	821 	
RPS4B 	2 	1 	
MNL1 	23 	942 	
SCH9 	12 	88 	
SKN7 	11 	132 	
SET5 	17 	606 	
BAT1 	5 	55 	
CRG1 	13 	100 	
YHR210C 	19 	382 	
FLO5 	31 	1018 	
YHR212C 	0 	0 	
YHR212W-A 	0 	0 	
YHR213W 	0 	0 	
YHR213W-A 	0 	0 	
YHR213W-B 	10 	205 	
YHR214W 	2 	2 	
YHR214W-A 	3 	2 	
YHR214C-D 	0 	0 	
YHR214C-E 	4 	15 	
PHO12 	0 	0 	
IMD2 	2 	4 	
YHR217C 	9 	61 	
YHR218W 	0 	0 	
YHR218W-A 	0 	0 	
YHR219W 	0 	0 	
YHR219C-A 	0 	0 	
YIL177C 	0 	0 	
YIL177W-A 	0 	0 	
PAU14 	0 	0 	
VTH1 	7 	377 	
IMA3 	0 	0 	
YIL171W-A 	0 	0 	
YIL169C 	15 	135 	
YIL166C 	45 	835 	
YIL165C 	3 	7 	
NIT1 	11 	150 	
YIL163C 	22 	1061 	
SUC2 	20 	657 	
YIL161W 	1 	0 	
POT1 	22 	779 	
BNR1 	28 	405 	
AIM20 	9 	79 	
COA1 	9 	92 	
YIL156W-A 	13 	280 	
YIL156W-B 	2 	3 	
UBP7 	25 	374 	
GUT2 	43 	1013 	
IMP2
RRD1 	28 	539 	
YIL152W 	21 	364 	
ESL1 	34 	778 	
MCM10 	8 	22 	
MLP2 	35 	584 	
RPL40A 	1 	0 	
SLN1 	1 	0 	
ATG32 	19 	269 	
PAN6 	10 	103 	
NDC80 	0 	0 	
SSL2 	2 	11 	
YIL142C-A 	5 	44 	
CCT2 	0 	0 	
YIL141W 	14 	102 	
AXL2 	50 	1017 	
REV7 	15 	215 	
TPM2 	6 	63 	
TMA108 	44 	1183 	
OM45 	10 	230 	
VHS2 	15 	148 	
YIL134C-A 	13 	441 	
FLX1 	7 	20 	
RPL16A 	5 	10 	
CSM2 	22 	249 	
FKH1 	24 	752 	
ASG1 	22 	267 	
TAO3 	18 	173 	
MET18 	13 	129 	
RRT14 	7 	95 	
STH1 	25 	896 	
KGD1 	42 	2120 	
AYR1 	13 	504 	
SIM1 	60 	3209 	
POG1 	17 	227 	
QDR2 	23 	713 	
QDR1 	42 	909 	
RPI1 	8 	41 	
RHO3 	0 	0 	
PRM5 	24 	348 	
HIS5 	24 	391 	
YIL115W-A 	2 	10 	
NUP159 	4 	16 	
POR2 	7 	16 	
SDP1 	15 	315 	
HOS4 	30 	517 	
COX5B 	15 	291 	
HPM1 	12 	215 	
SEC24 	1 	0 	
YIL108W 	49 	1834 	
PFK26 	29 	569 	
MOB1 	8 	43 	
SLM1 	23 	545 	
YIL105W-A 	4 	62 	
SHQ1 	1 	0 	
DPH1 	9 	185 	
YIL102C-A 	1 	0 	
YIL102C 	1 	0 	
XBP1 	33 	592 	
YIL100C-A 	26 	417 	
YIL100W 	30 	590 	
SGA1 	28 	551 	
FMC1 	5 	15 	
FYV10 	12 	83 	
BMT5 	20 	483 	
PRK1 	38 	985 	
LYS12 	10 	52 	
RSM25 	23 	783 	
YIL092W 	29 	389 	
UTP25 	1 	0 	
ICE2 	6 	38 	
YIL089W 	14 	392 	
AVT7 	37 	1687 	
AIM19 	17 	462 	
YIL086C 	17 	476 	
KTR7 	31 	1162 	
SDS3 	12 	180 	
CAB2 	6 	72 	
YIL082W 	8 	236 	
AIR1 	12 	411 	
THS1 	1 	0 	
YIL077C 	72 	3342 	
SEC28 	6 	31 	
RPN2 	13 	141 	
SER33 	41 	1258 	
SPO22 	70 	1690 	
HOP1 	47 	651 	
YIL071W-A 	5 	51 	
PCI8 	16 	353 	
MAM33 	21 	830 	
RPS24B 	7 	8 	
YIL068W-A 	9 	182 	
SEC6 	8 	170 	
YIL067C 	43 	1101 	
YIL066W-A 	8 	59 	
RNR3 	35 	962 	
FIS1 	23 	575 	
SEE1 	26 	1545 	
YRB2 	4 	24 	
ARC15 	1 	0 	
SNP1 	15 	138 	
YIL060W 	13 	141 	
YIL059C 	11 	124 	
YIL058W 	19 	479 	
RGI2 	12 	419 	
VHR1 	51 	1314 	
YIL055C 	46 	1245 	
YIL054W 	29 	1564 	
GPP1 	21 	318 	
RPL34B 	4 	5 	
MMF1 	12 	44 	
