gene_name number_of_transposon_per_gene number_of_read_per_gene
YOR161W-A 0 0
YOR161W-B 3 8
YOR161C-C 10 444
YRR1 53 1996
DDP1 7 347
GET4 32 3054
SEY1 39 3169
SWT1 21 665
RPS28A 4 88
GLN4 4 3
YOR169C 2 2
YOR170W 3 4
LCB4 24 744
YRM1 28 520
DCS2 11 173
MED4 3 11
ALE1 14 286
HEM15 7 95
MPC54 21 1007
GAC1 21 479
SYC1 5 26
DCI1 1 0
LAS17 17 221
RPS30B 12 216
FYV12 44 1038
SER1 1 0
GSP2 11 178
YOR186W 22 1485
YOR186C-A 17 1156
TUF1 7 43
MSB1 39 1296
IES4 3 3
SPR1 17 514
ULS1 32 802
THI72 18 832
YOR192C-C 2 2
PEX27 8 103
TOA1 1 0
SLK19 15 883
LIP5 12 139
MCA1 7 171
BFR1 5 275
YOR199W 11 295
YOR200W 6 70
MRM1 6 17
HIS3 16 227
YOR203W 27 377
DED1 4 12
GEP3 23 291
NOC2 4 18
RET1 3 4
PTP2 11 203
NPT1 19 343
RPB10 0 0
MGM1 7 108
STE4 14 539
SAS5 4 6
SPR2 10 97
AIM41 9 493
RUD3 13 343
RFC1 26 635
YOR218C 4 22
STE13 39 1596
RCN2 2 25
MCT1 12 550
ODC2 20 518
DSC3 9 287
RPB8 3 2
YOR225W 17 801
ISU2 13 364
HER1 35 1076
MCP1 21 492
WTM2 53 1968
WTM1 29 1418
MKK1 26 1159
YOR231C-A 0 0
MGE1 3 2
KIN4 25 1158
RPL33B 12 269
IRC13 15 219
DFR1 1 0
HES1 19 309
YOR238W 15 1282
ABP140 10 158
MET7 13 231
SSP2 10 165
PUS7 19 291
ESA1 5 18
DGA1 23 1091
ENV9 19 412
SRL1 9 126
YOR248W 6 8
APC5 2 2
CLP1 1 0
TUM1 2 1
TMA16 9 197
NAT5 10 465
SEC63 4 3
OSW1 11 236
TRE2 5 4
CDC31 0 0
HNT3 7 77
RPT4 4 3
GCD1 3 2
RPN8 6 180
GPN2 1 0
YOR263C 6 213
DSE3 20 709
RBL2 3 79
PNT1 16 301
HRK1 39 2491
YOR268C 29 1472
PAC1 10 11
VPH1 14 313
FSF1 29 1433
YTM1 1 0
TPO4 29 892
MOD5 26 1144
RIM20 21 704
CAF20 7 309
YOR277C 4 30
HEM4 4 8
RFM1 7 265
FSH3 8 154
PLP2 4 14
YOR282W 10 798
YOR283W 11 265
HUA2 4 40
RDL1 12 357
RDL2 3 40
RRP36 2 1
MPD1 19 412
YOR289W 18 695
SNF2 9 20
YPK9 39 619
YOR292C 17 704
RPS10A 6 37
YOR293C-A 11 200
RRS1 3 5
UAF30 21 626
YOR296W 27 748
TIM18 7 171
MUM3 42 2354
MBF1 3 127
BUD7 26 1198
YOR300W 28 995
RAX1 56 2257
YOR302W 1 0
CPA1 5 113
ISW2 31 1095
BIL1 2 5
RRG7 15 444
MCH5 16 816
SLY41 27 1981
SNU66 25 1143
YOR309C 2 2
NOP58 4 15
DGK1 13 435
RPL20B 3 33
SPS4 21 1605
YOR314W 9 161
YOR314W-A 0 0
SFG1 21 432
COT1 26 1019
YOR316C-A 40 1673
FAA1 27 1409
YOR318C 32 1178
HSH49 2 1
GNT1 20 196
PMT3 32 1553
LDB19 26 472
PRO2 5 4
FRT1 11 129
YOR325W 5 58
MYO2 18 174
SNC2 7 67
PDR10 89 4178
SCD5 6 19
YOR329W-A 11 733
MIP1 24 425
YOR331C 7 210
VMA4 2 1
YOR333C 6 30
MRS2 14 132
ALA1 6 5
YOR335W-A 0 0
KRE5 9 199
TEA1 29 1066
YOR338W 18 335
UBC11 12 218
RPA43 2 1
RPA190 4 4
YOR342C 11 300
YOR343C 32 1002
TYE7 13 668
YOR345C 8 340
REV1 42 1622
PYK2 10 97
PUT4 139 5448
CIN1 51 3316
MNE1 24 399
MEK1 10 132
TFB6 15 351
SOG2 28 543
MSC6 19 505
GDS1 18 238
CIR2 27 681
SNX3 7 183
HAP5 28 1416
VTS1 21 778
PDE2 2 1
PRT1 20 781
PRE10 1 0
PIP2 29 896
YOR364W 23 688
YOR365C 33 942
YOR366W 3 24
SCP1 9 295
RAD17 7 163
RPS12 0 0
MRS6 3 4
GPB1 30 846
NDD1 8 291
NUD1 5 21
ALD4 32 1125
GDH1 20 502
YOR376W 26 664
YOR376W-A 0 0
ATF1 37 1632
AMF1 37 1903
YOR379C 21 1113
RDR1 18 705
FRE3 25 482
YOR381W-A 12 374
FIT2 10 32
FIT3 8 142
FRE5 19 372
YOR385W 15 267
PHR1 15 240
YOR387C 8 133
FDH1 4 9
YOR389W 29 1426
FEX1 4 7
HSP33 4 28
YOR392W 12 171
ERR1 5 4
PAU21 0 0
YOR394C-A 4 9
YRF1-8 28 41
YOR396C-A 1 0
YRF1-7 29 36
YPL283W-B 2 1
YPL283W-A 1 0
PAU22 2 1
ERR2 3 2
HSP32 1 0
FEX2 2 1
YPL278C 0 0
YPL277C 26 1432
SAM3 19 786
SAM4 13 203
PBI1 13 302
ATP15 0 0
MDL2 32 1155
KAR9 28 1525
PLC1 5 4
ACM1 3 4
DIM1 1 0
DIP5 30 964
YPL264C 21 766
KEL3 53 2737
FUM1 10 89
YPL261C 21 1120
YPL260W 13 243
APM1 20 381
THI21 47 2311
YPL257W 13 520
CLN2 10 149
BBP1 3 2
HFI1 16 464
VIK1 31 2380
YAH1 3 3
YPL251W 1 0
ICY2 0 0
RPL36B 6 7
YPL250W-A 4 4
GYP5 28 859
GAL4 26 662
YPL247C 38 2200
RBD2 10 272
YPL245W 25 993
HUT1 18 749
SRP68 0 0
IQG1 8 50
CIN2 27 578
HSP82 46 2029
YAR1 6 24
YPL238C 0 0
SUI3 0 0
ENV7 8 141
RVB2 8 16
VMA11 5 5
NSL1 5 264
SSO1 19 728
FAS2 5 4
USV1 17 313
YPL229W 15 368
CET1 2 3
ALG5 7 34
NEW1 27 492
YPL225W 7 11
MMT2 25 1535
GRE1 19 943
FMP40 37 913
YPL222C-A 5 41
FLC1 40 2142
RPL1A 7 56
PCL8 29 1579
SAR1 1 0
BMS1 11 210
YPL216W 33 1287
CBP3 7 28
THI6 25 940
LEA1 11 62
PUS1 28 618
NIP7 2 1
SRP72 6 33
IPL1 1 0
RKM1 18 534
TYW1 18 626
PGC1 21 794
YPL205C 14 582
HRR25 2 2
TPK2 18 776
AFT2 23 618
YIG1 18 445
CSM4 7 49
YPL199C 14 79
RPL7B 12 317
YPL197C 2 22
OXR1 11 332
APL5 5 27
DDC1 20 1324
RSA1 11 458
PRM3 4 19
YPL191C 15 490
NAB3 8 8
COA2 1 0
GUP2 50 1789
POS5 4 87
MF(ALPHA)1 5 22
UIP4 20 658
YPL185W 16 916
MRN1 18 282
RTC6 4 68
RTT10 62 2426
YPL182C 13 178
CTI6 13 231
TCO89 33 1408
PPQ1 14 297
CBC2 12 262
CUP9 16 1461
TRE1 67 2889
SPT14 6 16
NIP100 4 13
MRPL40 3 3
COX10 4 8
OYE3 43 1917
DAP1 14 419
MEX67 4 58
YPL168W 18 630
REV3 38 1067
ATG29 6 185
SET6 16 522
MLH3 24 925
SVS1 8 50
YPL162C 11 272
BEM4 15 258
CDC60 3 3
PET20 16 338
AIM44 14 345
TGS1 38 1574
PRM4 23 731
KIP2 30 567
PEP4 21 1028
RAD53 19 1075
YPL152W-A 2 6
RRD2 4 123
PRP46 9 159
YPL150W 24 448
ATG5 7 71
PPT2 11 174
PXA1 26 909
NOP53 3 42
KES1 2 14
POC4 9 133
RPL33A 3 2
YPL142C 0 0
FRK1 22 262
MKK2 15 444
UME1 8 48
SPP1 14 118
GIP3 47 1252
YPL136W 9 122
ISU1 11 86
YPL135C-A 4 17
ODC1 34 1475
RDS2 17 678
COX11 4 20
RPL5 0 0
SPO19 7 53
TAF14 1 0
TBF1 3 5
HHO1 19 459
NAN1 1 0
KAP120 25 612
SPC29 3 2
RNY1 16 445
TFB2 3 6
MEI5 9 50
VPS30 7 78
YPL119C-A 1 0
DBP1 28 1040
MRP51 4 8
IDI1 5 7
HOS3 23 1378
BEM3 29 1018
YPL114W 10 144
YPL113C 17 737
PEX25 15 175
CAR1 81 4326
GDE1 48 2057
YPL109C 25 523
YPL108W 5 19
YPL107W 13 532
SSE1 18 451
SYH1 37 768
MSD1 9 71
FMP30 12 192
YPL102C 19 630
ELP4 11 75
ATG21 17 141
INA17 5 39
MGR2 4 30
MSY1 10 59
ERI1 1 0
PNG1 31 1683
EEB1 26 1286
SEC62 12 329
NOG1 6 43
SSU1 35 1995
GLR1 21 749
RPS6A 1 0
RLM1 24 494
YPL088W 39 2206
YDC1 25 936
ELP3 9 29
SEC16 21 764
BRO1 4 37
SEN54 3 2
MOT1 7 7
RPS9A 18 195
YPL080C 39 985
RPL21B 14 104
ATP4 2 7
YPL077C 8 236
GPI2 2 160
GCR1 24 382
YTA6 25 697
YPL073C 10 282
UBP16 19 433
YPL071C 9 173
MUK1 15 419
BTS1 17 391
YPL068C 19 680
YPL067C 56 2854
RGL1 25 791
VPS28 4 44
CWC27 7 43
TIM50 7 57
YPL062W 69 3519
ALD6 29 743
MFM1 6 51
GRX5 5 60
PDR12 58 2511
SUR1 16 270
LCL1 41 1170
LGE1 9 47
LEE1 27 1891
KTR6 34 1448
OAZ1 12 303
ARL3 5 35
MNN9 0 0
DIG1 51 1284
CAM1 29 772
SGF11 8 105
ELC1 9 177
VPS16 12 339
YPL044C 2 1
NOP4 12 315
SSN3 66 4688
YPL041C 19 1365
ISM1 30 511
YPL039W 29 851
YPL038W-A 6 95
MET31 12 379
EGD1 86 17919
PMA2 66 1999
YPL035C 11 634
YPL034W 12 335
SRL4 14 383
SVL3 39 979
PHO85 4 37
TRM44 31 1342
SUV3 28 523
ERG10 1 0
SMA1 25 781
SKS1 28 1158
YPL025C 35 1357
RMI1 10 194
MET12 25 496
RAD1 57 1750
ECM23 11 167
ULP1 16 184
VTC3 55 1929
CTF19 21 239
IRC15 85 4152
SWI1 12 116
HST2 87 5188
YPL014W 72 3606
MRPS16 11 73
RRP12 9 15
TAF3 18 400
RET3 2 1
RQC2 37 1426
CHL1 71 2511
TFC8 5 17
NCR1 146 8714
AEP3 37 671
LSP1 45 1251
ULA1 86 4315
SNF8 7 89
HAT1 40 1197
CIT3 103 5597
PDH1 109 6060
YPR002C-A 16 141
YPR003C 116 3950
AIM45 45 1133
HAL1 35 1307
ICL2 133 9011
REC8 93 5277
HAA1 91 7382
SUT2 29 1295
RPA135 4 3
YPR010C-A 15 578
YPR011C 62 2461
YPR012W 21 528
CMR3 30 1328
YPR014C 19 339
YPR015C 53 2157
TIF6 2 1
YPR016W-A 14 235
DSS4 9 212
RLF2 34 1387
MCM4 18 279
ATP20 14 313
AGC1 37 2655
YPR022C 57 2132
EAF3 37 1210
YME1 49 1983
CCL1 2 2
ATH1 56 1663
YPR027C 10 380
YOP1 18 434
APL4 36 969
CSR2 53 2317
NTO1 42 1550
SRO7 32 456
HTS1 1 0
ARP7 11 86
GLN1 4 5
VMA13 16 286
SPO24 6 96
ERV2 38 1605
IRC16 30 1083
YPR039W 26 1053
TIP41 21 428
TIF5 4 10
PUF2 31 738
RPL43A 1 0
OPI11 1 0
THP3 17 575
MCM16 14 210
MSF1 6 85
TAH18 3 11
ATG11 45 1450
YPR050C 17 611
MAK3 30 1215
NHP6A 14 83
YPR053C 28 536
SMK1 20 288
SEC8 17 748
TFB4 1 0
BRR1 31 1565
YMC1 16 474
YPR059C 7 128
ARO7 9 51
JID1 16 502
FCY1 14 434
YPR063C 10 371
YPR064W 34 832
ROX1 12 410
UBA3 43 2056
ISA2 6 62
HOS1 27 1222
SPE3 11 192
MED1 30 1658
YPR071W 14 353
NOT5 5 38
LTP1 12 270
TKL1 40 1000
YPR074W-A 21 807
OPY2 7 110
YPR076W 2 34
YPR077C 29 848
YPR078C 47 1418
MRL1 25 1423
TEF1 9 73
GRS2 47 2519
DIB1 2 1
MDM36 25 1311
YPR084W 18 442
ASA1 1 0
SUA7 1 0
VPS69 15 698
SRP54 13 641
YPR089W 30 1082
NVJ2 17 808
YPR092W 17 592
ASR1 12 202
RDS3 1 0
SYT1 42 1862
YPR096C 16 304
YPR097W 57 3274
YPR098C 10 184
YPR099C 5 5
MRPL51 5 5
SNT309 10 176
RPL11A 0 0
PRE2 6 157
FHL1 28 900
COG4 5 23
ISR1 5 9
YTH1 4 70
RPN7 3 3
YPR108W-A 9 390
YPR109W 15 637
RPC40 2 1
DBF20 27 658
MRD1 7 94
PIS1 3 2
YPR114W 11 173
RGC1 30 1063
RRG8 18 450
YPR117W 76 3592
MRI1 20 411
CLB2 6 9
CLB5 22 470
THI22 18 354
AXL1 77 2299
YPR123C 4 53
CTR1 20 677
YLH47 19 1088
YPR126C 6 77
YPR127W 17 231
ANT1 24 1378
SCD6 15 171
YPR130C 5 112
NAT3 7 389
RPS23B 5 103
SPN1 4 6
TOM5 0 0
MSS18 10 159
CTF4 21 318
YPR136C 0 0
RRP9 2 1
MEP3 32 1953
LOA1 6 35
TAZ1 15 582
KAR3 5 5
YPR142C 22 1475
RRP15 4 20
NOC4 5 17
ASN1 45 1285
YPR145C-A 11 535
YPR146C 17 402
YPR147C 15 625
YPR148C 15 332
NCE102 16 205
YPR150W 26 1002
SUE1 32 842
URN1 56 1069
YPR153W 5 49
PIN3 7 36
NCA2 16 724
TPO3 22 815
TDA6 15 205
CUR1 25 2195
KRE6 5 15
YPR159C-A 3 57
GPH1 60 3593
YPR160W-A 1 0
YPR160C-A 3 4
SGV1 15 157
ORC4 3 3
TIF3 6 27
MMS1 29 685
RHO1 1 0
MRP2 4 8
MET16 7 121
NUT2 10 550
JIP5 14 253
YPR170C 24 957
YPR169W-A 1 0
YPR170W-B 4 37
YPR170W-A 3 35
BSP1 26 473
YPR172W 17 521
VPS4 1 0
YPR174C 6 21
DPB2 3 2
BET2 0 0
YPR177C 4 3
PRP4 7 6
HDA3 29 1340
AOS1 0 0
SEC23 2 1
SMX3 0 0
DPM1 3 2
GDB1 64 3683
ATG13 35 1989
PZF1 4 7
RPO26 0 0
MLC2 10 260
SKI3 29 390
RPC82 2 1
QCR2 2 2
AQY1 23 720
HPA2 7 101
OPT2 27 968
YPR195C 40 946
YPR196W 21 756
YPR197C 25 1046
SGE1 25 1094
ARR1 33 1541
ARR2 11 176
ARR3 15 496
YPR202W 11 122
YPR203W 2 1
YPR204W 14 27
YPR204C-A 0 0
Q0010 0 0
Q0017 0 0
Q0032 0 0
AI1 0 0
AI2 0 0
AI3 0 0
AI4 0 0
AI5_ALPHA 0 0
COX1 0 0
AI5_BETA 0 0
ATP8 0 0
ATP6 0 0
Q0092 0 0
BI2 0 0
BI3 0 0
BI4 0 0
COB 0 0
OLI1 0 0
VAR1 0 0
Q0142 0 0
Q0143 0 0
Q0144 0 0
SCEI 0 0
Q0182 0 0
COX2 0 0
Q0255 0 0
COX3 0 0
Q0297 0 0
