gene_name number_of_transposon_per_gene number_of_read_per_gene
TAD3 3 3
YLR317W 1 0
EST2 33 1496
BUD6 11 94
MMS22 8 77
SFH1 12 79
VPS65 8 234
CWC24 5 16
PEX30 12 116
RPL38 1 0
YLR326W 26 425
TMA10 4 167
NMA1 17 406
REC102 10 74
CHS5 21 432
JIP3 3 51
MID2 9 221
RPS25B 10 205
YLR334C 15 142
NUP2 5 45
SGD1 8 138
VRP1 25 397
OPI9 4 4
YLR339C 0 0
RPP0 1 0
SPO77 15 362
FKS1 24 619
YLR342W-A 18 244
GAS2 32 594
RPL26A 10 86
YLR345W 18 209
YLR346C 10 413
KAP95 4 3
YLR347W-A 0 0
DIC1 40 1089
YLR349W 21 341
ORM2 10 215
NIT3 21 599
YLR352W 29 1195
BUD8 14 73
TAL1 7 21
ILV5 19 399
ATG33 6 48
RSC2 16 156
YLR358C 13 156
ADE13 4 3
VPS38 8 193
DCR2 28 1048
YLR361C-A 2 1
STE11 32 954
NMD4 4 54
YLR363W-A 1 0
GRX8 3 2
YLR365W 8 217
YLR364C-A 5 175
YLR366W 27 900
RPS22B 16 348
MDM30 26 445
SSQ1 4 71
ARC18 1 0
ROM2 15 462
ELO3 3 6
VID22 30 1935
YLR374C 28 901
STP3 22 674
PSY3 10 127
FBP1 33 1433
SEC61 1 0
YLR379W 3 13
CSR1 21 327
CTF3 9 118
NAM2 3 3
SMC6 7 115
IKI3 21 248
SWC7 11 191
VAC14 17 268
REH1 18 511
RPS29A 10 284
STE23 35 1199
ECM19 10 195
CCW14 8 182
ART10 28 1056
ATP10 6 16
CST9 16 341
COX8 2 12
VPS33 6 9
AFG2 2 2
SKI2 23 217
BDF1 22 391
YLR399W-A 1 0
YLR400W 19 1215
DUS3 41 1644
YLR402W 10 207
SFP1 11 222
FLD1 9 275
DUS4 20 526
RPL31B 11 77
YLR406C-A 6 139
YLR407W 7 70
BLS1 0 0
UTP21 6 40
VIP1 35 1739
CTR3 23 656
BER1 10 86
YLR412C-A 7 15
INA1 22 670
PUN1 21 538
YLR415C 41 1328
YLR416C 34 1088
VPS36 6 37
CDC73 3 5
YLR419W 45 1164
URA4 21 415
RPN13 2 5
YLR422W 49 1535
ATG17 9 83
SPP382 4 25
TUS1 24 424
TDA5 2 3
MAG2 39 1117
YLR428C 20 463
CRN1 22 440
SEN1 13 139
ATG23 18 141
IMD3 25 580
CNA1 30 893
YLR434C 8 72
TSR2 2 1
ECM30 42 810
DIF1 29 415
YLR437C-A 22 1340
CAR2 73 4313
LSM3 1 0
MRPL4 5 92
SEC39 5 11
RPS1A 6 66
SIR3 12 175
ECM7 23 1089
YLR444C 7 86
GMC2 11 347
YLR446W 15 186
VMA6 0 0
RPL6B 11 86
FPR4 10 469
HMG2 46 1852
LEU3 34 808
SST2 29 1108
RIF2 20 546
FMP27 71 2661
PDP3 8 44
YLR456W 6 106
NBP1 4 60
YLR458W 6 96
GAB1 0 0
YLR460C 3 2
PAU4 1 0
YLR462W 4 3
YLR463C 3 2
YLR464W 4 3
BSC3 2 1
YRF1-4 25 34
YLR466C-A 2 1
YLR466C-B 1 0
YRF1-5 28 40
YLR467C-A 4 3
YML133C 24 30
YML133W-B 5 4
YML133W-A 1 0
COS3 2 1
YML131W 17 497
ERO1 11 85
COX14 4 159
MSC1 42 1416
RSC9 4 3
ERG13 8 51
PGA3 2 2
TUB3 35 1035
PHO84 38 1574
YML122C 35 1213
GTR1 19 200
NDI1 18 401
YML119W 17 193
NGL3 55 2352
NAB6 66 2533
YML116W-A 19 256
ATR1 33 1274
VAN1 5 7
TAF8 15 604
DAT1 23 414
CTK3 0 0
BUL2 40 1087
COQ5 10 140
ZDS2 40 2295
YML108W 11 200
PML39 12 211
URA5 5 30
SEC65 1 0
MDM1 33 792
NUP188 29 442
CAC2 29 1201
YML101C-A 11 408
CUE4 41 1267
YML100W-A 23 281
TSL1 87 4026
YML099W-A 11 788
ARG81 54 1786
TAF13 1 0
VPS9 11 205
YML096W 29 528
RAD10 8 191
YML094C-A 20 1000
GIM5 22 1130
UTP14 26 380
PRE8 0 0
RPM2 10 110
YML090W 19 128
YML089C 48 1914
UFO1 38 1971
AIM33 25 958
ALO1 38 1100
TUB1 1 0
YML084W 25 489
YML083C 26 958
YML082W 39 813
ATP18 1 0
TDA9 58 1868
DUS1 18 884
YML079W 24 535
CPR3 25 558
BET5 1 0
WAR1 49 1231
HMG1 75 2003
FPR3 23 440
RPL6A 9 95
TCB3 84 2562
COG8 13 42
DAK1 41 1640
POB3 6 13
ITT1 24 612
ERV41 22 789
SMA2 17 330
ORC1 9 80
TEM1 2 1
RPS1B 6 75
MFT1 38 1826
PIF1 58 1263
OGG1 32 1144
NTE1 86 3016
HUG1 8 90
SML1 15 234
YML057C-A 21 821
CMP2 47 2216
IMD4 47 1472
SPC2 21 110
CYB2 67 2785
YML054C-A 26 1632
YML053C 37 1569
SUR7 28 545
GAL80 49 2441
AIM32 25 490
RSE1 23 709
GSF2 24 965
YML047W-A 7 135
PRM6 39 2153
PRP39 3 8
RRN11 10 249
CAT2 55 1971
VPS71 46 2125
YMD8 21 414
YML037C 33 1031
CGI121 23 461
AMD1 46 1276
YML034C-A 20 880
SRC1 57 2676
RAD52 13 243
YML031C-A 6 17
NDC1 5 5
RCF1 12 131
USA1 129 10057
TSA1 1 0
YOX1 63 2448
RPS18B 16 282
YML6 10 258
RPS17A 15 106
NSE5 15 587
APT1 12 38
UNG1 51 2062
YML020W 59 1595
OST6 26 1181
YML018C 62 2652
PSP2 24 606
PPZ1 53 1641
TAF11 3 6
TRM9 53 2205
UBX2 99 6087
YML012C-A 42 2772
ERV25 23 745
RAD33 33 1003
SPT5 39 612
YML009W-B 33 631
YML009C-A 20 576
MRPL39 18 300
ERG6 8 35
YML007C-A 14 228
YAP1 60 1258
GIS4 49 1390
TRM12 125 7419
GLO1 52 2155
YML003W 41 2143
YML002W 118 5521
YPT7 5 6
CDC5 3 2
YMR001C-A 30 800
MIX17 33 1190
AIM34 24 728
MVP1 44 1094
TAF4 15 177
PLB2 117 2760
YMR007W 91 5753
PLB1 52 814
ADI1 32 498
YMR010W 22 762
HXT2 72 3636
CLU1 96 2815
SEC59 10 134
YMR013C-A 0 0
YMR013W-A 4 51
BUD22 35 1606
ERG5 63 1569
SOK2 58 1565
SPO20 35 1034
YMR018W 77 3043
STB4 79 2579
FMS1 40 1135
MAC1 49 1539
UBC7 21 826
MSS1 51 1959
MRPL3 2 9
CSI1 18 212
PEX12 15 170
YMR027W 43 1337
TAP42 4 3
FAR8 25 278
RSF1 35 1038
EIS1 57 1804
YMR031W-A 38 640
HOF1 26 1299
YMR030W-A 15 166
ARP9 2 1
YMR034C 42 1915
IMP2 16 171
MIH1 23 563
MSN2 49 1568
CCS1 6 36
SUB1 14 177
YET2 23 536
ARA2 34 648
ARG80 89 6590
MCM1 10 154
IOC4 51 2187
YMR046W-A 1 0
NUP116 27 361
CSM3 25 312
ERB1 1 0
FAR3 9 240
YMR052C-A 3 4
STB2 48 2360
STV1 39 1028
BUB2 51 2825
AAC1 60 2068
YMR057C 51 2066
FET3 35 2145
SEN15 2 3
SAM37 8 51
RNA14 2 1
ARG7 2 1
RIM9 15 315
AEP1 14 339
KAR5 57 1893
SOV1 19 163
UBX4 28 736
AVO2 27 1056
NAT4 68 4081
MOT3 8 10
TVP18 10 240
ABF2 1 0
IRC21 10 253
YMR074C 14 304
RCO1 70 1913
YMR075C-A 12 79
PDS5 5 38
VPS20 1 0
CTF18 11 82
SEC14 2 1
NAM7 7 19
ISF1 23 678
YMR082C 25 831
ADH3 34 1704
YMR084W 14 291
YMR085W 17 275
SEG1 52 1273
YMR086C-A 26 730
YMR087W 40 1246
VBA1 14 180
YTA12 16 448
YMR090W 15 212
NPL6 3 7
AIP1 29 930
UTP15 4 3
CTF13 3 2
SNO1 32 980
SNZ1 11 164
MTG1 6 97
ATP25 11 132
YMR099C 21 438
MUB1 41 1730
SRT1 18 336
YMR102C 33 1070
YMR103C 24 402
YPK2 44 1615
PGM2 33 1183
YMR105W-A 12 212
YKU80 62 1732
SPG4 22 568
ILV2 24 293
MYO5 69 2761
HFD1 25 1231
YMR111C 35 1150
MED11 2 7
FOL3 6 70
YMR114C 23 590
MGR3 25 761
ASC1 5 33
SPC24 1 0
SHH3 13 180
ASI1 36 1557
YMR119W-A 16 387
ADE17 46 1828
RPL15B 16 213
YMR122C 59 1904
YMR122W-A 4 100
PKR1 5 81
EPO1 23 732
STO1 44 823
DLT1 9 100
SAS2 15 273
ECM16 12 32
POM152 62 1674
YMR130W 24 333
RRB1 3 2
JLP2 11 146
REC114 38 2001
ERG29 14 340
GID8 13 111
YMR135W-A 53 1937
GAT2 29 629
PSO2 46 1495
CIN4 8 85
RIM11 10 69
SIP5 12 189
YMR141C 8 11
RPL13B 0 0
YMR141W-A 0 0
RPS16A 5 22
YMR144W 9 194
NDE1 34 801
TIF34 6 9
YMR147W 12 457
OSW5 37 854
SWP1 3 2
IMP1 7 29
YIM2 14 258
YIM1 16 377
NUP53 16 363
YMR153C-A 2 1
RIM13 25 498
YMR155W 30 936
TPP1 7 56
AIM36 8 168
MRPS8 3 2
YMR158C-A 6 63
YMR158W-B 12 237
ATG16 17 245
YMR160W 45 1147
HLJ1 20 915
DNF3 46 2038
INP2 27 918
MSS11 30 438
PAH1 20 344
YMR166C 5 50
MLH1 33 725
CEP3 2 1
ALD3 26 759
ALD2 17 469
EAR1 18 389
HOT1 43 814
YMR172C-A 3 2
DDR48 12 218
YMR173W-A 19 199
PAI3 6 21
SIP18 18 663
YMR175W-A 18 713
ECM5 71 2901
MMT1 30 547
YMR178W 9 206
SPT21 34 943
CTL1 41 1507
YMR181C 17 589
RGM1 12 82
YMR182W-A 2 7
SSO2 19 757
ADD37 4 10
RTP1 6 174
HSC82 49 1599
YMR187C 29 735
MRPS17 3 15
GCV2 36 654
SGS1 44 1272
SPG5 18 271
GYL1 16 387
MRPL24 1 0
YMR193C-A 15 200
RPL36A 21 477
CMC4 18 291
YMR194C-A 41 1500
ICY1 15 458
YMR196W 67 2590
VTI1 0 0
CIK1 7 41
CLN1 18 223
ROT1 5 4
RAD14 25 658
ERG2 3 2
TOM40 0 0
INP1 14 393
PFK2 25 456
YMR206W 36 1015
HFA1 64 1143
ERG12 2 1
YMR209C 11 248
YMR210W 21 978
DML1 2 82
EFR3 10 169
CEF1 15 408
SCJ1 19 516
GAS3 5 90
SKY1 13 319
GUA1 3 2
TRS130 11 234
ESC1 57 2713
ERG8 3 2
YMR221C 27 912
FSH2 3 5
UBP8 14 170
MRE11 16 366
MRPL44 10 513
YMR226C 20 450
TAF7 11 444
MTF1 4 4
RRP5 12 16
RPS10B 8 145
YMR230W-A 14 430
PEP5 10 25
FUS2 27 456
TRI1 8 84
RNH1 16 461
RNA1 2 2
TAF9 0 0
BCH1 31 1048
DFG5 17 627
RNT1 3 2
CUS1 43 2625
YHM2 21 278
RPL20A 9 39
YMR242W-A 8 128
ZRC1 25 1108
YMR244W 54 2276
COA6 5 144
YMR245W 45 780
FAA4 92 5941
RKR1 45 1333
YMR247W-A 4 28
GAD1 38 1335
GTO3 60 3180
HOR7 1 0
YMR252C 21 539
YMR253C 25 853
YMR254C 22 773
GFD1 12 196
COX7 4 25
PET111 12 146
ROY1 21 361
TRM732 34 1044
TIF11 3 3
TPS3 38 607
YMR262W 15 398
SAP30 2 14
CUE1 8 380
YMR265C 23 1021
RSN1 37 1003
PPA2 9 345
PRP24 1 0
TMA23 11 34
RRN9 3 3
URA10 14 230
SCS7 17 354
YMR272W-A 4 49
YMR272W-B 1 0
ZDS1 39 744
RCE1 8 18
BUL1 11 13
DSK2 7 13
FCP1 8 9
PRM15 19 413
YMR279C 35 1015
CAT8 63 2785
GPI12 1 0
AEP2 11 152
RIT1 20 814
YKU70 31 762
NGL2 28 1277
MRPL33 0 0
DSS1 6 64
HSH155 10 34
ABZ2 12 395
HAS1 2 1
YMR290W-A 17 301
TDA1 35 1245
GOT1 6 105
HER2 10 58
JNM1 2 1
YMR294W-A 2 4
YMR295C 5 71
LCB1 3 4
PRC1 28 879
LIP1 0 0
DYN3 2 2
ADE4 2 1
ATM1 7 39
YME2 31 592
ADH2 13 146
UBP15 18 428
YMR304C-A 11 46
SCW10 20 265
FKS3 87 2569
YMR306C-A 13 40
GAS1 2 2
YMR307C-A 0 0
PSE1 3 2
NIP1 7 10
YMR310C 11 98
GLC8 13 285
ELP6 12 152
TGL3 28 1036
PRE5 1 0
YMR315W 29 1029
YMR315W-A 2 1
DIA1 19 451
YMR316C-A 9 198
YMR316C-B 4 12
YMR317W 30 509
ADH6 23 735
FET4 32 795
YMR320W 14 180
YMR321C 0 0
SNO4 0 0
ERR3 4 4
YMR324C 0 0
PAU19 0 0
YMR326C 2 1
YRF1-6 22 28
YNL339W-B 2 1
YNL339W-A 1 0
YNL338W 3 2
YNL337W 3 2
COS1 4 5
DDI3 9 43
SNO2 5 38
SNZ2 3 2
THI12 16 383
AAD14 16 238
RPD3 5 4
PEX6 33 1537
MDJ2 24 1078
EGT2 28 500
PFA3 23 264
FIG4 21 308
YNL324W 9 325
LEM3 5 7
KRE1 8 83
VNX1 46 1093
YNL320W 15 412
YNL319W 9 56
HXT14 34 733
PFS2 2 1
PHA2 25 687
ATP11 1 0
DAL82 19 508
EMW1 3 2
RFA2 4 4
SKP2 17 369
ZIM17 5 331
STB1 44 1418
KRI1 0 0
MCK1 16 1037
MRPS18 4 16
BXI1 16 227
YPT11 31 683
YNL303W 14 476
RPS19B 0 0
RPL18B 17 492
TOS6 3 24
TRF5 24 797
CLA4 5 20
MON2 32 771
YNL296W 3 26
YNL295W 19 488
RIM21 13 617
MSB3 23 700
PUS4 19 370
MID1 23 1082
RFC3 0 0
PCL1 16 205
CAF40 10 57
SEC21 7 38
CUS2 15 168
YNL285W 38 2144
MRPL10 9 159
WSC2 23 586
POP3 20 566
HCH1 11 208
ERG24 3 2
PRM1 45 1554
CAF120 115 4457
YNL277W-A 10 253
MET2 28 1214
YNL276C 12 453
BOR1 29 1006
GOR1 18 596
TOF1 15 434
SEC2 8 55
BNI1 21 155
ALP1 28 718
BSC4 34 1553
LYP1 29 1300
PIK1 6 9
YNL266W 2 4
IST1 14 217
PDR17 26 478
YIF1 3 39
POL2 20 109
ORC5 0 0
LTO1 7 57
ATX1 6 39
DSL1 13 130
SIP3 50 2414
FOL1 9 42
GIS2 8 79
RTC4 11 139
TEX1 25 989
MRPL17 2 1
NRD1 17 218
RAD50 21 366
MPA43 36 1002
RPA49 1 0
YNL247W 2 3
VPS75 14 262
CWC25 1 0
SUI1 1 0
SLA2 13 266
ATG2 53 1776
ZWF1 42 678
NAR1 10 119
LAP3 30 1101
KEX2 16 187
YTP1 27 1018
SIN4 7 49
YNL235C 4 55
YNL234W 20 443
BNI4 17 246
CSL4 3 7
PDR16 55 3634
ELA1 36 968
URE2 3 28
YNL228W 20 814
JJJ1 28 1580
YNL226W 19 1006
CNM67 3 2
SQS1 29 875
ATG4 8 27
SSU72 0 0
POP1 6 7
ADE12 0 0
ALG9 14 183
MGS1 26 605
YNL217W 43 761
RAP1 4 6
IES2 2 1
PEX17 7 218
RRG9 2 2
VID27 33 552
YNL211C 2 26
MER1 12 120
SSB2 9 176
YNL208W 12 82
RIO2 3 6
RTT106 22 284
YNL205C 13 260
SPS18 8 118
YNL203C 18 545
SPS19 33 814
PSY2 26 322
YNL200C 7 53
GCR2 18 242
YNL198C 9 92
WHI3 8 21
SLZ1 27 1258
YNL195C 18 643
YNL194C 15 320
YNL193W 39 538
CHS1 26 268
DUG3 25 1205
YNL190W 7 135
SRP1 4 5
KAR1 2 1
SWT21 26 810
UBP10 27 783
MRPL19 0 0
YNL184C 15 142
NPR1 30 944
IPI3 4 6
YNL181W 2 1
RHO5 13 86
YNL179C 50 1421
RPS3 0 0
MRPL22 1 0
TDA7 30 820
NOP13 21 832
YNL174W 7 22
MDG1 22 608
APC1 10 98
YNL171C 3 47
YNL170W 4 5
PSD1 15 273
FMP41 17 274
SKO1 19 200
BNI5 9 57
YNL165W 27 941
IBD2 16 509
RIA1 6 5
YNL162W-A 0 0
RPL42A 7 39
CBK1 29 451
YGP1 22 533
ASI2 5 31
PGA1 3 8
IGO1 12 273
NSG2 7 55
CUZ1 12 181
YCK2 27 615
GIM3 6 203
INN1 1 0
RPC31 2 1
YNL150W 2 1
PGA2 1 0
ALF1 125 5829
LSM7 0 0
YNL146C-A 20 483
YNL146W 4 24
MFA2 4 45
YNL144C 38 988
YNL144W-A 2 1
YNL143C 32 1273
MEP2 47 2048
AAH1 32 969
YNL140C 6 24
THO2 10 30
YSF3 0 0
SRV2 7 12
NAM9 6 12
EAF7 26 498
FPR1 7 22
YNL134C 36 1075
FYV6 14 82
KRE33 6 6
TOM22 1 0
CPT1 15 400
DGR1 4 63
NRK1 19 210
TEP1 22 630
FAR11 18 375
SPC98 9 97
ESBP6 30 806
NAF1 5 15
NMA111 33 429
YNL122C 5 140
TOM70 21 493
YNL120C 1 0
NCS2 8 9
DCP2 24 664
MLS1 81 3015
DMA2 39 1710
YNL115C 27 955
YNL114C 10 92
RPC19 0 0
DBP2 32 1375
CYB5 8 30
NOP15 1 0
YNL109W 2 7
YNL108C 17 245
YAF9 10 80
INP52 79 2780
RRT16 8 59
LEU4 64 2140
YNL103W-A 1 0
MET4 9 248
POL1 10 153
AVT4 29 745
MIC27 16 621
OCA1 18 505
RAS2 4 10
YNL097C-B 16 705
PHO23 24 750
YNL097W-A 7 111
RPS7B 11 112
YNL095C 19 271
APP1 26 907
YPT53 8 113
YNL092W 28 771
NST1 39 1049
RHO2 5 13
YNL089C 5 13
TOP2 5 6
TCB2 109 4033
SNN1 9 315
MKT1 42 2144
END3 1 0
SAL1 19 244
PMS1 17 220
SWS2 4 11
EOS1 18 535
TPM1 2 1
NIS1 46 1755
APJ1 24 518
MKS1 15 109
IMP4 2 3
MLF3 8 80
MSK1 2 4
RNH201 35 1413
LAT1 17 303
TOM7 5 43
RPL16B 2 1
FKH2 31 532
YNL067W-A 25 246
YNL067W-B 11 312
RPL9B 10 180
SUN4 74 3496
AQR1 72 2633
YDJ1 4 25
MTQ1 36 829
GCD10 9 349
NOP2 7 46
ARP5 3 2
YNL058C 17 231
YNL057W 7 116
OCA2 18 160
POR1 7 20
VAC7 30 383
MSG5 41 1212
COX5A 12 249
COG5 9 67
YNL050C 13 73
SFB2 21 469
ALG11 2 1
SLM2 39 1384
YNL046W 25 609
LAP2 52 1899
YIP3 11 194
YNL043C 6 108
YNL042W-B 41 1788
BOP3 33 1051
COG6 38 1528
YNL040W 24 829
BDP1 12 63
GPI15 2 1
IDH1 7 10
NCE103 53 1621
YNL035C 38 1670
YNL034W 28 571
YNL033W 6 190
SIW14 28 877
HHT2 15 562
HHF2 10 195
KTR5 58 1909
YNL028W 39 2144
CRZ1 38 438
SAM50 4 5
SSN8 31 1629
KSH1 1 0
YNL024C 66 2145
FAP1 71 2513
RCM1 41 1316
HDA1 50 1363
ARK1 65 2292
YNL019C 5 17
YNL018C 53 2386
YNL017C 50 1800
PUB1 20 477
PBI2 0 0
HEF3 98 3541
YNL013C 16 104
SPO1 96 3056
YNL011C 55 1870
YNL010W 36 1518
IDP3 79 2239
ASI3 87 3222
SIS1 3 2
LST8 1 0
MRP7 36 351
HRB1 211 14518
PET8 32 553
RLP7 3 116
DOM34 54 1388
CIT1 94 2703
YNR001W-A 56 1609
ATO2 210 12980
RPC34 11 159
YNR003W-A 0 0
SWM2 26 495
YNR005C 13 330
VPS27 28 788
ATG3 34 1200
LRO1 134 4051
NRM1 55 1888
CSE2 22 606
PRP2 29 564
URK1 48 2082
PHO91 102 4091
YNR014W 72 1956
SMM1 162 10203
ACC1 13 17
TIM23 7 329
RCF2 66 3579
ARE2 58 1810
ATP23 32 458
YNR021W 40 793
MRPL50 12 482
SNF12 4 4
MPP6 15 84
YNR025C 5 13
SEC12 15 150
BUD17 30 986
CPR8 38 1019
YNR029C 17 122
ALG12 19 432
SSK2 131 7294
PPG1 35 1585
HUB1 10 204
ABZ1 84 2277
SOL1 53 1650
YNR034W-A 25 781
ARC35 6 189
MRPS12 4 99
RSM19 1 0
DBP6 20 306
ZRG17 12 89
YNR040W 30 1255
COQ2 16 148
YNR042W 9 54
MVD1 1 0
AGA1 53 1963
PET494 19 406
TRM112 2 8
FPK1 35 767
YNR048W 17 373
MSO1 24 888
LYS9 30 891
BRE5 15 328
POP2 15 378
NOG2 4 10
ESF2 5 11
HOL1 63 1512
BIO5 65 3117
BIO4 174 10972
BIO3 52 1854
MNT4 51 1970
FRE4 75 3081
YNR061C 15 284
YNR062C 27 1042
YNR063W 44 1474
YNR064C 33 940
YNR065C 64 2063
YNR066C 26 633
DSE4 58 1447
YNR068C 27 493
BSC5 33 1152
PDR18 2 1
YNR071C 0 0
HXT17 6 12
YNR073C 2 1
AIF1 0 0
COS10 27 549
YNR075C-A 5 80
PAU6 0 0
YNR077C 0 0
YOL166W-A 2 2
YOL166C 6 11
AAD15 7 67
YOL164W-A 3 5
BDS1 28 569
YOL163W 10 278
YOL162W 12 91
PAU20 2 5
YOL160W 8 52
YOL159C-A 11 251
YOL159C 17 911
ENB1 27 982
IMA2 25 555
HXT11 28 566
YOL155W-A 0 0
HPF1 21 144
ZPS1 6 131
FRE7 30 654
GRE2 12 234
YOL150C 6 8
DCP1 0 0
SPT20 9 14
PEX11 12 309
PSF3 2 1
CTR9 17 312
NOP8 8 102
RIB4 1 0
RRP40 1 0
PPM2 54 1162
ARG8 2 3
CDC33 0 0
RTC1 50 1385
BSC6 26 1353
PFK27 23 227
MED7 4 5
YOL134C 12 480
HRT1 1 0
GAS4 36 1014
YOL131W 20 591
ALR1 23 313
VPS68 11 313
YGK3 30 671
RPL25 0 0
MDH2 39 1882
TRM13 40 1206
TRM11 27 770
HRP1 0 0
SMF1 49 1451
RPS19A 13 166
RPL18A 3 2
MCH4 49 1061
YOL118C 23 676
RRI2 39 1428
MSN1 10 97
PAP2 13 111
YOL114C 15 157
SKM1 35 1050
MSB4 47 1721
MDY2 17 608
SHR5 83 2788
ZEO1 2 2
INO4 3 17
YOL107W 19 371
YOL106W 18 266
WSC3 17 414
NDJ1 15 293
ITR2 24 781
TPT1 0 0
IZH4 7 29
PKH2 34 1085
YOL099C 1 0
YOL098C 36 855
YOL097W-A 14 534
WRS1 3 6
COQ3 9 84
HMI1 33 791
RFC4 1 0
TRM10 15 725
YPQ1 16 268
SPO21 29 1579
MSH2 28 825
HAL9 84 3803
MPD2 13 198
DUF1 27 481
MHF1 15 561
ADH1 19 422
YOL085W-A 26 683
YOL085C 49 1931
PHM7 72 3431
ATG34 24 832
YOL083C-A 2 4
ATG19 36 661
IRA2 23 532
REX4 21 611
YOL079W 8 143
AVO1 25 652
ATP19 7 30
BRX1 4 5
MDM20 16 316
YOL075C 64 1836
DSC2 25 398
THP1 12 157
SDH5 7 39
NBA1 27 462
NUF2 3 2
HST1 22 633
RTG1 13 237
RIB2 11 46
INP54 15 215
MET22 15 103
CRT10 60 1824
APM4 24 484
PRS5 52 2765
MAM3 39 1065
GPD2 65 3129
ARG1 1 0
YOL057W 58 2634
GPM3 33 1983
THI20 41 1875
PSH1 35 1252
AIM39 60 1277
DDR2 6 116
SPE2 44 817
GAL11 23 599
YOL050C 13 264
GSH2 20 586
RRT8 42 855
LDS2 25 744
YOL046C 17 560
PSK2 56 2099
PEX15 19 272
NTG2 36 949
NGL1 35 1265
NOP12 52 1911
RPS15 1 0
RPP2A 1 0
YOL038C-A 4 23
PRE6 1 0
YOL037C 11 204
YOL036W 57 1130
YOL035C 15 289
SMC5 14 54
MSE1 11 100
OPI10 22 695
SIL1 54 2528
GAS5 26 1365
YOL029C 16 228
YAP7 15 442
MDM38 38 1166
MIM1 4 17
LAG2 49 2055
YOL024W 31 1171
IFM1 22 545
TSR4 1 0
DIS3 15 83
TAT2 68 3245
YOL019W-A 62 3370
YOL019W 49 1300
TLG2 17 317
ESC8 94 3471
CMK2 48 1263
IRC10 57 3658
YOL014W 7 108
YOL013W-B 5 49
YOL013W-A 57 4674
HRD1 78 7604
HTZ1 23 598
PLB3 79 3500
RCL1 10 43
MDM12 10 575
COQ10 14 202
CSI2 59 2369
TOP1 72 994
RPB11 1 0
SIN3 61 1461
PFA4 33 967
IZH2 68 3502
PHO80 45 1688
RRP6 49 1491
ALG6 11 47
YSP3 118 6991
UTP23 10 42
DNL4 128 3704
TSR3 70 2481
SGT2 62 2952
SLG1 7 49
YOR008C-A 18 683
YOR008W-B 7 73
TIR4 30 558
TIR2 15 212
AUS1 151 6159
YOR011W-A 13 365
YOR012W 19 773
IRC11 20 774
RTS1 12 83
YOR015W 14 135
ERP4 30 361
PET127 95 2554
ROD1 49 1269
YOR019W 80 2635
HSP10 0 0
YOR020W-A 10 96
SFM1 15 129
YOR022C 42 697
AHC1 51 2577
YOR024W 57 3783
HST3 30 445
BUB3 22 760
STI1 56 1624
CIN5 18 289
YOR029W 36 2545
DFG16 36 1030
HMS1 33 596
YOR032W-A 26 1221
EXO1 65 2220
AKR2 70 3093
YOR034C-A 48 1455
SHE4 49 1267
PEP12 8 25
CYC2 28 1378
HIR2 19 522
CKB2 12 53
GLO4 42 1308
YOR041C 19 556
CUE5 47 2014
WHI2 50 3779
IRC23 13 139
TOM6 2 12
DBP5 4 3
STD1 14 208
RAT1 6 11
RSB1 19 602
YOR050C 42 1357
ETT1 21 437
TMC1 14 413
YOR053W 10 122
VHS3 50 2261
YOR055W 20 784
NOB1 25 394
SGT1 8 127
ASE1 56 2655
LPL1 23 459
SLD7 7 91
CKA2 14 269
YOR062C 45 1774
RPL3 3 2
YNG1 4 9
CYT1 4 16
MSA1 40 876
ALG8 4 7
VPS5 8 46
VAM10 1 0
GYP1 29 719
NRT1 32 1117
YOR072W 33 692
YOR072W-A 41 1290
YOR072W-B 22 783
SGO1 28 682
CDC21 3 6
YOR073W-A 0 0
UFE1 3 2
SKI7 21 539
RTS2 14 292
BUD21 7 27
ATX2 13 210
DIA2 29 904
TGL5 47 1533
YOR082C 19 514
WHI5 112 5751
LPX1 61 2641
OST3 22 520
TCB1 61 2585
YVC1 28 939
VPS21 0 0
PTC5 38 860
TMA46 43 1407
ECM3 31 1171
YOR093C 67 3178
ARF3 5 14
RKI1 2 1
RPS7A 3 2
YOR097C 10 110
NUP1 7 7
KTR1 40 2345
CRC1 44 686
RAS1 24 922
YOR102W 4 33
OST2 1 0
PIN2 17 424
YOR105W 5 129
VAM3 7 12
RGS2 29 777
LEU9 38 1409
YOR108C-A 4 28
INP53 42 1057
TFC7 6 26
YOR111W 14 142
CEX1 14 272
AZF1 12 106
YOR114W 13 324
TRS33 10 224
RPO31 9 13
RPT5 1 0
RTC5 24 385
RIO1 2 1
GCY1 28 847
YOR121C 10 368
PFY1 0 0
LEO1 17 173
UBP2 22 339
CAT5 2 2
IAH1 21 759
RGA1 9 145
ADE2 2323 607448
AFI1 37 1160
ORT1 2 7
YOR131C 11 102
VPS17 16 633
EFT1 5 67
BAG7 47 1747
IRC14 0 0
IDH2 2 1
SIA1 19 266
RUP1 45 1061
YOR139C 1 0
SFL1 32 847
ARP8 11 17
LSC1 19 308
THI80 5 7
ELG1 15 518
PNO1 1 0
YOR146W 1 0
MDM32 25 1012
SPP2 3 44
SMP3 1 0
MRPL23 4 9
RPB2 4 3
YOR152C 4 6
PDR5 63 1533
SLP1 22 350
ISN1 15 565
NFI1 25 659
PUP1 1 0
PET123 8 152
SME1 0 0
MTR10 2 1
PNS1 36 969
YOR161W-A 1 0
YOR161W-B 3 9
YOR161C-C 25 773
YRR1 55 1986
DDP1 18 510
GET4 24 401
SEY1 29 1106
