gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR417C 4 10
RPL12B 3 2
RAD30 24 452
HKR1 49 1413
ARO80 33 694
SIP1 25 1224
CAD1 29 1216
DYN2 4 12
SNX41 19 393
YDR426C 6 48
RPN9 3 2
BNA7 9 161
TIF35 2 2
CYM1 44 1868
YDR431W 13 178
NPL3 4 20
YDR433W 2 17
GPI17 2 1
PPM1 4 24
PPZ2 29 462
GPI19 4 42
THI74 10 201
LRS4 5 46
DOT1 22 495
APT2 8 99
YDR442W 8 348
SSN2 53 2870
YDR444W 29 599
YDR445C 17 556
ECM11 20 737
RPS17B 11 191
ADA2 4 6
UTP6 2 1
RPS18A 5 46
YHP1 27 503
PPN1 30 961
TSA2 22 668
GUK1 0 0
YDR455C 7 112
NHX1 21 330
TOM1 113 3970
HEH2 22 404
PFA5 13 385
TFB3 1 0
MFA1 1 0
YDR461C-A 1 0
MRPL28 2 1
STP1 12 56
SPP41 11 44
YDR464C-A 2 4
RMT2 17 1053
PKH3 35 905
YDR467C 4 3
TLG1 5 101
SDC1 7 51
UGO1 2 1
RPL27B 5 32
TRS31 4 6
PRP3 9 140
JIP4 29 532
YDR476C 42 1027
SNF1 10 79
SNM1 1 0
PEX29 21 589
DIG2 16 704
PHO8 44 1681
CWC21 30 1412
KRE2 15 371
VPS52 1 0
VPS72 24 668
VPS60 6 42
RIB3 0 0
PAC11 16 225
SLD5 3 3
PKH1 40 1234
YDR491C 41 1813
IZH1 18 426
MZM1 3 2
RSM28 13 253
VPS3 13 140
PUF6 19 123
ITR1 32 876
SEC20 4 8
LCD1 19 310
RPL37B 7 135
PLM2 45 1161
SAM2 22 508
LPP1 10 234
SPG3 2 7
PSP1 22 311
GMC1 79 2703
GIN4 12 65
GNP1 29 1024
YDR509W 10 240
SMT3 0 0
YDR510C-A 2 7
SDH7 14 290
EMI1 41 1441
GRX2 7 106
YDR514C 30 659
SLF1 7 19
EMI2 25 1253
GRH1 22 405
EUG1 22 251
FPR2 8 53
URC2 26 1259
YDR521W 6 133
SPS2 14 92
SPS1 39 1382
AGE1 18 224
YDR524W-C 4 18
YDR524C-B 1 0
YDR524C-A 21 235
API2 35 549
SNA2 25 735
YDR526C 1 0
RBA50 2 2
HLR1 18 475
QCR7 1 0
APA2 18 394
CAB1 4 144
KRE28 5 20
HSP31 14 97
FIT1 15 380
YDR535C 36 2011
STL1 31 1874
YDR537C 8 284
PAD1 11 291
FDC1 16 443
IRC4 7 80
YDR541C 12 197
PAU10 0 0
YDR543C 18 334
YDR544C 10 126
YRF1-1 27 32
YDR545C-A 2 1
YEL077C 81 2195
YEL077W-A 9 16
YEL076C-A 1 0
YEL076C 1 0
YEL075W-A 2 1
YEL075C 1 0
YEL074W 36 1233
YEL073C 12 371
RMD6 34 2067
DLD3 38 1483
DSF1 22 687
HXT13 19 918
YEL068C 9 115
YEL067C 58 2780
HPA3 15 195
SIT1 46 1397
AVT2 44 890
CAN1 61 1990
NPR2 11 124
CIN8 12 43
PRB1 64 1182
SOM1 23 339
HHY1 76 2686
PCM1 11 60
YEL057C 32 548
HAT2 18 517
POL5 4 13
RPL12A 4 124
YEL053W-A 6 162
MAK10 23 346
AFG1 29 491
VMA8 4 59
YEL050W-A 7 126
RML2 6 7
PAU2 11 225
TCA17 7 26
FRD1 34 1010
GLY1 9 40
YEL045C 42 1553
IES6 2 1
YEL043W 71 2718
GDA1 25 573
YEF1 41 880
UTR2 40 1347
CYC7 8 63
UTR4 24 411
RAD23 12 230
ANP1 13 135
UTR5 115 3499
YEL034C-A 12 507
HYP2 6 430
MTC7 67 2622
MCM3 7 9
YEL032C-A 1 0
SPF1 43 621
YEL030C-A 6 117
ECM10 39 508
BUD16 12 375
YEL028W 22 667
VMA3 0 0
SNU13 0 0
YEL025C 92 3153
RIP1 1 0
YEL023C 63 2414
GEA2 78 1550
URA3 661 78934
YEL020C-B 0 0
TIM9 1 0
YEL020C 65 2686
MMS21 14 355
YEL018C-A 27 942
EAF5 34 1039
PMP2 0 0
GTT3 44 926
NPP2 50 1275
EDC3 56 1592
YEL014C 65 1658
VAC8 9 26
UBC8 27 589
GLC3 128 4630
YEL010W 46 1544
YEL009C-A 51 1593
GCN4 15 145
YEL008W 116 10629
YEL008C-A 29 1565
MIT1 30 781
YEA6 57 1838
VAB2 44 2689
YEA4 58 1451
GIM4 39 2412
WBP1 6 10
IRC22 57 2299
MNN1 159 6605
NOP16 9 71
PMI40 3 2
FMP52 63 2362
YND1 105 3865
NUG1 19 319
YER006C-A 33 1809
PAC2 83 3027
TMA20 23 470
SEC3 67 1760
NTF2 1 0
YER010C 43 1131
TIR1 20 219
PRE1 3 5
PRP22 27 714
HEM14 18 168
BUD25 65 2138
FAA2 59 1786
BIM1 45 1727
AFG3 30 415
SPC25 8 36
ISC1 181 6821
SBH2 11 153
GPA2 77 1695
RPN3 5 7
SRB4 9 19
PRO3 0 0
YER023C-A 0 0
YAT2 117 5780
GCD11 1 0
CHO1 1 0
GAL83 30 1252
MIG3 64 1734
SMB1 8 111
CHZ1 7 20
YPT31 15 192
FIR1 53 1691
ZRG8 65 2009
YER034W 86 5184
EDC2 77 4199
ARB1 7 10
PHM8 22 867
KRE29 3 4
YER038W-A 16 108
HVG1 29 425
YER039C-A 4 180
GLN3 32 564
YEN1 57 1133
MXR1 11 497
SAH1 3 2
ERG28 7 26
MEI4 51 1418
ACA1 43 949
SPO73 26 721
YER046W-A 8 60
SAP1 51 1504
CAJ1 37 895
ISD11 4 15
TPA1 29 853
RSM18 2 14
JHD1 49 2472
HOM3 28 757
PIC2 45 1614
YER053C-A 2 2
GIP2 49 2172
HIS1 36 1130
FCY2 46 1294
RPL34A 4 15
HMF1 19 616
PET117 3 51
PCL6 22 224
FCY21 23 747
FCY22 31 865
CEM1 23 403
GPP2 17 251
THO1 23 328
VHR2 35 573
ICL1 70 3336
RRT13 4 39
YER066C-A 11 82
RGI1 4 29
YER067C-A 3 27
MOT2 12 180
YER068C-A 6 94
ARG5,6 7 10
RNR1 10 56
TDA2 3 7
VTC1 22 493
ALD5 59 1483
RPS24A 1 0
YOS1 0 0
PTP3 43 1283
YER076C 35 987
YER076W-A 10 167
YER077C 40 1282
ICP55 43 1021
YER078W-A 22 293
YER079W 4 12
YER079C-A 7 57
AIM9 25 709
SER3 47 2321
UTP7 14 103
GET2 10 216
YER084W 42 1451
YER084W-A 8 48
YER085C 7 46
ILV1 32 537
AIM10 7 11
YER087C-A 5 4
SBH1 11 218
DOT6 71 2467
YER088C-A 50 649
YER088W-B 19 193
PTC2 43 878
TRP2 33 1822
YER090C-A 2 5
MET6 17 129
YER091C-A 55 1988
IES5 18 187
TSC11 29 707
AIM11 18 210
PUP3 1 0
RAD51 9 47
SHC1 21 396
YER097W 26 613
UBP9 27 802
PRS2 16 456
UBC6 10 108
AST2 24 931
RPS8B 3 162
SSA4 41 409
RTT105 15 349
NUP157 48 1675
MAM1 10 109
GLE2 2 11
YER107W-A 5 99
KAP123 16 215
SWI4 7 44
LSM4 1 0
TMN3 18 666
BOI2 39 2470
SPR6 9 447
SLX8 11 358
RPL23B 2 1
SHO1 18 520
AVT6 29 740
YER119C-A 24 1014
SCS2 12 110
YER121W 18 716
GLO3 6 146
YCK3 4 3
DSE1 22 498
RSP5 5 4
NSA2 1 0
LCP5 4 13
VFA1 8 146
SAK1 48 1740
COM2 26 1021
RPS26B 12 155
PMD1 106 4318
GLC7 3 2
YER133W-A 3 4
YER134C 16 132
YER135C 10 285
GDI1 2 4
YER137C 11 249
YER137W-A 5 18
YER138W-A 2 1
RTR1 11 99
EMP65 35 944
COX15 11 113
MAG1 16 644
DDI1 31 1020
UBP5 56 1958
FTR1 47 1395
YER145C-A 16 681
LSM5 4 9
SCC4 28 207
YER147C-A 7 154
SPT15 3 3
YER148W-A 9 230
PEA2 23 644
SPI1 23 1107
UBP3 24 327
YER152C 39 1058
YER152W-A 14 149
PET122 35 284
OXA1 17 133
BEM2 29 544
YER156C 16 361
COG3 3 13
YER158C 27 982
YER158W-A 7 64
BUR6 6 35
SPT2 13 430
RAD4 34 965
GCG1 13 153
CHD1 29 465
PAB1 1 0
YER165C-A 3 26
DNF1 55 1097
BCK2 12 72
CCA1 2 3
RPH1 39 558
ADK2 11 160
RAD3 4 71
BRR2 13 43
YER172C-A 3 108
RAD24 35 1343
GRX4 18 554
TMT1 14 150
YER175W-A 3 76
ECM32 129 5464
BMH1 24 782
PDA1 23 218
DMC1 38 932
ISC10 6 92
SLO1 2 1
YER181C 3 77
FMP10 10 156
FAU1 14 282
TOG1 33 907
PUG1 22 624
YER186C 25 401
YER187W 16 272
YER188W 15 145
YER188C-A 33 1870
YER189W 2 1
YRF1-2 37 607
YER190C-A 1 0
YER190C-B 4 3
YFL068W 1 0
YFL067W 8 36
YFL066C 7 6
YFL065C 3 4
YFL064C 3 2
YFL063W 27 776
COS4 19 180
DDI2 3 3
SNO3 6 97
SNZ3 11 391
THI5 14 93
AGP3 48 1469
YFL054C 65 2761
DAK2 29 998
YFL052W 31 994
YFL051C 17 272
ALR2 83 3318
SWP82 31 1100
EMP47 21 464
RGD2 48 1577
FMP32 25 1622
SEC53 1 0
OTU1 26 874
YFL042C 59 2482
YFL041W-A 4 106
FET5 52 3229
YFL040W 82 2869
ACT1 1 0
YPT1 3 5
TUB2 4 3
RPO41 12 39
MOB2 7 47
RPL22B 26 452
YFL034W 85 3249
RIM15 102 2618
YFL032W 51 1390
HAC1 8 79
YFL031C-A 0 0
AGX1 47 1371
CAK1 2 1
CAF16 30 966
GYP8 47 1639
STE2 37 1408
BST1 34 662
EPL1 23 627
BUD27 84 2216
FRS2 0 0
YFL021C-A 148 5537
GAT1 88 1969
PAU5 7 189
YFL019C 5 6
LPD1 14 115
SMX2 0 0
GNA1 0 0
MDJ1 47 1107
YFL015W-A 30 617
YFL015C 72 2207
HSP12 34 999
YFL013W-A 69 3797
IES1 92 4345
YFL012W-A 74 4251
YFL012W 13 203
HXT10 59 1888
AUA1 19 484
WWM1 51 1428
CDC4 6 6
SMC1 5 5
BLM10 244 9676
SEC4 2 1
VTC2 87 3718
MSH4 183 5430
SPB4 4 3
DEG1 29 832
LOC1 11 245
NIC96 41 1084
YPI1 3 71
RPN11 2 1
SAD1 8 272
YFR006W 107 5182
YFH7 82 3717
FAR7 17 142
GCN20 96 3507
YFR009W-A 6 39
UBP6 22 698
YFR010W-A 8 157
MIC19 32 987
DCV1 71 2926
YFR012W-A 1 0
IOC3 111 5871
CMK1 52 1569
GSY1 110 3838
YFR016C 115 3730
IGD1 52 2621
YFR018C 230 13742
FAB1 103 3723
YFR020W 21 550
ATG18 68 1826
ROG3 94 3654
PES4 79 5126
LSB3 26 801
HIS2 51 1512
ULI1 78 3194
ECO1 1 0
CDC14 10 216
PTR3 15 80
MET10 82 2199
SMC2 2 1
RPL2A 29 338
RRT5 34 752
RPL29 40 1565
YFR032C-B 51 1861
QCR6 21 489
PHO4 183 6414
YFR034W-A 78 3529
YFR035C 59 2254
CDC26 9 69
YFR036W-A 6 64
RSC8 5 7
IRC5 34 535
OSW7 9 113
SAP155 12 158
ERJ5 31 1259
KEG1 0 0
IRC6 29 681
DUG1 69 3823
YFR045W 27 607
CNN1 19 128
BNA6 18 140
RMD8 46 633
YMR31 10 75
PRE4 2 1
RET2 43 1548
RPN12 2 1
YFR052C-A 16 122
HXK1 48 972
YFR054C 10 233
YFR056C 15 335
IRC7 17 461
YFR057W 5 5
COS12 0 0
YGL262W 0 0
PAU11 3 3
YGL260W 0 0
YPS5 0 0
YGL258W-A 4 20
VEL1 7 50
MNT2 29 1055
ADH4 9 109
ZRT1 9 22
FZF1 44 1531
HXK2 28 767
RTG2 15 72
HFM1 45 1044
RMR1 12 297
ZIP2 46 2671
PDE1 30 1354
BRR6 0 0
RAI1 1 0
GUS1 4 3
RTF1 4 7
TAD1 19 527
YGL242C 15 449
KAP114 37 668
DOC1 5 55
YGL239C 12 86
CSE1 7 30
HAP2 10 187
MTO1 42 1176
YGL235W 23 526
ADE5,7 1 0
SEC15 12 46
TAN1 13 661
EMC4 9 19
YGL230C 8 127
SAP4 35 741
SHE10 35 840
VID30 19 346
OST5 8 20
MTC3 8 79
VRG4 0 0
SDT1 10 106
COG1 5 9
EDC1 9 87
NIF3 12 250
FRA2 17 454
MDM34 6 131
YGL218W 3 2
YGL217C 9 181
KIP3 32 1089
CLG1 11 263
YGL214W 8 128
SKI8 16 376
VAM7 5 98
NCS6 8 74
YPT32 14 253
MIG2 24 569
SIP2 19 333
SPT16 8 21
CHC1 6 5
POX1 33 1164
YGL204C 13 29
KEX1 12 69
ARO8 18 449
MCM6 10 119
EMP24 17 565
YGL199C 9 91
YIP4 7 48
MDS3 29 510
DSD1 27 810
GCN1 49 617
YGL194C-A 2 25
HOS2 21 603
YGL193C 7 92
IME4 27 480
COX13 6 84
CDC55 3 4
RPS26A 0 0
YGL188C-A 0 0
YGL188C 20 324
COX4 10 109
TPN1 37 945
YGL185C 55 1196
STR3 22 665
MND1 39 1177
YGL182C 13 526
GTS1 51 1535
ATG1 30 462
TOS3 29 507
MPT5 44 1298
YGL177W 22 868
YGL176C 40 1393
SAE2 11 73
BUD13 26 401
XRN1 33 974
NUP49 3 7
ROK1 5 41
SPO74 9 24
SUA5 4 4
HUR1 12 160
PMR1 6 15
CUP2 2 11
YGL165C 23 256
YRB30 19 323
RAD54 12 33
SUT1 21 874
YIP5 14 545
AIM14 21 464
YGL159W 10 67
RCK1 38 627
ARI1 21 454
AMS1 46 838
CDC43 3 3
LYS5 20 415
PEX14 9 120
YGL152C 19 1019
NUT1 48 2598
INO80 22 406
YGL149W 30 799
ARO2 14 42
RPL9A 12 455
RRT6 12 286
TIP20 8 232
ROG1 27 863
MRF1 5 17
GPI10 6 5
HUL5 29 303
YGL140C 29 640
FLC3 29 948
YGL138C 17 445
SEC27 9 139
MRM2 17 545
RPL1B 1 0
PCL10 26 829
ITC1 48 1918
YGL132W 2 5
SNT2 45 815
CEG1 0 0
RSM23 1 0
CWC23 5 20
SOH1 6 23
SCS3 107 5707
MET13 30 655
MON1 12 44
RPS2 0 0
YGL123C-A 0 0
NAB2 4 18
GPG1 11 201
PRP43 8 16
COQ8 15 115
YGL118C 36 612
YGL117W 21 698
CDC20 7 8
SNF4 7 76
YGL114W 43 943
SLD3 12 143
TAF6 0 0
NSA1 2 1
CUE3 24 408
YGL109W 28 1621
YGL108C 18 856
RMD9 9 22
MLC1 0 0
ARC1 8 91
VPS73 28 763
RPL28 0 0
YGL102C 0 0
YGL101W 7 217
SEH1 10 102
LSG1 10 63
USE1 0 0
SRM1 6 33
TOS8 27 767
VPS45 4 8
PAN2 28 1063
SPC105 10 207
NUP145 14 92
NBP35 6 26
LIF1 29 453
MF(ALPHA)2 8 307
YGL088W 20 499
MMS2 26 661
MAD1 38 1516
LCL3 16 199
GUP1 17 303
SCY1 54 1853
YGL082W 28 727
YGL081W 15 275
MPC1 7 165
KXD1 10 251
DBP3 19 439
HNM1 31 513
RPL7A 6 43
MPS2 13 445
YGL074C 18 784
HSF1 54 2848
YGL072C 38 1934
AFT1 20 684
RPB9 8 51
YGL069C 1 0
MNP1 0 0
NPY1 21 566
SGF73 20 262
ALG2 5 23
MRH4 12 40
PUS2 86 3876
YGL063C-A 31 1312
PYC1 64 3001
DUO1 10 145
YBP2 33 780
PKP2 40 1418
RAD6 4 27
GEP7 27 567
SDS23 43 1344
OLE1 4 4
ERV14 2 2
PRM8 14 84
YGL052W 12 310
MST27 21 306
TYW3 29 543
TIF4632 45 1754
RPT6 0 0
ALG13 3 45
RIM8 49 1478
RNA15 3 24
DST1 18 456
YGL042C 9 174
YGL041C-B 28 1052
YGL041W-A 26 714
YGL041C 4 3
HEM2 2 1
YGL039W 13 188
OCH1 4 10
PNC1 21 615
YGL036W 53 1487
MIG1 31 791
YGL034C 52 1053
HOP2 15 201
AGA2 9 41
RPL24A 17 218
RPL30 0 0
CGR1 1 0
SCW11 29 980
CWH41 72 1946
TRP5 55 1208
PGD1 27 919
YGL024W 33 755
PIB2 48 1410
STT3 10 161
ALK1 59 2204
GET1 7 28
CKB1 9 21
JAC1 3 2
ATE1 43 1438
KAP122 79 3853
YGL015C 27 1121
PUF4 73 1993
YGL014C-A 7 22
PDR1 83 2358
ERG4 4 3
SCL1 5 40
MPO1 44 1606
LEU1 102 3764
PMA1 2 1
YGL007C-A 1 0
BRP1 63 2972
YGL006W-A 27 675
PMC1 134 5563
COG7 27 669
RPN14 76 2452
CDH1 75 2763
ERP6 62 2340
ERG26 1 0
EFM5 44 1006
SWC4 59 2093
CUL3 67 1734
PEX31 27 626
TFG2 15 169
PRP18 36 1542
ECT1 75 3322
STF2 14 196
SEC9 4 15
NMA2 50 1362
YGR011W 13 427
YGR012W 60 1887
SNU71 37 873
MSB2 76 1573
YGR015C 70 3604
YGR016W 34 1246
YGR017W 48 1218
YGR018C 17 291
UGA1 106 5279
VMA7 5 13
YGR021W 75 2241
YGR022C 21 1140
MTL1 53 1949
THG1 2 1
YGR025W 64 3688
YGR026W 26 667
RPS25A 9 106
MSP1 31 1119
ERV1 2 1
POP6 3 2
IMO32 99 3146
NAG1 35 1000
GSC2 170 6996
TIM21 24 573
RPL26B 20 241
YGR035C 7 39
YGR035W-A 19 446
CAX4 6 46
ACB1 2 1
ORM1 11 227
YGR039W 20 216
KSS1 32 923
BUD9 51 1343
YGR042W 47 1143
NQM1 32 1192
RME1 26 785
YGR045C 70 2156
TAM41 15 144
TFC4 6 35
UFD1 7 9
SCM4 35 1327
YGR050C 32 917
YGR051C 38 1546
FMP48 31 828
YGR053C 22 740
YGR054W 15 244
MUP1 29 768
RSC1 34 482
LST7 4 85
PEF1 21 638
SPR3 20 452
ERG25 2 2
ADE6 6 89
COX18 7 26
SPT4 10 150
YGR064W 20 620
VHT1 4 3
YGR066C 23 718
YGR067C 66 2708
ART5 125 5357
YGR068W-A 2 19
YGR069W 35 1417
ROM1 52 1522
ENV11 28 983
UPF3 5 188
YGR073C 7 27
SMD1 1 0
PRP38 3 9
MRPL25 6 7
PEX8 27 750
PAC10 13 238
YGR079W 30 1768
TWF1 21 769
SLX9 11 222
TOM20 10 37
GCD2 3 3
MRP13 12 158
RPL11B 3 6
PIL1 12 50
PDC6 86 2749
CTT1 39 1741
NNF2 49 1945
UTP22 3 45
PRP31 11 127
DBF2 6 15
DRN1 17 276
VAS1 12 24
RRP46 1 0
TPC1 72 3467
ASK10 73 1801
ESP1 4 3
TEL2 4 3
MDR1 36 1022
PCP1 14 297
GTF1 4 16
NOP7 3 2
SRB5 2 1
VMA21 1 0
VOA1 17 271
YGR107W 44 2477
CLB1 24 473
CLB6 18 325
CLD1 12 130
YGR111W 17 485
SHY1 6 10
DAM1 7 10
YGR114C 11 345
YGR115C 0 0
SPT6 0 0
YGR117C 19 335
RPS23A 7 74
NUP57 6 103
COG2 2 20
MEP1 60 2459
YGR121W-A 45 1776
YGR122W 20 182
YGR122C-A 2 1
PPT1 25 615
ASN2 38 1925
YGR125W 37 1345
YGR126W 14 320
YGR127W 42 1393
UTP8 4 5
SYF2 6 68
YGR130C 32 762
FHN1 8 242
PHB1 13 335
PEX4 10 90
CAF130 38 1842
PRE9 3 46
LSB1 10 162
YGR137W 5 41
TPO2 19 414
YGR139W 8 76
CBF2 11 84
VPS62 43 1508
BTN2 15 260
SKN1 49 1389
THI4 36 1306
ENP2 18 368
ECL1 10 96
YGR146C-A 18 338
NAT2 10 300
RPL24B 4 32
YGR149W 17 281
CCM1 11 26
YGR151C 2 20
RSR1 5 25
YGR153W 12 276
GTO1 17 303
CYS4 4 16
PTI1 5 72
CHO2 31 1105
MTR3 1 0
NSR1 21 308
YGR160W 5 30
RTS3 22 412
YGR161W-C 8 83
TIF4631 25 526
GTR2 11 129
YGR164W 16 467
MRPS35 7 46
TRS65 24 861
CLC1 3 6
YGR168C 13 259
PUS6 42 1956
LSO2 3 21
PSD2 56 2398
MSM1 5 12
YIP1 2 2
RBG2 13 499
CBP4 11 104
YGR174W-A 4 29
ERG1 2 1
YGR176W 30 1317
ATF2 60 1335
PBP1 38 1021
OKP1 7 18
RNR4 5 23
TIM13 8 57
YGR182C 6 43
QCR9 5 21
UBR1 28 260
TYS1 5 6
TFG1 8 86
HGH1 18 1122
BUB1 5 9
CRH1 14 485
YGR190C 0 0
HIP1 3 2
TDH3 18 197
PDX1 28 491
XKS1 28 365
SKI6 2 2
FYV8 32 438
SNG1 10 65
YPP1 4 10
PMT6 29 695
ELP2 18 511
YGR201C 16 551
PCT1 33 875
YCH1 65 2448
ADE3 34 1798
YGR204C-A 3 9
TDA10 12 59
MVB12 7 29
CIR1 11 350
SER2 5 9
TRX2 8 94
YGR210C 22 653
ZPR1 6 8
SLI1 24 582
RTA1 18 446
RPS0A 18 141
RSM27 1 0
GPI1 3 15
CCH1 75 3038
CRM1 9 62
YGR219W 8 291
MRPL9 8 287
TOS2 31 709
PET54 4 11
HSV2 15 519
AZR1 29 984
AMA1 22 379
YGR226C 2 11
DIE2 10 42
YGR228W 3 23
SMI1 12 88
BNS1 14 181
PHB2 12 361
NAS6 16 673
PHO81 46 1334
YHB1 17 465
MIC26 17 588
SPG1 18 521
YGR237C 34 858
KEL2 53 1504
PEX21 18 445
PFK1 38 1632
YGR240C-A 18 990
YAP1802 26 885
YGR242W 7 103
MPC3 4 21
LSC2 43 1021
SDA1 8 15
BRF1 5 4
CPD1 14 392
SOL4 32 1081
MGA1 23 234
YGR250C 30 344
NOP19 4 3
GCN5 10 29
PUP2 2 3
ENO1 32 989
COQ6 6 8
GND2 27 727
MTM1 3 3
RAD2 32 1039
YGR259C 14 207
TNA1 38 1213
APL6 18 186
BUD32 7 8
SAY1 15 125
MES1 7 7
YGR265W 20 553
YGR266W 42 2273
FOL2 0 0
HUA1 31 966
YGR269W 34 1664
YTA7 41 961
YGR270C-A 2 9
SLH1 66 2962
EFG1 3 7
YGR273C 4 19
TAF1 8 205
RTT102 5 51
RNH70 25 1081
CAB4 2 1
CWC22 12 206
SCW4 19 291
PXR1 7 92
YOR1 72 2602
BGL2 10 218
YGR283C 10 161
ERV29 14 175
ZUO1 6 20
BIO2 25 488
IMA1 33 996
MAL13 30 951
MAL11 25 705
YGR290W 5 38
YGR291C 7 178
MAL12 7 101
YGR293C 4 10
PAU12 4 6
COS6 19 480
YRF1-3 20 24
YGR296C-A 0 0
YGR296C-B 3 2
YHL050C 43 413
YHL050W-A 10 111
YHL049C 3 2
YHL048C-A 5 84
COS8 37 521
ARN2 35 1095
YHL046W-A 5 113
PAU13 10 194
YHL045W 23 357
YHL044W 25 1147
ECM34 21 1013
YHL042W 43 1815
YHL041W 37 429
ARN1 53 1361
EFM1 36 585
CBP2 9 36
YHL037C 47 1942
MUP3 46 1350
VMR1 136 4567
YHL034W-A 2 2
SBP1 3 4
RPL8A 12 65
GUT1 76 3236
GOS1 9 72
YHL030W-A 7 146
ECM29 109 3191
OCA5 52 2097
WSC4 51 1431
RIM101 77 3108
YHL026C 68 4426
SNF6 93 4084
RIM4 105 2690
NPR3 39 725
SPO11 50 1403
AIM17 69 1897
OPI1 19 486
YHL019W-A 26 1143
APM2 65 2355
YHL018W 22 952
YHL017W 85 4176
DUR3 98 3813
YHL015W-A 5 16
RPS20 0 0
YLF2 74 3014
OTU2 48 1703
YHL012W 81 3041
PRS3 5 12
ETP1 65 2630
YAP3 32 976
YHL008C 230 7926
STE20 119 6050
YHL006W-A 51 2929
SHU1 154 7618
YHL005C 131 5730
MRP4 25 449
LAG1 63 1852
YHL002C-A 30 806
HSE1 117 5492
RPL14B 45 1759
OSH7 73 2589
QCR10 24 843
LEU5 40 1156
TCD1 113 3945
NEM1 54 1040
GPA1 8 241
TIM10 13 411
STP2 52 1060
ERG11 4 5
YHR007C-A 90 5071
SOD2 32 354
TDA3 53 1272
RPL27A 6 15
DIA4 6 13
VPS29 1 0
ARD1 7 104
SPO13 21 395
MIP6 70 3295
YSC84 43 1481
YSC83 96 3293
ARG4 4 4
DED81 4 3
YHR020W 6 10
RPS27B 2 1
ECM12 19 436
YHR022C 38 1266
YHR022C-A 15 387
MYO1 19 320
MAS2 5 6
THR1 19 453
VMA16 2 1
RPN1 13 24
DAP2 42 1084
YHR028W-A 37 666
YHI9 29 1594
SLT2 20 1552
RRM3 63 2267
ERC1 99 5053
YHR032W-A 23 108
YHR032C-A 25 213
YHR033W 99 5516
PIH1 48 1647
NEL1 41 938
BRL1 13 628
PUT2 48 1925
RRF1 4 12
MSC7 39 1243
VMA10 3 16
BCD1 19 280
SRB2 11 197
NCP1 13 60
DOG2 13 225
DOG1 16 223
YHR045W 26 864
INM1 15 308
AAP1 42 902
YHK8 49 949
FSH1 26 520
YHR049C-A 40 795
SMF2 28 360
YHR050W-A 18 323
COX6 2 4
CIC1 5 66
YHR052W-A 5 6
CUP1-1 5 6
YHR054C 14 23
YHR054W-A 6 5
CUP1-2 5 4
RSC30 45 872
YHR056W-A 21 457
CPR2 19 636
MED6 16 249
FYV4 0 0
VMA22 2 10
GIC1 30 770
RPP1 2 2
PAN5 18 255
YHR063W-A 8 132
SSZ1 11 231
RRP3 6 20
SSF1 29 562
HTD2 24 468
DYS1 3 3
RRP4 2 2
YHR069C-A 0 0
TRM5 6 28
YHR070C-A 16 144
PCL5 33 1582
YHR071C-A 5 21
ERG7 5 20
NOP10 0 0
OSH3 49 1372
YHR073W-A 1 0
YHR073C-B 0 0
QNS1 7 8
PPE1 18 155
PTC7 28 1189
NMD2 6 5
YHR078W 27 1341
IRE1 13 213
SAE3 0 0
YHR080C 79 2845
LRP1 7 104
KSP1 37 824
SAM35 2 1
STE12 29 576
IPI1 1 0
NAM8 41 1314
YHR086W-A 24 445
RTC3 10 184
RPF1 2 4
GAR1 4 36
YNG2 5 164
MSR1 11 98
HXT4 16 337
AHT1 10 45
HXT1 44 2590
YHR095W 27 532
HXT5 59 1907
YHR097C 48 1581
SFB3 32 507
TRA1 24 466
GEP4 8 80
BIG1 5 62
KIC1 14 222
SBE22 42 1247
GRE3 22 864
YPT35 21 282
TRR2 23 415
CDC12 0 0
GGA2 20 340
CTM1 23 262
ERP5 13 44
UBA4 4 33
YHR112C 24 838
APE4 25 954
BZZ1 34 882
DMA1 29 1251
COX23 26 747
TOM71 18 378
ORC6 1 0
SET1 15 164
MSH1 32 836
LSM12 9 172
CIA2 12 360
EPT1 21 332
NDT80 51 2331
YHR125W 5 108
ANS1 25 561
YHR127W 17 369
FUR1 13 451
ARP1 1 0
YHR130C 3 3
YHR131C 32 590
YHR131W-A 5 10
ECM14 33 1138
IGO2 5 16
NSG1 9 56
WSS1 11 129
YCK1 29 426
SPL2 11 72
ARO9 23 277
YHR137C-A 9 78
YHR138C 14 201
SPS100 24 834
YHR139C-A 34 978
YHR140W 37 1333
RPL42B 0 0
CHS7 18 199
DSE2 17 242
RPC10 0 0
DCD1 24 465
YHR145C 8 194
CRP1 9 315
MRPL6 2 1
IMP3 3 4
SKG6 38 572
PEX28 35 946
MTC6 18 504
SPO12 7 69
SPO16 11 218
RTT107 42 857
YSP1 44 1363
LIN1 21 498
REC104 9 205
KEL1 56 3144
TDA11 38 1159
PEX18 15 314
YAP1801 33 875
MPC2 9 23
SOL3 14 334
DNA2 11 109
PRP8 13 17
YHR165W-A 4 4
CDC23 19 394
THP2 12 192
MTG2 6 62
DBP8 7 18
NMD3 4 4
ATG7 32 1070
SPC97 23 764
YHR173C 27 574
ENO2 45 962
CTR2 26 629
YHR175W-A 5 154
FMO1 32 550
YHR177W 25 629
STB5 8 34
OYE2 12 146
YHR180W 14 441
YHR180W-A 12 187
YHR180C-B 2 18
SVP26 11 295
YHR182W 51 1204
YHR182C-A 2 1
