gene_name number_of_transposon_per_gene number_of_read_per_gene
CDC3 2 1
NKP2 9 175
TAD3 2 1
YLR317W 1 0
EST2 20 632
BUD6 12 270
MMS22 11 29
SFH1 10 270
VPS65 5 82
CWC24 4 9
PEX30 9 247
RPL38 0 0
YLR326W 18 290
TMA10 4 83
NMA1 12 296
REC102 11 171
CHS5 20 614
JIP3 2 7
MID2 5 18
RPS25B 8 115
YLR334C 10 125
NUP2 9 31
SGD1 9 92
VRP1 28 716
OPI9 4 7
YLR339C 0 0
RPP0 1 0
SPO77 18 500
FKS1 13 37
YLR342W-A 10 179
GAS2 23 1304
RPL26A 13 216
YLR345W 23 884
YLR346C 6 93
KAP95 2 1
YLR347W-A 0 0
DIC1 26 1234
YLR349W 11 326
ORM2 13 277
NIT3 13 507
YLR352W 28 924
BUD8 13 367
TAL1 5 21
ILV5 7 68
ATG33 8 457
RSC2 13 321
YLR358C 9 145
ADE13 2 2
VPS38 10 197
DCR2 23 1139
YLR361C-A 2 10
STE11 21 787
NMD4 1 0
YLR363W-A 0 0
GRX8 0 0
YLR365W 7 252
YLR364C-A 2 3
YLR366W 21 678
RPS22B 13 426
MDM30 30 474
SSQ1 4 28
ARC18 2 1
ROM2 23 231
ELO3 7 28
VID22 34 1479
YLR374C 26 886
STP3 16 503
PSY3 9 144
FBP1 15 395
SEC61 5 5
YLR379W 4 31
CSR1 28 712
CTF3 10 91
NAM2 5 8
SMC6 9 350
IKI3 24 449
SWC7 6 61
VAC14 13 134
REH1 16 193
RPS29A 11 177
STE23 24 796
ECM19 14 233
CCW14 8 91
ART10 29 758
ATP10 6 28
CST9 11 374
COX8 3 11
VPS33 3 2
AFG2 3 2
SKI2 30 476
BDF1 6 40
YLR399W-A 0 0
YLR400W 23 1277
DUS3 29 1754
YLR402W 4 121
SFP1 13 134
FLD1 13 440
DUS4 15 357
RPL31B 13 476
YLR406C-A 6 175
YLR407W 14 197
BLS1 5 87
UTP21 8 28
VIP1 37 872
CTR3 14 648
BER1 5 20
YLR412C-A 9 28
INA1 37 1492
PUN1 16 506
YLR415C 36 1586
YLR416C 24 1130
VPS36 6 19
CDC73 9 90
YLR419W 32 910
URA4 21 566
RPN13 3 4
YLR422W 52 1529
ATG17 12 190
SPP382 2 1
TUS1 18 114
TDA5 0 0
MAG2 24 893
YLR428C 18 866
CRN1 33 995
SEN1 17 96
ATG23 3 22
IMD3 16 414
CNA1 22 835
YLR434C 24 1277
TSR2 5 31
ECM30 24 336
DIF1 25 374
YLR437C-A 25 506
CAR2 57 2443
LSM3 1 0
MRPL4 10 86
SEC39 6 33
RPS1A 6 36
SIR3 20 414
ECM7 19 536
YLR444C 1 0
GMC2 7 102
YLR446W 7 67
VMA6 1 0
RPL6B 3 17
FPR4 11 209
HMG2 35 1026
LEU3 20 511
SST2 14 309
RIF2 13 273
FMP27 56 2077
PDP3 5 25
YLR456W 5 18
NBP1 9 198
YLR458W 3 2
GAB1 0 0
YLR460C 1 0
PAU4 2 1
YLR462W 2 1
YLR463C 2 1
YLR464W 2 1
BSC3 1 0
YRF1-4 21 21
YLR466C-A 3 2
YLR466C-B 5 4
YRF1-5 17 20
YLR467C-A 0 0
YML133C 21 35
YML133W-B 0 0
YML133W-A 1 0
COS3 1 0
YML131W 18 486
ERO1 6 126
COX14 2 12
MSC1 30 923
RSC9 8 71
ERG13 14 321
PGA3 2 1
TUB3 26 1008
PHO84 35 1631
YML122C 27 1282
GTR1 17 279
NDI1 25 472
YML119W 17 247
NGL3 42 3171
NAB6 40 1227
YML116W-A 16 668
ATR1 44 1877
VAN1 6 12
TAF8 11 404
DAT1 18 398
CTK3 1 0
BUL2 25 365
COQ5 10 53
ZDS2 32 1713
YML108W 1 0
PML39 10 306
URA5 10 257
SEC65 0 0
MDM1 35 645
NUP188 34 1269
CAC2 23 403
YML101C-A 5 10
CUE4 59 1930
YML100W-A 26 416
TSL1 91 4305
YML099W-A 23 586
ARG81 43 1904
TAF13 3 2
VPS9 9 249
YML096W 21 381
RAD10 9 88
YML094C-A 23 2057
GIM5 23 2432
UTP14 12 22
PRE8 0 0
RPM2 21 221
YML090W 11 229
YML089C 34 851
UFO1 32 1151
AIM33 25 1182
ALO1 25 965
TUB1 1 0
YML084W 26 591
YML083C 25 981
YML082W 43 1649
ATP18 4 101
TDA9 43 1947
DUS1 23 777
YML079W 13 439
CPR3 20 886
BET5 4 16
WAR1 54 2259
HMG1 59 2001
FPR3 12 99
RPL6A 8 90
TCB3 88 3110
COG8 26 506
DAK1 35 712
POB3 2 1
ITT1 22 1086
ERV41 32 1945
SMA2 13 363
ORC1 7 95
TEM1 1 0
RPS1B 7 103
MFT1 17 389
PIF1 42 1144
OGG1 33 673
NTE1 61 2928
HUG1 3 5
SML1 15 479
YML057C-A 25 826
CMP2 44 3129
IMD4 32 1653
SPC2 16 126
CYB2 49 1898
YML054C-A 22 877
YML053C 22 414
SUR7 32 1036
GAL80 22 801
AIM32 19 675
RSE1 31 1160
GSF2 20 445
YML047W-A 5 32
PRM6 16 283
PRP39 5 268
RRN11 5 61
CAT2 36 1567
VPS71 29 1696
YMD8 19 361
YML037C 17 564
CGI121 23 430
AMD1 53 2306
YML034C-A 17 532
SRC1 40 1546
RAD52 9 69
YML031C-A 4 11
NDC1 4 3
RCF1 10 154
USA1 102 9389
TSA1 1 0
YOX1 77 3252
RPS18B 24 361
YML6 10 137
RPS17A 11 47
NSE5 6 24
APT1 18 674
UNG1 44 2043
YML020W 45 1283
OST6 21 516
YML018C 58 4410
PSP2 23 357
PPZ1 21 441
TAF11 2 2
TRM9 56 1716
UBX2 89 5415
YML012C-A 43 3021
ERV25 14 359
RAD33 22 582
SPT5 27 644
YML009W-B 26 596
YML009C-A 15 521
MRPL39 21 1165
ERG6 4 35
YML007C-A 10 233
YAP1 61 1851
GIS4 59 1046
TRM12 98 3908
GLO1 66 4083
YML003W 44 2009
YML002W 90 4428
YPT7 3 12
CDC5 4 3
YMR001C-A 23 742
MIX17 40 1244
AIM34 18 1514
MVP1 54 1352
TAF4 8 66
PLB2 111 2870
YMR007W 73 4357
PLB1 51 1439
ADI1 27 1523
YMR010W 19 365
HXT2 48 2485
CLU1 99 4708
SEC59 9 425
YMR013C-A 0 0
YMR013W-A 3 16
BUD22 28 780
ERG5 41 1032
SOK2 53 1422
SPO20 30 988
YMR018W 70 2745
STB4 62 2677
FMS1 31 858
MAC1 24 269
UBC7 25 1304
MSS1 40 1868
MRPL3 9 236
CSI1 23 557
PEX12 22 650
YMR027W 23 575
TAP42 3 3
FAR8 21 256
RSF1 26 1067
EIS1 40 1382
YMR031W-A 29 545
HOF1 38 1468
YMR030W-A 17 337
ARP9 0 0
YMR034C 30 1634
IMP2 14 323
MIH1 22 723
MSN2 44 1954
CCS1 8 23
SUB1 14 275
YET2 15 319
ARA2 18 717
ARG80 67 5406
MCM1 7 200
IOC4 32 816
YMR046W-A 0 0
NUP116 26 232
CSM3 12 152
ERB1 3 2
FAR3 8 63
YMR052C-A 5 101
STB2 31 954
STV1 24 267
BUB2 22 955
AAC1 34 1057
YMR057C 48 2033
FET3 26 432
SEN15 2 1
SAM37 10 148
RNA14 1 0
ARG7 1 0
RIM9 20 987
AEP1 9 70
KAR5 28 812
SOV1 17 86
UBX4 36 1157
AVO2 29 362
NAT4 75 5917
MOT3 16 69
TVP18 9 157
ABF2 6 16
IRC21 10 83
YMR074C 9 241
RCO1 52 2422
YMR075C-A 15 709
PDS5 3 17
VPS20 1 0
CTF18 17 194
SEC14 3 2
NAM7 18 106
ISF1 33 1390
YMR082C 31 1218
ADH3 22 544
YMR084W 6 65
YMR085W 27 366
SEG1 42 1237
YMR086C-A 24 956
YMR087W 15 294
VBA1 32 1678
YTA12 11 65
YMR090W 12 708
NPL6 8 37
AIP1 20 804
UTP15 4 3
CTF13 5 5
SNO1 18 586
SNZ1 14 248
MTG1 14 248
ATP25 13 84
YMR099C 16 385
MUB1 32 1782
SRT1 31 903
YMR102C 34 1319
YMR103C 33 786
YPK2 27 861
PGM2 25 1125
YMR105W-A 10 194
YKU80 67 2490
SPG4 13 325
ILV2 18 156
MYO5 59 1603
HFD1 32 2409
YMR111C 35 2004
MED11 4 108
FOL3 7 7
YMR114C 27 1140
MGR3 16 489
ASC1 6 35
SPC24 1 0
SHH3 11 118
ASI1 24 810
YMR119W-A 14 479
ADE17 30 1360
RPL15B 6 48
YMR122C 69 2523
YMR122W-A 4 124
PKR1 4 19
EPO1 24 686
STO1 33 1196
DLT1 7 34
SAS2 17 392
ECM16 13 171
POM152 51 2052
YMR130W 21 351
RRB1 2 1
JLP2 5 11
REC114 23 545
ERG29 9 524
GID8 22 328
YMR135W-A 56 2792
GAT2 27 1595
PSO2 28 1251
CIN4 9 132
RIM11 15 279
SIP5 15 458
YMR141C 6 36
RPL13B 3 41
YMR141W-A 1 0
RPS16A 4 12
YMR144W 14 713
NDE1 33 1266
TIF34 3 2
YMR147W 8 149
OSW5 22 387
SWP1 0 0
IMP1 7 43
YIM2 14 283
YIM1 9 252
NUP53 18 696
YMR153C-A 4 8
RIM13 10 169
YMR155W 24 954
TPP1 9 248
AIM36 8 283
MRPS8 2 1
YMR158C-A 4 19
YMR158W-B 7 180
ATG16 14 799
YMR160W 26 795
HLJ1 10 405
DNF3 37 632
INP2 20 411
MSS11 26 601
PAH1 25 261
YMR166C 12 417
MLH1 18 434
CEP3 3 2
ALD3 22 522
ALD2 15 520
EAR1 19 560
HOT1 35 688
YMR172C-A 2 1
DDR48 16 160
YMR173W-A 18 165
PAI3 4 107
SIP18 15 664
YMR175W-A 9 440
ECM5 52 1620
MMT1 15 654
YMR178W 7 44
SPT21 21 507
CTL1 55 2464
YMR181C 18 453
RGM1 12 363
YMR182W-A 2 13
SSO2 14 446
ADD37 13 260
RTP1 2 1
HSC82 30 777
YMR187C 31 730
MRPS17 5 29
GCV2 28 378
SGS1 49 1483
SPG5 15 382
GYL1 20 771
MRPL24 5 17
YMR193C-A 6 133
RPL36A 9 221
CMC4 15 743
YMR194C-A 33 1433
ICY1 3 14
YMR196W 48 1802
VTI1 4 13
CIK1 7 148
CLN1 23 930
ROT1 1 0
RAD14 12 338
ERG2 0 0
TOM40 2 36
INP1 8 51
PFK2 21 238
YMR206W 27 1107
HFA1 59 1536
ERG12 3 2
YMR209C 18 888
YMR210W 25 811
DML1 2 1
EFR3 11 321
CEF1 13 109
SCJ1 18 136
GAS3 28 863
SKY1 18 323
GUA1 0 0
TRS130 13 844
ESC1 50 1608
ERG8 2 1
YMR221C 19 890
FSH2 9 32
UBP8 11 417
MRE11 20 494
MRPL44 1 0
YMR226C 6 57
TAF7 11 211
MTF1 5 4
RRP5 11 44
RPS10B 6 43
YMR230W-A 16 306
PEP5 15 207
FUS2 25 775
TRI1 4 144
RNH1 16 666
RNA1 3 2
TAF9 0 0
BCH1 39 1486
DFG5 17 284
RNT1 2 1
CUS1 38 1402
YHM2 23 843
RPL20A 10 15
YMR242W-A 3 14
ZRC1 29 1283
YMR244W 41 1914
COA6 6 55
YMR245W 40 730
FAA4 78 4611
RKR1 28 843
YMR247W-A 1 0
GAD1 29 929
GTO3 50 2250
HOR7 3 2
YMR252C 18 345
YMR253C 22 1141
YMR254C 15 564
GFD1 9 146
COX7 3 9
PET111 17 231
ROY1 22 741
TRM732 32 1262
TIF11 1 0
TPS3 39 2126
YMR262W 10 74
SAP30 2 1
CUE1 11 388
YMR265C 15 670
RSN1 40 1920
PPA2 4 7
PRP24 0 0
TMA23 10 121
RRN9 5 19
URA10 7 94
SCS7 10 196
YMR272W-A 1 0
YMR272W-B 2 5
ZDS1 18 363
RCE1 12 196
BUL1 10 82
DSK2 12 318
FCP1 10 316
PRM15 11 275
YMR279C 26 941
CAT8 60 3041
GPI12 2 1
AEP2 8 42
RIT1 15 441
YKU70 30 1193
NGL2 21 828
MRPL33 0 0
DSS1 14 60
HSH155 10 98
ABZ2 13 590
HAS1 0 0
YMR290W-A 8 163
TDA1 26 942
GOT1 18 474
HER2 6 8
JNM1 4 3
YMR294W-A 1 0
YMR295C 9 71
LCB1 2 1
PRC1 29 1039
LIP1 0 0
DYN3 2 8
ADE4 1 0
ATM1 5 12
YME2 32 1431
ADH2 12 212
UBP15 16 186
YMR304C-A 9 192
SCW10 15 277
FKS3 70 2029
YMR306C-A 13 93
GAS1 5 6
YMR307C-A 0 0
PSE1 7 120
NIP1 5 8
YMR310C 16 513
GLC8 5 82
ELP6 15 147
TGL3 20 554
PRE5 1 0
YMR315W 30 1003
YMR315W-A 9 230
DIA1 23 913
YMR316C-A 7 72
YMR316C-B 3 5
YMR317W 22 443
ADH6 27 862
FET4 17 1427
YMR320W 3 49
YMR321C 0 0
SNO4 1 0
ERR3 7 6
YMR324C 2 1
PAU19 3 3
YMR326C 2 1
YRF1-6 18 18
YNL339W-B 3 2
YNL339W-A 0 0
YNL338W 5 14
YNL337W 3 4
COS1 9 103
DDI3 3 2
SNO2 4 39
SNZ2 1 0
THI12 6 8
AAD14 16 192
RPD3 2 1
PEX6 25 403
MDJ2 15 664
EGT2 36 668
PFA3 16 672
FIG4 25 1152
YNL324W 7 321
LEM3 10 49
KRE1 7 111
VNX1 57 2548
YNL320W 14 283
YNL319W 5 66
HXT14 26 884
PFS2 4 24
PHA2 14 283
ATP11 3 130
DAL82 19 874
EMW1 4 4
RFA2 2 1
SKP2 17 366
ZIM17 2 1
STB1 42 1341
KRI1 0 0
MCK1 28 1758
MRPS18 6 19
BXI1 21 431
YPT11 18 437
YNL303W 19 873
RPS19B 2 4
RPL18B 16 324
TOS6 5 52
TRF5 25 686
CLA4 3 2
MON2 32 851
YNL296W 3 24
YNL295W 15 265
RIM21 10 260
MSB3 30 960
PUS4 11 433
MID1 19 680
RFC3 2 1
PCL1 12 219
CAF40 20 1164
SEC21 4 4
CUS2 18 692
YNL285W 41 2457
MRPL10 7 105
WSC2 18 358
POP3 7 70
HCH1 8 188
ERG24 2 1
PRM1 55 1988
CAF120 106 4304
YNL277W-A 20 753
MET2 26 775
YNL276C 13 358
BOR1 36 1412
GOR1 10 452
TOF1 29 505
SEC2 14 234
BNI1 30 216
ALP1 34 1352
BSC4 32 813
LYP1 26 1458
PIK1 5 14
YNL266W 8 85
IST1 18 243
PDR17 16 501
YIF1 4 50
POL2 13 265
ORC5 0 0
LTO1 2 1
ATX1 5 23
DSL1 8 78
SIP3 28 987
FOL1 5 4
GIS2 7 338
RTC4 17 457
TEX1 25 1692
MRPL17 5 28
NRD1 7 35
RAD50 9 105
MPA43 23 586
RPA49 9 67
YNL247W 3 2
VPS75 6 12
CWC25 1 0
SUI1 0 0
SLA2 9 135
ATG2 59 2220
ZWF1 37 797
NAR1 8 71
LAP3 19 533
KEX2 14 282
YTP1 17 521
SIN4 11 107
YNL235C 6 135
YNL234W 13 270
BNI4 26 489
CSL4 5 56
PDR16 37 1528
ELA1 30 885
URE2 4 20
YNL228W 9 202
JJJ1 13 357
YNL226W 14 459
CNM67 4 5
SQS1 32 1089
ATG4 16 177
SSU72 1 0
POP1 7 6
ADE12 0 0
ALG9 10 71
MGS1 31 1230
YNL217W 29 1339
RAP1 8 8
IES2 1 0
PEX17 10 222
RRG9 2 9
VID27 23 492
YNL211C 5 123
MER1 5 120
SSB2 16 194
YNL208W 7 189
RIO2 3 2
RTT106 14 367
YNL205C 17 470
SPS18 7 109
YNL203C 15 369
SPS19 29 571
PSY2 15 233
YNL200C 22 586
GCR2 13 547
YNL198C 9 147
WHI3 14 179
SLZ1 14 269
YNL195C 15 337
YNL194C 18 505
YNL193W 36 916
CHS1 22 429
DUG3 26 1608
YNL190W 10 240
SRP1 1 0
KAR1 1 0
SWT21 26 853
UBP10 26 466
MRPL19 2 8
YNL184C 15 433
NPR1 21 366
IPI3 3 2
YNL181W 9 82
RHO5 9 85
YNL179C 33 1803
RPS3 1 0
MRPL22 3 5
TDA7 17 294
NOP13 14 337
YNL174W 1 0
MDG1 16 659
APC1 11 120
YNL171C 6 13
YNL170W 10 176
PSD1 17 342
FMP41 19 744
SKO1 17 1004
BNI5 17 807
YNL165W 21 1467
IBD2 10 38
RIA1 16 39
YNL162W-A 3 10
RPL42A 6 23
CBK1 28 379
YGP1 22 427
ASI2 9 349
PGA1 2 6
IGO1 2 5
NSG2 10 160
CUZ1 15 346
YCK2 22 501
GIM3 8 482
INN1 6 183
RPC31 2 4
YNL150W 2 1
PGA2 2 1
ALF1 86 4167
LSM7 1 0
YNL146C-A 15 523
YNL146W 3 69
MFA2 2 3
YNL144C 39 1758
YNL144W-A 1 0
YNL143C 36 1456
MEP2 38 1238
AAH1 12 173
YNL140C 6 31
THO2 8 46
YSF3 2 9
SRV2 4 18
NAM9 11 135
EAF7 21 470
FPR1 12 150
YNL134C 14 450
FYV6 15 289
KRE33 2 1
TOM22 2 1
CPT1 15 452
DGR1 1 0
NRK1 14 585
TEP1 16 405
FAR11 14 229
SPC98 6 9
ESBP6 29 938
NAF1 5 38
NMA111 27 941
YNL122C 6 234
TOM70 19 251
YNL120C 3 6
NCS2 15 137
DCP2 15 292
MLS1 60 2307
DMA2 28 780
YNL115C 23 446
YNL114C 10 62
RPC19 0 0
DBP2 34 381
CYB5 5 35
NOP15 0 0
YNL109W 10 253
YNL108C 27 1367
YAF9 17 990
INP52 58 2193
RRT16 5 4
LEU4 47 1244
YNL103W-A 0 0
MET4 9 189
POL1 9 58
AVT4 23 1113
MIC27 14 548
OCA1 22 927
RAS2 2 4
YNL097C-B 14 363
PHO23 25 601
YNL097W-A 9 54
RPS7B 10 169
YNL095C 20 553
APP1 31 1086
YPT53 10 233
YNL092W 29 1574
NST1 30 668
RHO2 5 10
YNL089C 3 3
TOP2 13 53
TCB2 92 6314
SNN1 8 161
MKT1 27 948
END3 2 1
SAL1 19 401
PMS1 25 904
SWS2 3 9
EOS1 17 343
TPM1 0 0
NIS1 36 830
APJ1 36 616
MKS1 26 482
IMP4 2 1
MLF3 13 96
MSK1 12 416
RNH201 40 1900
LAT1 22 363
TOM7 5 177
RPL16B 3 2
FKH2 26 443
YNL067W-A 19 489
YNL067W-B 9 732
RPL9B 10 151
SUN4 77 4583
AQR1 54 3211
YDJ1 8 82
MTQ1 31 471
GCD10 6 49
NOP2 4 12
ARP5 4 6
YNL058C 11 143
YNL057W 8 90
OCA2 21 270
POR1 9 49
VAC7 27 1002
MSG5 28 839
COX5A 16 738
COG5 18 130
YNL050C 21 376
SFB2 21 479
ALG11 1 0
SLM2 40 1258
YNL046W 36 1335
LAP2 43 1879
YIP3 15 407
YNL043C 7 258
YNL042W-B 33 1053
BOP3 29 953
COG6 40 1118
YNL040W 26 560
BDP1 8 30
GPI15 5 21
IDH1 3 5
NCE103 50 1535
YNL035C 36 1923
YNL034W 30 1068
YNL033W 2 1
SIW14 39 1036
HHT2 16 496
HHF2 12 217
KTR5 62 2015
YNL028W 33 2033
CRZ1 47 1609
SAM50 5 139
SSN8 29 1990
KSH1 1 0
YNL024C 67 2290
FAP1 70 3273
RCM1 55 2204
HDA1 58 2817
ARK1 56 2331
YNL019C 2 1
YNL018C 43 1745
YNL017C 65 2089
PUB1 26 634
PBI2 1 0
HEF3 92 2881
YNL013C 9 67
SPO1 75 2975
YNL011C 46 1385
YNL010W 26 553
IDP3 59 2162
ASI3 101 4454
SIS1 1 0
LST8 0 0
MRP7 34 676
HRB1 185 14876
PET8 50 1548
RLP7 5 89
DOM34 59 2017
CIT1 89 2848
YNR001W-A 49 1095
ATO2 182 10189
RPC34 13 285
YNR003W-A 1 0
SWM2 24 958
YNR005C 9 136
VPS27 24 389
ATG3 31 1647
LRO1 86 2961
NRM1 47 1518
CSE2 26 787
PRP2 34 1281
URK1 44 2502
PHO91 81 2928
YNR014W 62 3303
SMM1 80 4317
ACC1 14 44
TIM23 2 1
RCF2 62 2588
ARE2 34 613
ATP23 32 1211
YNR021W 32 927
MRPL50 8 49
SNF12 7 96
MPP6 15 161
YNR025C 8 93
SEC12 13 223
BUD17 36 973
CPR8 27 900
YNR029C 29 830
ALG12 28 667
SSK2 89 5462
PPG1 27 619
HUB1 7 287
ABZ1 55 2785
SOL1 26 943
YNR034W-A 25 1375
ARC35 17 451
MRPS12 7 14
RSM19 4 39
DBP6 16 193
ZRG17 22 352
YNR040W 16 309
COQ2 25 554
YNR042W 2 5
MVD1 1 0
AGA1 40 1635
PET494 31 720
TRM112 3 3
FPK1 35 531
YNR048W 21 642
MSO1 21 734
LYS9 34 1042
BRE5 17 704
POP2 19 431
NOG2 1 0
ESF2 8 35
HOL1 51 1737
BIO5 62 2552
BIO4 117 7953
BIO3 45 2005
MNT4 37 1314
FRE4 40 1347
YNR061C 16 599
YNR062C 16 690
YNR063W 24 988
YNR064C 33 2311
YNR065C 48 2406
YNR066C 30 749
DSE4 58 1999
YNR068C 29 757
BSC5 28 945
PDR18 1 0
YNR071C 0 0
HXT17 1 0
YNR073C 3 2
AIF1 0 0
COS10 19 647
YNR075C-A 7 62
PAU6 0 0
YNR077C 2 4
YOL166W-A 8 19
YOL166C 2 1
AAD15 9 173
YOL164W-A 0 0
BDS1 41 1441
YOL163W 8 252
YOL162W 12 200
PAU20 7 111
YOL160W 11 405
YOL159C-A 7 191
YOL159C 6 139
ENB1 37 1718
IMA2 23 790
HXT11 17 555
YOL155W-A 0 0
HPF1 13 140
ZPS1 15 251
FRE7 51 2183
GRE2 11 141
YOL150C 3 3
DCP1 0 0
SPT20 10 142
PEX11 5 70
PSF3 0 0
CTR9 21 769
NOP8 12 172
RIB4 1 0
RRP40 0 0
PPM2 45 1923
ARG8 8 10
CDC33 0 0
RTC1 37 773
BSC6 24 713
PFK27 10 143
MED7 5 10
YOL134C 16 326
HRT1 4 4
GAS4 44 2048
YOL131W 13 459
ALR1 21 427
VPS68 17 801
YGK3 35 406
RPL25 0 0
MDH2 42 2798
TRM13 35 1339
TRM11 26 1174
HRP1 1 0
SMF1 48 2091
RPS19A 14 290
RPL18A 3 23
MCH4 38 1225
YOL118C 20 471
RRI2 33 1709
MSN1 24 1213
PAP2 7 29
YOL114C 12 190
SKM1 20 392
MSB4 31 816
MDY2 12 923
SHR5 101 3160
ZEO1 0 0
INO4 0 0
YOL107W 8 199
YOL106W 14 250
WSC3 22 578
NDJ1 17 244
ITR2 24 1203
TPT1 1 0
IZH4 11 141
PKH2 28 1184
YOL099C 2 1
YOL098C 42 1497
YOL097W-A 10 226
WRS1 6 12
COQ3 11 462
HMI1 29 925
RFC4 7 6
TRM10 11 294
YPQ1 11 176
SPO21 30 975
MSH2 32 1767
HAL9 38 1719
MPD2 13 280
DUF1 31 401
MHF1 17 734
ADH1 26 590
YOL085W-A 25 711
YOL085C 46 2146
PHM7 60 2520
ATG34 25 645
YOL083C-A 2 48
ATG19 28 731
IRA2 24 200
REX4 13 486
YOL079W 2 2
AVO1 32 2094
ATP19 5 61
BRX1 4 3
MDM20 16 189
YOL075C 60 2096
DSC2 20 498
THP1 9 18
SDH5 9 59
NBA1 14 280
NUF2 3 2
HST1 29 1120
RTG1 4 10
RIB2 9 122
INP54 16 784
MET22 13 116
CRT10 59 3328
APM4 26 1397
PRS5 47 2206
MAM3 50 1377
GPD2 56 2611
ARG1 6 6
YOL057W 40 1297
GPM3 23 1117
THI20 50 2892
PSH1 26 847
AIM39 57 1427
DDR2 3 18
SPE2 30 501
GAL11 16 236
YOL050C 7 155
GSH2 23 708
RRT8 32 946
LDS2 26 1306
YOL046C 16 378
PSK2 59 1771
PEX15 16 180
NTG2 23 1732
NGL1 30 1160
NOP12 45 1669
RPS15 0 0
RPP2A 8 62
YOL038C-A 9 166
PRE6 1 0
YOL037C 12 291
YOL036W 47 2268
YOL035C 12 411
SMC5 7 34
MSE1 20 191
OPI10 25 668
SIL1 32 1175
GAS5 29 1151
YOL029C 2 23
YAP7 21 463
MDM38 40 1202
MIM1 5 104
LAG2 37 1292
YOL024W 20 1489
IFM1 38 634
TSR4 1 0
DIS3 12 183
TAT2 38 1280
YOL019W-A 32 1407
YOL019W 54 1584
TLG2 10 264
ESC8 72 3304
CMK2 30 750
IRC10 47 2420
YOL014W 4 12
YOL013W-B 5 34
YOL013W-A 37 3549
HRD1 56 5280
HTZ1 11 259
PLB3 57 3122
RCL1 11 538
MDM12 3 3
COQ10 13 193
CSI2 48 1934
TOP1 72 2114
RPB11 1 0
SIN3 56 922
PFA4 44 1107
IZH2 76 3819
PHO80 48 3089
RRP6 59 2365
ALG6 14 131
YSP3 111 6592
UTP23 8 126
DNL4 136 4387
TSR3 59 2336
SGT2 53 2255
SLG1 16 180
YOR008C-A 8 172
YOR008W-B 4 46
TIR4 39 1471
TIR2 17 393
AUS1 121 4265
YOR011W-A 12 503
YOR012W 18 581
IRC11 21 672
RTS1 14 266
YOR015W 14 322
ERP4 22 1146
PET127 78 3051
ROD1 40 1153
YOR019W 74 3321
HSP10 1 0
YOR020W-A 14 192
SFM1 11 121
YOR022C 61 2397
AHC1 28 1793
YOR024W 63 3616
HST3 41 915
BUB3 25 574
STI1 43 837
CIN5 27 528
YOR029W 33 1398
DFG16 29 462
HMS1 25 840
YOR032W-A 20 835
EXO1 57 1442
AKR2 45 1247
YOR034C-A 35 1010
SHE4 53 1720
PEP12 5 31
CYC2 15 513
HIR2 26 530
CKB2 10 19
GLO4 22 705
YOR041C 11 136
CUE5 36 1317
WHI2 31 1177
IRC23 7 104
TOM6 0 0
DBP5 2 1
STD1 13 191
RAT1 7 16
RSB1 26 918
YOR050C 33 1449
ETT1 10 512
TMC1 15 880
YOR053W 14 133
VHS3 43 953
YOR055W 7 67
NOB1 16 375
SGT1 7 150
ASE1 44 1212
LPL1 20 496
SLD7 6 21
CKA2 8 50
YOR062C 39 1549
RPL3 0 0
YNG1 7 96
CYT1 6 65
MSA1 38 1074
ALG8 5 41
VPS5 7 11
VAM10 1 0
GYP1 19 634
NRT1 32 1454
YOR072W 30 1296
YOR072W-A 47 2442
YOR072W-B 19 822
SGO1 28 929
CDC21 3 2
YOR073W-A 0 0
UFE1 2 1
SKI7 27 432
RTS2 13 387
BUD21 4 9
ATX2 13 428
DIA2 23 522
TGL5 64 2542
YOR082C 35 1599
WHI5 68 1949
LPX1 51 2525
OST3 21 335
TCB1 41 1485
YVC1 27 741
VPS21 1 0
PTC5 27 949
TMA46 44 2142
ECM3 46 1982
YOR093C 62 3591
ARF3 6 17
RKI1 1 0
RPS7A 5 6
YOR097C 3 16
NUP1 10 66
KTR1 29 1171
CRC1 25 248
RAS1 24 1134
YOR102W 1 0
OST2 0 0
PIN2 9 110
YOR105W 2 8
VAM3 2 1
RGS2 31 1036
LEU9 25 534
YOR108C-A 5 39
INP53 42 1920
TFC7 5 10
YOR111W 9 32
CEX1 19 368
AZF1 17 351
YOR114W 8 308
TRS33 12 197
RPO31 5 4
RPT5 2 2
RTC5 25 701
RIO1 3 2
GCY1 13 87
YOR121C 7 34
PFY1 1 0
LEO1 13 290
UBP2 29 864
CAT5 7 55
IAH1 12 354
RGA1 22 260
ADE2 2325 681188
AFI1 40 1326
ORT1 1 0
YOR131C 13 566
VPS17 16 1264
EFT1 7 26
BAG7 35 1648
IRC14 0 0
IDH2 2 1
SIA1 19 554
RUP1 37 1657
YOR139C 5 246
SFL1 29 1138
ARP8 11 29
LSC1 7 288
THI80 4 20
ELG1 23 638
PNO1 1 0
YOR146W 0 0
MDM32 13 164
SPP2 5 33
SMP3 3 3
MRPL23 3 2
RPB2 7 7
YOR152C 7 15
PDR5 49 720
SLP1 16 233
ISN1 8 58
NFI1 20 627
PUP1 0 0
PET123 3 26
SME1 3 3
MTR10 3 16
PNS1 19 421
YOR161W-A 0 0
YOR161W-B 6 24
YOR161C-C 10 213
YRR1 52 2751
DDP1 4 123
GET4 27 1639
SEY1 43 3082
