gene_name number_of_transposon_per_gene number_of_read_per_gene
MMS22 8 40
SFH1 8 177
VPS65 6 126
CWC24 6 70
PEX30 11 459
RPL38 7 41
YLR326W 19 332
TMA10 7 84
NMA1 18 844
REC102 13 34
CHS5 13 178
JIP3 5 44
MID2 13 189
RPS25B 14 279
YLR334C 19 135
NUP2 10 72
SGD1 7 23
VRP1 17 345
OPI9 1 0
YLR339C 0 0
RPP0 0 0
SPO77 18 434
FKS1 28 699
YLR342W-A 13 154
GAS2 29 689
RPL26A 21 228
YLR345W 24 613
YLR346C 5 23
KAP95 3 2
YLR347W-A 0 0
DIC1 35 1158
YLR349W 33 720
ORM2 16 229
NIT3 22 714
YLR352W 29 909
BUD8 28 1109
TAL1 6 22
ILV5 18 140
ATG33 16 304
RSC2 16 271
YLR358C 14 431
ADE13 1 0
VPS38 13 268
DCR2 17 292
YLR361C-A 7 64
STE11 26 613
NMD4 6 31
YLR363W-A 0 0
GRX8 2 10
YLR365W 10 211
YLR364C-A 6 152
YLR366W 31 1065
RPS22B 7 130
MDM30 19 289
SSQ1 3 4
ARC18 0 0
ROM2 26 347
ELO3 5 7
VID22 31 1561
YLR374C 33 875
STP3 30 964
PSY3 9 162
FBP1 37 1265
SEC61 4 10
YLR379W 3 10
CSR1 28 809
CTF3 12 92
NAM2 4 8
SMC6 4 62
IKI3 31 576
SWC7 8 117
VAC14 19 251
REH1 16 309
RPS29A 4 20
STE23 39 655
ECM19 8 74
CCW14 7 47
ART10 31 1190
ATP10 5 4
CST9 10 52
COX8 4 31
VPS33 10 32
AFG2 3 2
SKI2 21 360
BDF1 15 208
YLR399W-A 0 0
YLR400W 23 1035
DUS3 38 770
YLR402W 6 116
SFP1 6 5
FLD1 9 333
DUS4 12 235
RPL31B 12 129
YLR406C-A 11 107
YLR407W 8 119
BLS1 1 0
UTP21 7 13
VIP1 43 1035
CTR3 25 894
BER1 5 17
YLR412C-A 4 5
INA1 24 174
PUN1 29 810
YLR415C 37 1365
YLR416C 25 862
VPS36 7 12
CDC73 6 91
YLR419W 48 2057
URA4 23 396
RPN13 8 54
YLR422W 51 901
ATG17 11 118
SPP382 7 18
TUS1 25 392
TDA5 1 0
MAG2 28 477
YLR428C 21 725
CRN1 22 815
SEN1 4 33
ATG23 21 663
IMD3 34 721
CNA1 17 369
YLR434C 22 434
TSR2 1 0
ECM30 51 1248
DIF1 34 518
YLR437C-A 32 1022
CAR2 95 3777
LSM3 4 3
MRPL4 9 199
SEC39 8 124
RPS1A 7 43
SIR3 33 484
ECM7 28 1131
YLR444C 7 79
GMC2 13 225
YLR446W 16 237
VMA6 2 1
RPL6B 5 13
FPR4 16 331
HMG2 58 1636
LEU3 21 372
SST2 20 409
RIF2 24 760
FMP27 65 1554
PDP3 7 52
YLR456W 12 235
NBP1 8 80
YLR458W 2 2
GAB1 0 0
YLR460C 3 2
PAU4 3 2
YLR462W 4 3
YLR463C 3 2
YLR464W 1 0
BSC3 0 0
YRF1-4 18 26
YLR466C-A 5 5
YLR466C-B 5 4
YRF1-5 23 62
YLR467C-A 3 2
YML133C 26 46
YML133W-B 1 0
YML133W-A 0 0
COS3 0 0
YML131W 36 936
ERO1 4 4
COX14 4 17
MSC1 39 756
RSC9 13 166
ERG13 6 22
PGA3 3 2
TUB3 30 1024
PHO84 56 3753
YML122C 52 2216
GTR1 20 329
NDI1 28 439
YML119W 18 322
NGL3 54 2197
NAB6 70 2847
YML116W-A 25 991
ATR1 39 945
VAN1 11 71
TAF8 12 249
DAT1 23 790
CTK3 0 0
BUL2 33 682
COQ5 6 53
ZDS2 57 1599
YML108W 8 109
PML39 26 811
URA5 4 154
SEC65 1 0
MDM1 38 568
NUP188 42 742
CAC2 39 1369
YML101C-A 11 474
CUE4 55 1970
YML100W-A 33 539
TSL1 101 3879
YML099W-A 8 58
ARG81 70 2210
TAF13 2 2
VPS9 10 100
YML096W 22 330
RAD10 9 90
YML094C-A 14 135
GIM5 19 553
UTP14 20 153
PRE8 0 0
RPM2 25 740
YML090W 9 166
YML089C 34 1338
UFO1 61 1887
AIM33 19 622
ALO1 39 1103
TUB1 2 1
YML084W 31 702
YML083C 29 929
YML082W 43 1164
ATP18 8 101
TDA9 51 1343
DUS1 18 545
YML079W 18 232
CPR3 20 639
BET5 2 2
WAR1 69 1959
HMG1 74 1717
FPR3 18 213
RPL6A 5 15
TCB3 87 2706
COG8 31 331
DAK1 45 1318
POB3 4 5
ITT1 31 865
ERV41 37 971
SMA2 17 520
ORC1 11 34
TEM1 1 0
RPS1B 8 43
MFT1 29 899
PIF1 64 1650
OGG1 30 1044
NTE1 100 3229
HUG1 2 110
SML1 10 179
YML057C-A 24 613
CMP2 48 1575
IMD4 38 969
SPC2 25 321
CYB2 73 2661
YML054C-A 25 1544
YML053C 26 613
SUR7 33 676
GAL80 38 1784
AIM32 25 726
RSE1 29 1075
GSF2 23 558
YML047W-A 9 60
PRM6 32 977
PRP39 8 152
RRN11 5 19
CAT2 51 1708
VPS71 38 2307
YMD8 20 206
YML037C 19 442
CGI121 36 1321
AMD1 57 1268
YML034C-A 18 560
SRC1 49 1117
RAD52 11 135
YML031C-A 3 45
NDC1 8 198
RCF1 12 169
USA1 127 7423
TSA1 0 0
YOX1 88 3542
RPS18B 16 184
YML6 14 192
RPS17A 8 13
NSE5 8 164
APT1 14 286
UNG1 69 2233
YML020W 62 1876
OST6 27 562
YML018C 64 3161
PSP2 29 503
PPZ1 55 1659
TAF11 2 15
TRM9 71 3395
UBX2 100 4780
YML012C-A 45 2688
ERV25 30 404
RAD33 13 270
SPT5 39 1126
YML009W-B 31 943
YML009C-A 19 552
MRPL39 20 816
ERG6 15 222
YML007C-A 18 954
YAP1 81 1921
GIS4 70 1472
TRM12 122 5613
GLO1 90 3992
YML003W 64 2579
YML002W 120 4062
YPT7 6 48
CDC5 4 4
YMR001C-A 32 745
MIX17 26 707
AIM34 28 606
MVP1 39 1067
TAF4 15 154
PLB2 110 2800
YMR007W 79 4306
PLB1 59 2444
ADI1 34 798
YMR010W 29 441
HXT2 74 2681
CLU1 95 3134
SEC59 14 262
YMR013C-A 0 0
YMR013W-A 9 91
BUD22 27 609
ERG5 63 2490
SOK2 64 1438
SPO20 45 1412
YMR018W 82 3171
STB4 86 2534
FMS1 56 1362
MAC1 50 1027
UBC7 17 861
MSS1 65 2582
MRPL3 8 15
CSI1 27 410
PEX12 29 743
YMR027W 29 380
TAP42 1 0
FAR8 25 366
RSF1 21 749
EIS1 37 724
YMR031W-A 34 677
HOF1 38 1474
YMR030W-A 14 261
ARP9 1 0
YMR034C 35 873
IMP2 16 159
MIH1 48 1400
MSN2 48 1620
CCS1 4 37
SUB1 18 164
YET2 26 776
ARA2 26 733
ARG80 95 4700
MCM1 5 41
IOC4 49 1344
YMR046W-A 0 0
NUP116 35 472
CSM3 31 954
ERB1 3 2
FAR3 10 50
YMR052C-A 10 107
STB2 59 1110
STV1 41 985
BUB2 34 1574
AAC1 45 1098
YMR057C 58 1916
FET3 66 2546
SEN15 1 0
SAM37 8 94
RNA14 5 4
ARG7 3 3
RIM9 22 1082
AEP1 10 120
KAR5 54 2364
SOV1 19 81
UBX4 22 262
AVO2 38 547
NAT4 86 4287
MOT3 7 11
TVP18 13 853
ABF2 9 41
IRC21 5 29
YMR074C 18 485
RCO1 81 1861
YMR075C-A 28 512
PDS5 13 91
VPS20 7 30
CTF18 16 329
SEC14 1 0
NAM7 14 65
ISF1 20 527
YMR082C 31 576
ADH3 32 841
YMR084W 20 379
YMR085W 16 325
SEG1 49 1266
YMR086C-A 30 1057
YMR087W 22 821
VBA1 35 974
YTA12 16 167
YMR090W 10 178
NPL6 6 12
AIP1 25 860
UTP15 6 5
CTF13 0 0
SNO1 22 352
SNZ1 22 450
MTG1 15 145
ATP25 17 195
YMR099C 18 737
MUB1 33 1530
SRT1 24 930
YMR102C 34 1297
YMR103C 40 792
YPK2 32 569
PGM2 42 948
YMR105W-A 15 353
YKU80 79 2417
SPG4 17 414
ILV2 37 601
MYO5 89 2129
HFD1 35 791
YMR111C 35 1572
MED11 2 2
FOL3 7 16
YMR114C 23 651
MGR3 28 862
ASC1 8 54
SPC24 0 0
SHH3 17 511
ASI1 39 2004
YMR119W-A 17 468
ADE17 46 1726
RPL15B 25 705
YMR122C 65 1712
YMR122W-A 2 2
PKR1 8 100
EPO1 30 867
STO1 42 1389
DLT1 15 368
SAS2 13 288
ECM16 16 70
POM152 67 1637
YMR130W 20 669
RRB1 2 1
JLP2 27 984
REC114 31 315
ERG29 15 157
GID8 24 255
YMR135W-A 51 2109
GAT2 39 1763
PSO2 42 976
CIN4 8 39
RIM11 7 93
SIP5 15 279
YMR141C 6 24
RPL13B 1 0
YMR141W-A 0 0
RPS16A 4 10
YMR144W 12 110
NDE1 42 1172
TIF34 2 1
YMR147W 12 415
OSW5 27 568
SWP1 2 1
IMP1 17 212
YIM2 11 323
YIM1 22 509
NUP53 23 723
YMR153C-A 3 16
RIM13 28 282
YMR155W 27 832
TPP1 11 247
AIM36 11 71
MRPS8 3 4
YMR158C-A 2 1
YMR158W-B 13 608
ATG16 17 647
YMR160W 38 1062
HLJ1 14 216
DNF3 50 1738
INP2 21 398
MSS11 25 459
PAH1 30 434
YMR166C 6 56
MLH1 24 516
CEP3 4 3
ALD3 22 679
ALD2 20 364
EAR1 22 498
HOT1 54 1138
YMR172C-A 5 8
DDR48 16 334
YMR173W-A 22 315
PAI3 11 76
SIP18 15 643
YMR175W-A 11 150
ECM5 60 1369
MMT1 21 344
YMR178W 16 499
SPT21 24 617
CTL1 56 1646
YMR181C 12 495
RGM1 12 87
YMR182W-A 3 9
SSO2 21 476
ADD37 11 93
RTP1 9 248
HSC82 45 1039
YMR187C 49 1228
MRPS17 3 10
GCV2 43 1444
SGS1 64 1999
SPG5 15 163
GYL1 27 496
MRPL24 6 10
YMR193C-A 11 352
RPL36A 14 404
CMC4 24 526
YMR194C-A 28 967
ICY1 11 245
YMR196W 57 956
VTI1 2 1
CIK1 11 305
CLN1 19 357
ROT1 2 1
RAD14 27 765
ERG2 6 7
TOM40 2 2
INP1 18 249
PFK2 26 376
YMR206W 52 1834
HFA1 69 1340
ERG12 3 2
YMR209C 24 653
YMR210W 24 801
DML1 2 1
EFR3 17 154
CEF1 12 280
SCJ1 21 751
GAS3 28 627
SKY1 12 176
GUA1 3 2
TRS130 14 139
ESC1 62 1380
ERG8 1 0
YMR221C 25 336
FSH2 14 173
UBP8 15 203
MRE11 20 179
MRPL44 10 203
YMR226C 16 416
TAF7 8 23
MTF1 3 6
RRP5 12 19
RPS10B 11 78
YMR230W-A 17 255
PEP5 19 98
FUS2 24 625
TRI1 9 90
RNH1 18 400
RNA1 2 1
TAF9 1 0
BCH1 46 1557
DFG5 19 196
RNT1 5 4
CUS1 37 1237
YHM2 27 567
RPL20A 9 39
YMR242W-A 9 305
ZRC1 35 889
YMR244W 46 1203
COA6 6 73
YMR245W 47 629
FAA4 108 6711
RKR1 48 1333
YMR247W-A 4 78
GAD1 31 653
GTO3 77 2749
HOR7 1 0
YMR252C 17 420
YMR253C 21 291
YMR254C 21 471
GFD1 5 99
COX7 2 4
PET111 12 207
ROY1 25 800
TRM732 41 710
TIF11 3 12
TPS3 38 490
YMR262W 19 364
SAP30 1 0
CUE1 11 479
YMR265C 37 1226
RSN1 40 938
PPA2 6 46
PRP24 3 44
TMA23 8 79
RRN9 5 5
URA10 22 773
SCS7 21 519
YMR272W-A 1 0
YMR272W-B 9 42
ZDS1 26 569
RCE1 17 318
BUL1 3 4
DSK2 17 198
FCP1 8 12
PRM15 27 1212
YMR279C 14 653
CAT8 66 2529
GPI12 0 0
AEP2 6 39
RIT1 20 923
YKU70 21 600
NGL2 18 395
MRPL33 1 0
DSS1 14 207
HSH155 5 18
ABZ2 9 402
HAS1 1 0
YMR290W-A 8 28
TDA1 35 706
GOT1 13 287
HER2 10 33
JNM1 1 0
YMR294W-A 6 67
YMR295C 14 188
LCB1 5 4
PRC1 37 1268
LIP1 0 0
DYN3 4 5
ADE4 1 0
ATM1 7 49
YME2 30 814
ADH2 14 282
UBP15 32 631
YMR304C-A 14 169
SCW10 27 779
FKS3 81 1455
YMR306C-A 14 94
GAS1 2 1
YMR307C-A 0 0
PSE1 10 91
NIP1 4 4
YMR310C 18 139
GLC8 6 71
ELP6 15 143
TGL3 19 438
PRE5 2 1
YMR315W 28 615
YMR315W-A 5 23
DIA1 37 1100
YMR316C-A 20 476
YMR316C-B 6 43
YMR317W 31 451
ADH6 29 1087
FET4 22 530
YMR320W 15 307
YMR321C 0 0
SNO4 3 2
ERR3 2 1
YMR324C 2 1
PAU19 0 0
YMR326C 1 0
YRF1-6 18 36
YNL339W-B 4 3
YNL339W-A 0 0
YNL338W 2 1
YNL337W 4 5
COS1 7 6
DDI3 4 13
SNO2 8 243
SNZ2 10 67
THI12 14 430
AAD14 21 240
RPD3 3 2
PEX6 34 801
MDJ2 11 367
EGT2 49 1027
PFA3 24 985
FIG4 35 570
YNL324W 6 65
LEM3 4 6
KRE1 10 27
VNX1 38 1077
YNL320W 13 484
YNL319W 5 32
HXT14 39 1311
PFS2 6 11
PHA2 24 397
ATP11 8 189
DAL82 26 805
EMW1 4 4
RFA2 3 4
SKP2 19 184
ZIM17 5 30
STB1 36 510
KRI1 5 24
MCK1 21 1382
MRPS18 9 46
BXI1 19 352
YPT11 33 1034
YNL303W 21 545
RPS19B 1 0
RPL18B 15 176
TOS6 5 107
TRF5 23 802
CLA4 11 191
MON2 26 828
YNL296W 3 6
YNL295W 16 448
RIM21 21 608
MSB3 46 1670
PUS4 23 724
MID1 23 922
RFC3 3 2
PCL1 10 210
CAF40 22 710
SEC21 8 93
CUS2 26 618
YNL285W 46 2724
MRPL10 8 38
WSC2 29 405
POP3 18 904
HCH1 12 991
ERG24 2 1
PRM1 59 2112
CAF120 149 5411
YNL277W-A 22 813
MET2 31 727
YNL276C 11 289
BOR1 40 961
GOR1 12 200
TOF1 34 406
SEC2 6 151
BNI1 27 282
ALP1 45 1472
BSC4 41 1531
LYP1 31 741
PIK1 7 13
YNL266W 7 33
IST1 21 303
PDR17 29 825
YIF1 5 6
POL2 17 188
ORC5 1 0
LTO1 6 225
ATX1 2 4
DSL1 22 474
SIP3 40 1265
FOL1 7 6
GIS2 7 111
RTC4 15 359
TEX1 20 511
MRPL17 4 5
NRD1 9 53
RAD50 15 225
MPA43 27 295
RPA49 1 0
YNL247W 5 6
VPS75 10 107
CWC25 3 16
SUI1 2 1
SLA2 17 549
ATG2 67 1980
ZWF1 68 1108
NAR1 11 225
LAP3 31 1252
KEX2 25 326
YTP1 25 634
SIN4 12 216
YNL235C 10 338
YNL234W 40 1300
BNI4 25 448
CSL4 7 26
PDR16 58 4526
ELA1 39 1878
URE2 3 10
YNL228W 15 302
JJJ1 27 567
YNL226W 17 320
CNM67 4 7
SQS1 36 544
ATG4 15 186
SSU72 0 0
POP1 6 7
ADE12 2 1
ALG9 16 217
MGS1 35 1010
YNL217W 43 1989
RAP1 12 30
IES2 7 114
PEX17 7 51
RRG9 4 38
VID27 27 322
YNL211C 8 46
MER1 9 84
SSB2 14 374
YNL208W 14 248
RIO2 2 2
RTT106 15 241
YNL205C 18 811
SPS18 13 463
YNL203C 20 530
SPS19 32 809
PSY2 20 179
YNL200C 14 178
GCR2 18 191
YNL198C 15 176
WHI3 19 236
SLZ1 20 474
YNL195C 26 597
YNL194C 20 518
YNL193W 38 513
CHS1 22 121
DUG3 29 747
YNL190W 8 166
SRP1 1 0
KAR1 2 1
SWT21 31 702
UBP10 19 302
MRPL19 6 12
YNL184C 17 242
NPR1 28 604
IPI3 7 35
YNL181W 5 26
RHO5 15 142
YNL179C 49 1578
RPS3 1 0
MRPL22 3 2
TDA7 26 830
NOP13 28 1042
YNL174W 9 200
MDG1 21 593
APC1 10 34
YNL171C 2 3
YNL170W 4 8
PSD1 27 392
FMP41 23 670
SKO1 20 252
BNI5 16 180
YNL165W 25 666
IBD2 9 99
RIA1 6 6
YNL162W-A 3 16
RPL42A 8 17
CBK1 30 862
YGP1 31 636
ASI2 8 55
PGA1 3 2
IGO1 12 30
NSG2 14 181
CUZ1 10 307
YCK2 22 453
GIM3 6 243
INN1 6 63
RPC31 3 2
YNL150W 1 0
PGA2 0 0
ALF1 110 3795
LSM7 2 6
YNL146C-A 19 425
YNL146W 6 58
MFA2 2 1
YNL144C 51 2051
YNL144W-A 1 0
YNL143C 29 2012
MEP2 52 1623
AAH1 15 220
YNL140C 10 83
THO2 14 141
YSF3 5 29
SRV2 8 8
NAM9 9 107
EAF7 23 242
FPR1 6 23
YNL134C 25 450
FYV6 19 224
KRE33 4 4
TOM22 0 0
CPT1 25 1091
DGR1 8 103
NRK1 15 314
TEP1 36 957
FAR11 23 410
SPC98 13 49
ESBP6 36 626
NAF1 4 7
NMA111 41 1179
YNL122C 9 69
TOM70 20 391
YNL120C 0 0
NCS2 9 28
DCP2 19 202
MLS1 72 2435
DMA2 51 1873
YNL115C 26 547
YNL114C 4 24
RPC19 1 0
DBP2 42 462
CYB5 4 21
NOP15 2 1
YNL109W 8 41
YNL108C 22 540
YAF9 10 664
INP52 55 1473
RRT16 5 119
LEU4 57 1651
YNL103W-A 2 8
MET4 5 58
POL1 15 307
AVT4 32 631
MIC27 18 620
OCA1 12 408
RAS2 8 21
YNL097C-B 22 394
PHO23 20 395
YNL097W-A 2 20
RPS7B 12 217
YNL095C 26 548
APP1 35 644
YPT53 10 144
YNL092W 39 898
NST1 40 674
RHO2 4 9
YNL089C 3 5
TOP2 11 217
TCB2 100 3052
SNN1 10 180
MKT1 26 1193
END3 1 0
SAL1 13 494
PMS1 27 800
SWS2 6 54
EOS1 17 542
TPM1 4 6
NIS1 52 1480
APJ1 30 369
MKS1 18 212
IMP4 2 1
MLF3 12 142
MSK1 10 62
RNH201 43 2114
LAT1 16 96
TOM7 3 140
RPL16B 5 24
FKH2 25 301
YNL067W-A 24 645
YNL067W-B 23 372
RPL9B 8 78
SUN4 81 3042
AQR1 65 1988
YDJ1 4 3
MTQ1 48 1214
GCD10 18 931
NOP2 4 16
ARP5 3 2
YNL058C 26 489
YNL057W 9 50
OCA2 9 62
POR1 10 117
VAC7 40 615
MSG5 40 1186
COX5A 17 372
COG5 24 405
YNL050C 22 283
SFB2 27 790
ALG11 5 14
SLM2 41 1408
YNL046W 39 989
LAP2 49 1048
YIP3 15 167
YNL043C 9 58
YNL042W-B 31 1127
BOP3 41 1305
COG6 32 566
YNL040W 25 1165
BDP1 10 298
GPI15 1 0
IDH1 7 15
NCE103 66 2383
YNL035C 52 2073
YNL034W 47 823
YNL033W 11 924
SIW14 42 884
HHT2 10 287
HHF2 8 201
KTR5 69 2225
YNL028W 43 2237
CRZ1 46 1140
SAM50 2 2
SSN8 36 1045
KSH1 1 0
YNL024C 69 1834
FAP1 100 4463
RCM1 43 1606
HDA1 71 1932
ARK1 65 2133
YNL019C 9 11
YNL018C 55 2089
YNL017C 68 3089
PUB1 27 532
PBI2 0 0
HEF3 111 2794
YNL013C 15 77
SPO1 101 3877
YNL011C 61 2222
YNL010W 33 653
IDP3 101 3945
ASI3 109 4268
SIS1 3 2
LST8 4 14
MRP7 44 892
HRB1 226 13007
PET8 57 1006
RLP7 4 44
DOM34 57 1350
CIT1 83 2215
YNR001W-A 52 1449
ATO2 223 9925
RPC34 12 78
YNR003W-A 2 2
SWM2 31 740
YNR005C 5 59
VPS27 30 444
ATG3 38 1265
LRO1 133 3540
NRM1 55 1325
CSE2 29 905
PRP2 26 584
URK1 61 1602
PHO91 90 3197
YNR014W 80 2980
SMM1 134 5803
ACC1 17 19
TIM23 2 46
RCF2 70 3200
ARE2 41 949
ATP23 45 1427
YNR021W 41 1301
MRPL50 21 328
SNF12 6 30
MPP6 22 392
YNR025C 12 221
SEC12 22 787
BUD17 42 1149
CPR8 42 1364
YNR029C 32 419
ALG12 33 656
SSK2 105 4760
PPG1 40 1824
HUB1 10 150
ABZ1 97 3356
SOL1 58 1563
YNR034W-A 27 1315
ARC35 16 232
MRPS12 6 23
RSM19 4 10
DBP6 19 173
ZRG17 22 187
YNR040W 43 1501
COQ2 29 835
YNR042W 14 334
MVD1 1 0
AGA1 44 1522
PET494 19 113
TRM112 1 0
FPK1 46 1023
YNR048W 29 419
MSO1 30 676
LYS9 29 732
BRE5 25 808
POP2 23 792
NOG2 2 1
ESF2 13 64
HOL1 59 2501
BIO5 66 2831
BIO4 138 6105
BIO3 59 2309
MNT4 68 1920
FRE4 66 1969
YNR061C 18 374
YNR062C 11 250
YNR063W 45 1581
YNR064C 37 1264
YNR065C 67 1794
YNR066C 39 1022
DSE4 61 1319
YNR068C 24 731
BSC5 27 849
PDR18 0 0
YNR071C 0 0
HXT17 2 6
YNR073C 2 1
AIF1 0 0
COS10 27 1258
YNR075C-A 8 140
PAU6 1 0
YNR077C 7 30
YOL166W-A 3 6
YOL166C 4 3
AAD15 7 193
YOL164W-A 4 32
BDS1 44 1511
YOL163W 11 146
YOL162W 10 142
PAU20 5 60
YOL160W 13 172
YOL159C-A 5 52
YOL159C 15 328
ENB1 31 1074
IMA2 18 611
HXT11 27 446
YOL155W-A 0 0
HPF1 24 400
ZPS1 13 311
FRE7 59 2053
GRE2 19 159
YOL150C 6 13
DCP1 0 0
SPT20 19 232
PEX11 11 144
PSF3 1 0
CTR9 11 92
NOP8 17 261
RIB4 3 3
RRP40 1 0
PPM2 37 694
ARG8 1 0
CDC33 0 0
RTC1 52 1380
BSC6 29 1020
PFK27 21 439
MED7 7 71
YOL134C 13 409
HRT1 5 4
GAS4 45 1692
YOL131W 24 682
ALR1 24 352
VPS68 16 164
YGK3 29 342
RPL25 0 0
MDH2 35 1094
TRM13 51 2623
TRM11 22 666
HRP1 0 0
SMF1 61 2480
RPS19A 17 184
RPL18A 2 1
MCH4 47 1789
YOL118C 25 465
RRI2 34 1245
MSN1 13 1755
PAP2 10 122
YOL114C 24 415
SKM1 40 1156
MSB4 40 1202
MDY2 26 775
SHR5 110 3016
ZEO1 2 2
INO4 1 0
YOL107W 17 656
YOL106W 16 242
WSC3 18 258
NDJ1 22 307
ITR2 38 801
TPT1 2 3
IZH4 8 65
PKH2 23 477
YOL099C 7 87
YOL098C 63 2277
YOL097W-A 14 423
WRS1 5 22
COQ3 9 83
HMI1 44 1206
RFC4 2 2
TRM10 17 628
YPQ1 27 1191
SPO21 30 662
MSH2 39 1232
HAL9 69 2529
MPD2 19 584
DUF1 31 370
MHF1 17 326
ADH1 23 249
YOL085W-A 28 1246
YOL085C 51 2169
PHM7 88 2871
ATG34 32 928
YOL083C-A 3 8
ATG19 33 1169
IRA2 25 208
REX4 24 464
YOL079W 5 10
AVO1 28 474
ATP19 7 69
BRX1 10 60
MDM20 14 180
YOL075C 76 1880
DSC2 17 388
THP1 5 18
SDH5 8 67
NBA1 22 530
NUF2 3 2
HST1 39 1010
RTG1 11 158
RIB2 14 214
INP54 24 448
MET22 13 216
CRT10 77 2779
APM4 19 486
PRS5 64 2079
MAM3 43 764
GPD2 58 2065
ARG1 3 2
YOL057W 38 1583
GPM3 33 1555
THI20 53 1232
PSH1 35 601
AIM39 69 2334
DDR2 3 5
SPE2 46 711
GAL11 28 508
YOL050C 13 176
GSH2 22 273
RRT8 51 1386
LDS2 30 808
YOL046C 15 377
PSK2 66 2311
PEX15 22 187
NTG2 34 850
NGL1 27 677
NOP12 50 1763
RPS15 1 0
RPP2A 10 226
YOL038C-A 8 218
PRE6 4 21
YOL037C 14 279
YOL036W 59 1386
YOL035C 21 321
SMC5 8 25
MSE1 21 169
OPI10 21 538
SIL1 52 1860
GAS5 30 1076
YOL029C 9 205
YAP7 17 481
MDM38 46 1251
MIM1 8 129
LAG2 62 2360
YOL024W 27 450
IFM1 20 142
TSR4 2 1
DIS3 14 100
TAT2 62 2178
YOL019W-A 54 2043
YOL019W 65 2106
TLG2 7 43
ESC8 112 3063
CMK2 57 1921
IRC10 51 1455
YOL014W 5 30
YOL013W-B 5 37
YOL013W-A 39 2767
HRD1 71 4197
HTZ1 18 409
PLB3 94 3011
RCL1 12 45
MDM12 10 91
COQ10 24 420
CSI2 68 1979
TOP1 73 1530
RPB11 1 0
SIN3 72 1975
PFA4 35 654
IZH2 85 3075
PHO80 71 4233
RRP6 71 2921
ALG6 24 381
YSP3 124 5159
UTP23 9 53
DNL4 158 4747
TSR3 82 2470
SGT2 70 1765
SLG1 6 17
YOR008C-A 11 143
YOR008W-B 9 99
TIR4 29 546
TIR2 18 383
AUS1 161 4999
YOR011W-A 15 368
YOR012W 13 181
IRC11 20 314
RTS1 12 125
YOR015W 22 554
ERP4 42 923
PET127 91 2650
ROD1 58 1700
YOR019W 90 3271
HSP10 0 0
YOR020W-A 15 193
SFM1 14 295
YOR022C 50 1280
AHC1 61 2433
YOR024W 68 3729
HST3 40 539
BUB3 36 628
STI1 62 1980
CIN5 31 403
YOR029W 32 1056
DFG16 41 1375
HMS1 47 2172
YOR032W-A 21 1014
EXO1 64 1695
AKR2 73 2660
YOR034C-A 45 1057
SHE4 44 1029
PEP12 18 298
CYC2 31 720
HIR2 28 163
CKB2 7 83
GLO4 56 2678
YOR041C 15 251
CUE5 43 1263
WHI2 38 1780
IRC23 14 626
TOM6 10 129
DBP5 6 5
STD1 10 140
RAT1 7 34
RSB1 30 672
YOR050C 43 1305
ETT1 19 385
TMC1 16 849
YOR053W 15 253
VHS3 50 1369
YOR055W 14 336
NOB1 15 387
SGT1 7 71
ASE1 40 991
LPL1 31 1115
SLD7 6 77
CKA2 13 141
YOR062C 64 2087
RPL3 1 0
YNG1 10 100
CYT1 7 93
MSA1 38 1494
ALG8 2 2
VPS5 9 111
VAM10 0 0
GYP1 19 321
NRT1 48 1374
YOR072W 41 990
YOR072W-A 43 1306
YOR072W-B 17 254
SGO1 18 257
CDC21 2 1
YOR073W-A 0 0
UFE1 6 6
SKI7 24 472
RTS2 19 146
BUD21 7 43
ATX2 11 208
DIA2 34 935
TGL5 48 1905
YOR082C 30 1011
WHI5 115 4863
LPX1 73 2232
OST3 29 583
TCB1 53 2155
YVC1 35 797
VPS21 2 1
PTC5 44 1492
TMA46 40 1512
ECM3 40 1628
YOR093C 66 3178
ARF3 9 104
RKI1 1 0
RPS7A 5 13
YOR097C 16 323
NUP1 9 73
KTR1 40 1101
CRC1 36 1300
RAS1 32 913
YOR102W 2 26
OST2 0 0
PIN2 17 235
YOR105W 6 82
VAM3 2 5
RGS2 47 1297
LEU9 41 949
YOR108C-A 2 5
INP53 54 1995
TFC7 6 14
YOR111W 11 95
CEX1 28 360
AZF1 31 287
YOR114W 7 139
TRS33 18 457
RPO31 7 142
RPT5 2 1
RTC5 29 607
RIO1 3 2
GCY1 23 483
YOR121C 12 144
PFY1 0 0
LEO1 29 548
UBP2 36 502
CAT5 2 1
IAH1 16 209
RGA1 22 331
ADE2 2455 602334
AFI1 41 950
ORT1 2 1
YOR131C 23 545
VPS17 16 117
EFT1 9 68
BAG7 47 1799
IRC14 1 0
IDH2 3 2
SIA1 18 589
RUP1 48 1126
YOR139C 5 74
SFL1 32 735
ARP8 10 79
LSC1 12 119
THI80 6 67
ELG1 34 617
PNO1 1 0
YOR146W 0 0
MDM32 17 373
SPP2 4 19
SMP3 3 2
MRPL23 5 17
RPB2 6 5
YOR152C 6 23
PDR5 78 1968
SLP1 20 230
ISN1 21 456
NFI1 30 384
PUP1 2 1
PET123 2 3
SME1 0 0
MTR10 2 2
PNS1 24 523
YOR161W-A 1 0
YOR161W-B 0 0
YOR161C-C 13 246
YRR1 60 2626
DDP1 12 261
GET4 20 245
SEY1 28 966
SWT1 21 826
RPS28A 1 0
GLN4 4 4
YOR169C 1 0
YOR170W 5 39
