gene_name	number_of_transposon_per_gene	number_of_read_pergene
YIL025C 	7 	58 	
YIL024C 	11 	190 	
YKE4 	34 	584 	
TIM44 	2 	1 	
RPB3 	6 	97 	
YIL021C-A 	0 	0 	
YIL020C-A 	11 	161 	
HIS6 	2 	1 	
FAF1 	4 	45 	
RPL2B 	1 	0 	
VID28 	17 	175 	
SNL1 	14 	193 	
BAR1 	56 	1062 	
YIL014C-A 	5 	14 	
MNT3 	38 	843 	
PDR11 	111 	2089 	
YIL012W 	20 	360 	
TIR3 	21 	174 	
DOT5 	28 	719 	
EST3 	7 	36 	
FAA3 	82 	1589 	
URM1 	4 	42 	
NAS2 	34 	1112 	
YIA6 	55 	1226 	
EPS1 	81 	1799 	
BET1 	0 	0 	
CFD1 	6 	607 	
YIL002W-A 	16 	159 	
INP51 	174 	4510 	
YIL001W 	131 	4517 	
SGN1 	69 	2171 	
MPH1 	157 	29831 	
AIM21 	100 	3083 	
DJP1 	54 	908 	
IST3 	21 	360 	
PAN1 	155 	3612 	
YIR007W 	73 	1348 	
PRI1 	0 	0 	
MSL1 	3 	28 	
DSN1 	5 	98 	
STS1 	4 	70 	
SQT1 	4 	3 	
GAT4 	17 	451 	
YIR014W 	38 	761 	
RPR2 	4 	29 	
YIR016W 	40 	742 	
MET28 	51 	1464 	
YIR017W-A 	55 	1575 	
YAP5 	25 	589 	
YIR018C-A 	9 	50 	
FLO11 	30 	193 	
YIR020C 	5 	39 	
YIR020W-A 	3 	14 	
YIR020C-B 	10 	71 	
MRS1 	10 	69 	
YIR021W-A 	16 	184 	
SEC11 	0 	0 	
DAL81 	10 	110 	
YIR023C-A 	0 	0 	
INA22 	17 	188 	
MND2 	12 	189 	
YVH1 	8 	109 	
DAL1 	40 	709 	
DAL4 	53 	879 	
DAL2 	33 	931 	
DCG1 	25 	417 	
YIR030W-A 	11 	73 	
DAL7 	30 	434 	
DAL3 	19 	588 	
MGA2 	20 	339 	
LYS1 	24 	328 	
YIR035C 	19 	266 	
IRC24 	28 	414 	
YIR036W-A 	11 	165 	
HYR1 	7 	140 	
GTT1 	10 	111 	
YPS6 	12 	61 	
YIR040C 	1 	0 	
PAU15 	0 	0 	
YIR042C 	5 	14 	
YJL225C 	0 	0 	
YJL225W-A 	0 	0 	
PAU1 	0 	0 	
YJL222W-B 	0 	0 	
YJL222W-A 	0 	0 	
VTH2 	2 	16 	
IMA4 	0 	0 	
YJL220W 	0 	0 	
HXT9 	9 	92 	
YJL218W 	4 	28 	
REE1 	4 	9 	
IMA5 	6 	78 	
YJL215C 	4 	3 	
HXT8 	12 	181 	
YJL213W 	11 	115 	
OPT1 	21 	286 	
YJL211C 	14 	208 	
PEX2 	16 	127 	
CBP1 	3 	40 	
NUC1 	9 	62 	
LAA1 	33 	346 	
YJL206C 	20 	436 	
NCE101 	7 	25 	
RCY1 	7 	53 	
PRP21 	2 	2 	
YJL202C 	4 	32 	
ECM25 	15 	135 	
ACO2 	15 	220 	
MBB1 	6 	20 	
PHO90 	25 	456 	
UBP12 	21 	397 	
YJL197C-A 	1 	0 	
ELO1 	6 	91 	
YJL195C 	0 	0 	
CDC6 	0 	0 	
YJL193W 	5 	19 	
SOP4 	16 	144 	
RPS14B 	10 	87 	
RPS22A 	4 	17 	
RPL39 	3 	3 	
BUD19 	3 	3 	
SWE1 	9 	74 	
MNN5 	14 	181 	
ATG36 	12 	87 	
GON7 	0 	0 	
MNN11 	3 	2 	
YJL182C 	9 	21 	
YJL181W 	13 	56 	
ATP12 	1 	0 	
PFD1 	1 	0 	
ATG27 	8 	55 	
RPL17B 	1 	0 	
SWI3 	5 	54 	
YJL175W 	3 	5 	
KRE9 	0 	0 	
RFA3 	0 	0 	
CPS1 	11 	87 	
YJL171C 	7 	13 	
ASG7 	6 	30 	
YJL169W 	2 	1 	
SET2 	3 	15 	
ERG20 	0 	0 	
QCR8 	1 	0 	
HAL5 	4 	12 	
TPK1 	12 	86 	
YJL163C 	19 	250 	
JJJ2 	17 	418 	
FMP33 	6 	22 	
YJL160C 	13 	91 	
HSP150 	5 	11 	
CIS3 	9 	82 	
FAR1 	10 	133 	
YJL156W-A 	11 	179 	
SSY5 	0 	0 	
FBP26 	14 	142 	
VPS35 	4 	3 	
INO1 	17 	252 	
YJL152W 	27 	667 	
SNA3 	13 	338 	
YJL150W 	16 	287 	
DAS1 	11 	150 	
RPA34 	2 	11 	
YJL147C 	5 	20 	
IDS2 	20 	157 	
SFH5 	21 	368 	
YJL144W 	2 	6 	
TIM17 	6 	47 	
IRC9 	1 	0 	
YAK1 	15 	158 	
RPB4 	0 	0 	
YUR1 	9 	60 	
TIF2 	0 	0 	
GLG2 	8 	58 	
YJL136W-A 	2 	10 	
RPS21B 	0 	0 	
YJL135W 	8 	37 	
LCB3 	17 	170 	
YJL133C-A 	6 	47 	
MRS3 	7 	71 	
YJL132W 	19 	259 	
AIM23 	7 	87 	
URA2 	49 	1467 	
TRK1 	2 	2 	
PBS2 	13 	149 	
YJL127W-A 	4 	151 	
YJL127C-B 	3 	76 	
SPT10 	13 	198 	
NIT2 	8 	69 	
GCD14 	0 	0 	
LSM1 	0 	0 	
MTC1 	11 	258 	
ALB1 	7 	74 	
RPE1 	0 	0 	
YJL120W 	5 	92 	
YJL119C 	9 	131 	
YJL118W 	12 	114 	
PHO86 	9 	51 	
NCA3 	9 	68 	
ASF1 	4 	22 	
MDV1 	36 	483 	
CCT7 	2 	1 	
GZF3 	5 	16 	
UTP10 	2 	1 	
PRM10 	12 	95 	
YJL107C 	13 	107 	
IME2 	7 	67 	
SET4 	20 	111 	
PAM16 	3 	6 	
GSM1 	12 	95 	
MEF2 	4 	24 	
GSH1 	1 	0 	
LSB6 	24 	772 	
CHS6 	18 	105 	
SAP185 	21 	299 	
PHS1 	0 	0 	
MRPL49 	3 	10 	
BCK1 	6 	155 	
KHA1 	14 	104 	
TOK1 	12 	206 	
SRS2 	22 	184 	
GWT1 	1 	0 	
DPB11 	0 	0 	
SIP4 	19 	208 	
ARG3 	9 	111 	
TRL1 	0 	0 	
YJL086C 	11 	198 	
EXO70 	1 	0 	
ALY2 	18 	146 	
TAX4 	24 	357 	
IML2 	11 	113 	
ARP4 	0 	0 	
SCP160 	6 	17 	
PRY1 	11 	47 	
PRY3 	57 	922 	
YJL077W-B 	0 	0 	
ICS3 	12 	125 	
YJL077W-A 	1 	0 	
NET1 	12 	207 	
APQ13 	2 	6 	
SMC3 	2 	1 	
JEM1 	29 	492 	
PSF2 	1 	0 	
ARG2 	3 	36 	
YJL070C 	24 	533 	
UTP18 	1 	0 	
YJL068C 	17 	313 	
YJL067W 	10 	132 	
MPM1 	12 	232 	
DLS1 	13 	129 	
YJL064W 	10 	113 	
MRPL8 	2 	2 	
COA3 	6 	57 	
LAS21 	13 	260 	
NUP82 	1 	0 	
BNA3 	13 	180 	
YHC3 	22 	304 	
BIT61 	23 	280 	
IKS1 	29 	364 	
ZAP1 	6 	32 	
YJL055W 	27 	382 	
TIM54 	5 	70 	
PEP8 	5 	45 	
YJL052C-A 	12 	218 	
TDH1 	12 	169 	
IRC8 	52 	1047 	
MTR4 	2 	1 	
YJL049W 	5 	12 	
UBX6 	17 	284 	
YJL047C-A 	10 	49 	
RTT101 	5 	23 	
AIM22 	6 	36 	
YJL045W 	28 	367 	
GYP6 	26 	463 	
YJL043W 	42 	964 	
MHP1 	62 	715 	
NSP1 	3 	28 	
NUP192 	5 	98 	
LOH1 	5 	16 	
IRC18 	22 	460 	
SNX4 	6 	67 	
TAD2 	0 	0 	
KAR2 	2 	1 	
HCA4 	2 	9 	
YJL032W 	2 	1 	
BET4 	2 	1 	
MAD2 	38 	1633 	
VPS53 	9 	156 	
YJL028W 	36 	2056 	
YJL027C 	48 	1926 	
RNR2 	1 	0 	
YJL026C-A 	0 	0 	
RRN7 	2 	4 	
APS3 	16 	253 	
PET130 	4 	32 	
YJL022W 	0 	0 	
BBC1 	42 	861 	
YJL020W-A 	0 	0 	
MPS3 	30 	816 	
YJL016W 	56 	1357 	
YJL015C 	17 	718 	
CCT3 	3 	2 	
MAD3 	97 	6093 	
VTC4 	60 	1599 	
RPC17 	2 	1 	
NOP9 	12 	74 	
YJL009W 	9 	92 	
CCT8 	3 	3 	
YJL007C 	20 	1069 	
CTK2 	8 	71 	
CYR1 	9 	64 	
SYS1 	39 	912 	
COX16 	20 	304 	
OST1 	5 	19 	
PRE3 	4 	69 	
AVT1 	161 	6256 	
MPP10 	39 	754 	
YJR003C 	86 	2660 	
SAG1 	122 	2985 	
APL1 	66 	1059 	
YJR005C-A 	13 	95 	
POL31 	0 	0 	
SUI2 	2 	1 	
MHO1 	61 	990 	
TDH2 	31 	516 	
MET3 	63 	1137 	
SPC1 	10 	158 	
YJR011C 	16 	182 	
YJR012C 	37 	1204 	
GPI14 	0 	0 	
TMA22 	15 	213 	
YJR015W 	39 	292 	
ILV3 	1 	0 	
ESS1 	1 	0 	
YJR018W 	6 	67 	
TES1 	66 	1873 	
YJR020W 	20 	381 	
REC107 	46 	998 	
LSM8 	1 	0 	
YJR023C 	2 	16 	
MDE1 	20 	341 	
BNA1 	22 	244 	
YJR030C 	68 	1410 	
GEA1 	71 	951 	
CPR7 	8 	56 	
RAV1 	14 	171 	
PET191 	7 	32 	
RAD26 	30 	470 	
HUL4 	21 	163 	
YJR037W 	4 	10 	
YJR038C 	15 	231 	
YJR039W 	51 	1097 	
GEF1 	4 	7 	
URB2 	1 	0 	
NUP85 	5 	24 	
POL32 	12 	102 	
VPS55 	5 	36 	
SSC1 	0 	0 	
TAH11 	0 	0 	
ANB1 	6 	177 	
CYC1 	5 	27 	
UTR1 	17 	540 	
ISY1 	17 	279 	
OSM1 	28 	518 	
RAD7 	23 	316 	
BFA1 	28 	669 	
KCH1 	14 	204 	
HIT1 	7 	75 	
YJR056C 	5 	16 	
CDC8 	0 	0 	
APS2 	17 	265 	
PTK2 	9 	28 	
CBF1 	6 	56 	
YJR061W 	38 	481 	
NTA1 	9 	104 	
RPA12 	2 	14 	
CCT5 	3 	13 	
ARP3 	0 	0 	
TOR1 	20 	465 	
YAE1 	0 	0 	
RFC2 	0 	0 	
HAM1 	9 	48 	
LIA1 	11 	48 	
YJR071W 	8 	74 	
NPA3 	9 	304 	
OPI3 	1 	0 	
MOG1 	11 	191 	
HOC1 	11 	54 	
CDC11 	4 	7 	
MIR1 	4 	18 	
BNA2 	54 	999 	
YJR079W 	20 	345 	
AIM24 	19 	452 	
EAF6 	1 	0 	
ACF4 	14 	47 	
YJR084W 	26 	733 	
YJR085C 	8 	176 	
STE18 	2 	6 	
YJR087W 	2 	2 	
EMC2 	13 	115 	
BIR1 	29 	307 	
GRR1 	3 	20 	
JSN1 	23 	241 	
BUD4 	62 	1237 	
FIP1 	3 	23 	
IME1 	16 	206 	
RPL43B 	6 	28 	
SFC1 	21 	172 	
YJR096W 	20 	257 	
JJJ3 	1 	0 	
YJR098C 	19 	600 	
YUH1 	7 	28 	
AIM25 	14 	181 	
RSM26 	4 	13 	
VPS25 	0 	0 	
URA8 	44 	931 	
SOD1 	7 	551 	
ADO1 	1 	0 	
ECM27 	15 	84 	
YJR107W 	8 	124 	
ABM1 	15 	253 	
CPA2 	23 	468 	
YMR1 	23 	617 	
YJR111C 	11 	75 	
NNF1 	0 	0 	
YJR112W-A 	8 	198 	
RSM7 	4 	37 	
YJR114W 	5 	53 	
YJR115W 	14 	200 	
TDA4 	19 	184 	
STE24 	10 	116 	
ILM1 	2 	4 	
JHD2 	25 	293 	
YJR120W 	24 	261 	
ATP2 	1 	0 	
IBA57 	1 	0 	
RPS5 	0 	0 	
YJR124C 	9 	97 	
ENT3 	12 	84 	
VPS70 	5 	19 	
RSF2 	66 	948 	
YJR128W 	26 	320 	
YJR129C 	34 	468 	
STR2 	19 	179 	
MNS1 	35 	471 	
NMD5 	12 	100 	
XPT1 	5 	9 	
SGM1 	13 	422 	
MCM22 	1 	0 	
TIM8 	0 	0 	
TTI2 	0 	0 	
MET5 	33 	1051 	
IML1 	17 	269 	
HOM6 	4 	28 	
HIR3 	17 	268 	
YJR140W-A 	2 	7 	
YJR141W 	0 	0 	
YJR142W 	8 	40 	
PMT4 	25 	311 	
MGM101 	3 	14 	
RPS4A 	2 	3 	
YJR146W 	15 	143 	
HMS2 	21 	243 	
BAT2 	44 	866 	
YJR149W 	15 	134 	
DAN1 	13 	291 	
DAN4 	14 	307 	
YJR151W-A 	0 	0 	
DAL5 	9 	81 	
PGU1 	13 	40 	
YJR154W 	30 	526 	
AAD10 	12 	35 	
THI11 	8 	76 	
YJR157W 	0 	0 	
HXT16 	1 	0 	
SOR1 	2 	1 	
MPH3 	3 	25 	
COS5 	0 	0 	
YJR162C 	1 	0 	
YKL225W 	2 	1 	
PAU16 	1 	0 	
YKL223W 	1 	0 	
YKL222C 	7 	89 	
MCH2 	29 	669 	
FRE2 	16 	167 	
COS9 	11 	92 	
SRY1 	20 	415 	
JEN1 	25 	639 	
URA1 	8 	149 	
OXP1 	59 	1096 	
YRA2 	7 	65 	
DOA1 	4 	23 	
SAC1 	3 	2 	
TRP3 	13 	415 	
UBA1 	0 	0 	
STE6 	28 	363 	
CBT1 	3 	4 	
EMC3 	7 	43 	
ADD66 	3 	3 	
LOS1 	6 	70 	
EAP1 	7 	80 	
TOR2 	1 	0 	
YKL202W 	5 	14 	
MNN4 	23 	342 	
PTK1 	74 	2131 	
PEX1 	42 	556 	
YKT6 	0 	0 	
MIA40 	1 	0 	
MST1 	3 	14 	
SDS22 	0 	0 	
ACP1 	0 	0 	
DPH2 	2 	5 	
CNB1 	0 	0 	
HYM1 	0 	0 	
PXA2 	8 	55 	
FAT3 	20 	676 	
MTR2 	9 	69 	
ASH1 	23 	407 	
SPE1 	0 	0 	
YKL183C-A 	12 	190 	
LOT5 	27 	735 	
FAS1 	3 	2 	
PRS1 	2 	1 	
RPL17A 	0 	0 	
COY1 	10 	91 	
STE3 	12 	139 	
YKL177W 	1 	0 	
LST4 	5 	54 	
ZRT3 	4 	16 	
TPO5 	4 	9 	
SNU114 	4 	4 	
EBP2 	4 	6 	
NNK1 	17 	189 	
MRPL38 	1 	0 	
YKL169C 	1 	0 	
KKQ8 	16 	221 	
MRP49 	3 	56 	
TPK3 	13 	161 	
YKL165C-A 	3 	36 	
MCD4 	0 	0 	
PIR1 	3 	9 	
PIR3 	5 	12 	
YKL162C-A 	1 	0 	
YKL162C 	8 	49 	
KDX1 	10 	103 	
ELF1 	4 	5 	
RCN1 	6 	29 	
APE2 	24 	74 	
RPS27A 	3 	13 	
YKL156C-A 	1 	0 	
RSM22 	9 	75 	
SRP102 	1 	0 	
YKL153W 	0 	0 	
GPM1 	0 	0 	
YKL151C 	20 	283 	
MCR1 	12 	139 	
DBR1 	4 	8 	
SDH1 	12 	232 	
YKL147C 	19 	354 	
AVT3 	34 	758 	
RPT1 	0 	0 	
YKL145W-A 	0 	0 	
RPC25 	0 	0 	
LTV1 	4 	36 	
MRP8 	3 	5 	
SDH3 	2 	3 	
TGL1 	4 	24 	
CTK1 	0 	0 	
HSK3 	0 	0 	
MRPL31 	2 	6 	
CMC1 	3 	14 	
YKL136W 	1 	0 	
APL2 	6 	58 	
OCT1 	4 	37 	
YKL133C 	12 	137 	
RMA1 	12 	58 	
YKL131W 	7 	18 	
SHE2 	2 	1 	
MYO3 	25 	233 	
PMU1 	28 	532 	
PGM1 	31 	583 	
YPK1 	0 	0 	
RRN3 	2 	10 	
SSH4 	16 	244 	
YKL123W 	3 	32 	
SRP21 	6 	73 	
DGR2 	14 	181 	
OAC1 	10 	120 	
VPH2 	2 	2 	
YKL118W 	11 	65 	
SBA1 	3 	23 	
PRR1 	11 	149 	
YKL115C 	12 	30 	
APN1 	17 	272 	
RAD27 	0 	0 	
ABF1 	2 	21 	
YKL111C 	3 	29 	
KTI12 	4 	18 	
HAP4 	7 	73 	
SLD2 	5 	33 	
YKL107W 	12 	54 	
YKL106C-A 	1 	0 	
AAT1 	20 	528 	
SEG2 	34 	361 	
GFA1 	0 	0 	
APE1 	22 	276 	
YKL102C 	12 	139 	
HSL1 	6 	54 	
YKL100C 	9 	130 	
YKL100W-A 	0 	0 	
UTP11 	2 	2 	
MTC2 	12 	106 	
YKL097C 	16 	426 	
YKL096C-B 	2 	1 	
CWP2 	1 	0 	
CWP1 	12 	113 	
YJU2 	4 	5 	
YJU3 	12 	110 	
MBR1 	7 	29 	
BUD2 	18 	181 	
YKL091C 	8 	40 	
CUE2 	17 	288 	
MIF2 	2 	10 	
CAB3 	4 	18 	
CYT2 	9 	70 	
SRX1 	19 	281 	
MDH1 	9 	98 	
HOT13 	9 	105 	
YKL083W 	0 	0 	
RRP14 	2 	2 	
TEF4 	6 	8 	
VMA5 	0 	0 	
SMY1 	13 	135 	
DHR2 	4 	4 	
YKL077W 	6 	18 	
PSY1 	1 	0 	
YKL075C 	13 	126 	
MUD2 	29 	345 	
LHS1 	8 	38 	
STB6 	16 	203 	
YKL071W 	12 	218 	
YKL070W 	4 	4 	
YKL069W 	10 	150 	
YKL068W-A 	2 	5 	
NUP100 	36 	589 	
YNK1 	4 	29 	
YKL066W 	13 	124 	
YKL065W-A 	4 	12 	
YET1 	11 	90 	
MNR2 	20 	310 	
YKL063C 	5 	39 	
MSN4 	14 	170 	
BLI1 	6 	67 	
FBA1 	0 	0 	
MPE1 	16 	365 	
TOA2 	0 	0 	
NUP120 	1 	0 	
TMA19 	2 	1 	
OAR1 	4 	45 	
DEF1 	0 	0 	
MDM35 	2 	7 	
YKL053W 	27 	675 	
ASK1 	37 	1210 	
SFK1 	23 	210 	
YKL050C 	25 	405 	
CSE4 	2 	2 	
ELM1 	7 	74 	
ANR2 	37 	604 	
DCW1 	22 	305 	
PRI2 	0 	0 	
YKL044W 	12 	61 	
PHD1 	9 	91 	
SPC42 	2 	2 	
VPS24 	0 	0 	
NFU1 	4 	4 	
PTM1 	15 	146 	
RGT1 	33 	367 	
AIM26 	35 	480 	
YKL036C 	25 	395 	
UGP1 	0 	0 	
TUL1 	43 	1099 	
YKL033W-A 	6 	26 	
TTI1 	3 	3 	
IXR1 	65 	1021 	
YKL031W 	35 	695 	
YKL030W 	43 	2073 	
MAE1 	108 	4118 	
TFA1 	14 	94 	
TCD2 	31 	595 	
GPX1 	12 	90 	
PAN3 	46 	948 	
URA6 	0 	0 	
YKL023C-A 	19 	291 	
YKL023W 	32 	739 	
CDC16 	19 	335 	
MAK11 	13 	243 	
SPT23 	37 	673 	
RAM2 	0 	0 	
YKL018C-A 	5 	168 	
SWD2 	0 	0 	
HCS1 	73 	1002 	
ATP7 	6 	45 	
PUT3 	60 	1186 	
URB1 	8 	45 	
ARC19 	0 	0 	
PRP40 	19 	238 	
CCE1 	34 	691 	
UFD4 	112 	3166 	
MRT4 	8 	82 	
LAC1 	66 	1311 	
CAP1 	39 	669 	
SFT1 	9 	67 	
RPL14A 	1 	0 	
BYE1 	130 	2234 	
AUR1 	11 	129 	
MRP17 	8 	133 	
DID4 	7 	97 	
MET14 	33 	757 	
VPS1 	8 	29 	
PAP1 	18 	867 	
OSH6 	100 	3944 	
ECM9 	4 	26 	
YKR005C 	129 	3749 	
MRPL13 	12 	72 	
MEH1 	6 	46 	
RSC4 	0 	0 	
FOX2 	111 	1880 	
TOF2 	82 	1308 	
YKR011C 	27 	383 	
YKR012C 	32 	765 	
PRY2 	43 	440 	
YPT52 	10 	21 	
YKR015C 	41 	777 	
MIC60 	45 	648 	
HEL1 	34 	564 	
YKR018C 	46 	671 	
IRS4 	18 	244 	
VPS51 	1 	0 	
ALY1 	44 	954 	
NTR2 	12 	64 	
YKR023W 	39 	630 	
DBP7 	13 	72 	
RPC37 	3 	5 	
GCN3 	51 	760 	
BCH2 	55 	1367 	
SAP190 	78 	13812 	
SET3 	14 	188 	
GMH1 	7 	127 	
SPO14 	39 	520 	
YKR032W 	22 	598 	
YKR033C 	5 	33 	
DAL80 	15 	159 	
OPI8 	0 	0 	
DID2 	0 	0 	
CAF4 	48 	1161 	
SPC34 	2 	1 	
KAE1 	0 	0 	
GAP1 	42 	792 	
YKR040C 	28 	463 	
YKR041W 	55 	928 	
UTH1 	1 	0 	
SHB17 	18 	436 	
UIP5 	61 	1313 	
YKR045C 	17 	248 	
PET10 	13 	59 	
YKR047W 	2 	6 	
NAP1 	21 	356 	
FMP46 	7 	87 	
TRK2 	41 	587 	
YKR051W 	13 	438 	
MRS4 	5 	12 	
YSR3 	38 	672 	
DYN1 	25 	240 	
RHO4 	8 	108 	
TRM2 	25 	437 	
RPS21A 	7 	60 	
GLG1 	16 	165 	
TIF1 	2 	11 	
UTP30 	14 	523 	
KTR2 	29 	1010 	
TFA2 	1 	0 	
LAS1 	0 	0 	
OAF3 	19 	267 	
PAM17 	6 	165 	
CCP1 	21 	308 	
GPT2 	44 	812 	
BET3 	1 	0 	
MET1 	25 	527 	
YKR070W 	20 	367 	
DRE2 	2 	16 	
SIS2 	4 	13 	
YKR073C 	14 	309 	
AIM29 	4 	18 	
YKR075C 	15 	332 	
YKR075W-A 	9 	153 	
ECM4 	30 	656 	
MSA2 	12 	227 	
YKR078W 	19 	294 	
TRZ1 	1 	0 	
MTD1 	8 	39 	
RPF2 	0 	0 	
NUP133 	3 	5 	
DAD2 	0 	0 	
HBS1 	5 	23 	
MRPL20 	3 	15 	
PRP16 	3 	17 	
OMA1 	9 	75 	
TVP38 	12 	66 	
TGL4 	32 	434 	
PXL1 	17 	224 	
SRL3 	11 	106 	
SRP40 	10 	114 	
PTR2 	25 	499 	
RPL40B 	5 	34 	
MLP1 	10 	38 	
PCC1 	0 	0 	
ESL2 	53 	3215 	
PCK1 	23 	432 	
UBP11 	16 	221 	
BAS1 	6 	21 	
SKG1 	11 	61 	
SIR1 	22 	163 	
FLO10 	42 	847 	
NFT1 	31 	327 	
YKR104W 	10 	100 	
VBA5 	13 	45 	
GEX2 	8 	102 	
YLL067C 	0 	0 	
YLL067W-A 	0 	0 	
YLL066W-B 	3 	14 	
YLL066C 	0 	0 	
YLL066W-A 	0 	0 	
YLL065W 	2 	1 	
PAU18 	0 	0 	
AYT1 	16 	69 	
MHT1 	9 	86 	
MMP1 	19 	148 	
GTT2 	13 	230 	
YLL059C 	24 	474 	
YLL058W 	11 	175 	
JLP1 	22 	409 	
YLL056C 	15 	168 	
YCT1 	11 	153 	
YLL054C 	7 	119 	
YLL053C 	4 	12 	
AQY2 	9 	117 	
FRE6 	24 	266 	
COF1 	0 	0 	
LDB18 	1 	0 	
YBT1 	43 	770 	
YLL047W 	8 	55 	
RNP1 	9 	65 	
RPL8B 	5 	25 	
YLL044W 	4 	15 	
FPS1 	3 	3 	
ATG10 	1 	0 	
SDH2 	0 	0 	
VPS13 	74 	1732 	
UBI4 	10 	84 	
ENT4 	31 	610 	
YLL037W 	6 	18 	
PRP19 	0 	0 	
GRC3 	1 	0 	
RIX7 	1 	0 	
IRC19 	4 	14 	
YLL032C 	23 	174 	
GPI13 	0 	0 	
RRT7 	9 	411 	
FRA1 	47 	1075 	
TPO1 	23 	533 	
ISA1 	2 	7 	
HSP104 	38 	611 	
PAU17 	5 	20 	
SSA2 	20 	186 	
POM33 	28 	795 	
HIF1 	20 	298 	
SPA2 	45 	572 	
YLL020C 	9 	113 	
KNS1 	78 	1392 	
YLL019W-A 	7 	80 	
COX19 	1 	0 	
DPS1 	2 	1 	
BPT1 	64 	530 	
EMC6 	5 	26 	
PUF3 	86 	3082 	
YEH1 	101 	3870 	
SOF1 	6 	8 	
PSR1 	65 	4240 	
COX17 	1 	0 	
DRS1 	20 	247 	
YLL007C 	15 	106 	
YLL006W-A 	16 	1170 	
MMM1 	3 	32 	
SPO75 	74 	1263 	
ORC3 	0 	0 	
SFI1 	20 	662 	
RTT109 	15 	186 	
DNM1 	171 	5331 	
YLR001C 	202 	7163 	
NOC3 	11 	55 	
CMS1 	49 	758 	
THI73 	94 	2467 	
SSL1 	3 	536 	
SSK1 	77 	1124 	
NSE1 	2 	33 	
PAM18 	1 	0 	
RLP24 	0 	0 	
TEN1 	0 	0 	
LOT6 	22 	886 	
YLR012C 	5 	121 	
GAT3 	9 	53 	
PPR1 	68 	2170 	
BRE2 	65 	2001 	
PML1 	17 	328 	
MEU1 	22 	275 	
POM34 	22 	188 	
PSR2 	29 	728 	
YEH2 	33 	480 	
IRC25 	2 	12 	
SDO1 	1 	0 	
IZH3 	16 	176 	
UBR2 	69 	1459 	
SNF7 	0 	0 	
SED5 	0 	0 	
AAT2 	0 	0 	
ADE16 	36 	929 	
RPL15A 	1 	0 	
YLR030W 	11 	53 	
YLR031W 	7 	41 	
RAD5 	11 	74 	
RSC58 	1 	0 	
SMF3 	13 	182 	
MLH2 	44 	1157 	
YLR036C 	6 	38 	
PAU23 	7 	116 	
COX12 	3 	17 	
RIC1 	6 	86 	
AFB1 	3 	4 	
YLR041W 	3 	22 	
YLR042C 	6 	77 	
TRX1 	1 	0 	
PDC1 	14 	136 	
STU2 	11 	126 	
YLR046C 	8 	37 	
FRE8 	19 	175 	
RPS0B 	0 	0 	
YLR049C 	9 	56 	
YLR050C 	7 	38 	
FCF2 	4 	15 	
IES3 	1 	0 	
YLR053C 	3 	3 	
OSW2 	30 	580 	
SPT8 	23 	180 	
ERG3 	2 	14 	
MNL2 	24 	592 	
SHM2 	3 	19 	
REX2 	25 	881 	
FRS1 	1 	0 	
RPL22A 	1 	0 	
BUD28 	1 	0 	
BMT6 	10 	26 	
PER33 	6 	68 	
ENV10 	1 	0 	
SPC3 	0 	0 	
PET309 	11 	139 	
FYV7 	4 	28 	
MEF1 	4 	13 	
XYL2 	18 	402 	
RGR1 	8 	65 	
YLR072W 	11 	156 	
RFU1 	18 	164 	
BUD20 	5 	31 	
RPL10 	0 	0 	
YLR076C 	0 	0 	
FMP25 	10 	89 	
BOS1 	3 	11 	
SIC1 	0 	0 	
EMP46 	19 	299 	
GAL2 	1 	0 	
SRL2 	19 	384 	
EMP70 	10 	53 	
RAX2 	38 	674 	
ARP6 	2 	2 	
SMC4 	0 	0 	
CSF1 	33 	278 	
GAA1 	0 	0 	
ALT1 	5 	26 	
XDJ1 	12 	89 	
GEP5 	8 	46 	
SUL2 	18 	104 	
NYV1 	10 	116 	
GIS3 	26 	556 	
IOC2 	11 	105 	
KIN2 	17 	159 	
HRT3 	8 	64 	
CHA4 	9 	35 	
ICT1 	13 	86 	
MIM2 	1 	0 	
ERG27 	0 	0 	
YLR101C 	1 	0 	
APC9 	2 	7 	
CDC45 	0 	0 	
LCL2 	3 	4 	
SEN2 	0 	0 	
MDN1 	5 	58 	
REX3 	13 	262 	
YLR108C 	3 	3 	
AHP1 	6 	45 	
CCW12 	0 	0 	
YLR111W 	3 	5 	
YLR112W 	7 	64 	
HOG1 	20 	339 	
AVL9 	8 	44 	
CFT2 	0 	0 	
MSL5 	2 	1 	
CLF1 	5 	5 	
YLR118C 	6 	68 	
SRN2 	6 	48 	
YPS1 	12 	103 	
YLR120W-A 	7 	58 	
YPS3 	35 	259 	
YLR122C 	7 	53 	
YLR123C 	5 	19 	
YLR124W 	6 	39 	
YLR125W 	2 	1 	
YLR126C 	7 	19 	
APC2 	4 	11 	
DCN1 	3 	3 	
DIP2 	3 	2 	
ZRT2 	24 	408 	
ACE2 	51 	1588 	
USB1 	0 	0 	
CKI1 	10 	55 	
PDC5 	15 	169 	
SLX4 	25 	272 	
TIS11 	2 	2 	
RKM5 	56 	1237 	
NHA1 	12 	207 	
SLS1 	2 	31 	
YLR140W 	10 	27 	
RRN5 	1 	0 	
PUT1 	16 	158 	
DPH6 	3 	16 	
ACF2 	16 	90 	
RMP1 	1 	0 	
SPE4 	4 	21 	
YLR146W-A 	1 	0 	
SMD3 	0 	0 	
