gene_name	number_of_transposon_per_gene	number_of_read_pergene
YIL047C-A 	16 	338 	
SYG1 	89 	1435 	
YIL046W-A 	13 	1505 	
MET30 	3 	11 	
PIG2 	46 	879 	
AGE2 	41 	559 	
CBR1 	34 	808 	
PKP1 	44 	719 	
GVP36 	36 	617 	
APQ12 	8 	43 	
TED1 	65 	1300 	
NOT3 	39 	255 	
PRM2 	80 	1533 	
CST6 	28 	522 	
CKA1 	46 	920 	
CAP2 	26 	455 	
BCY1 	9 	89 	
YIL032C 	22 	259 	
ULP2 	44 	501 	
YIL030W-A 	18 	167 	
SSM4 	98 	1656 	
YIL029W-A 	14 	143 	
YIL029C 	23 	76 	
YIL028W 	13 	94 	
EMC5 	16 	268 	
IRR1 	27 	282 	
YIL025C 	11 	139 	
YIL024C 	23 	321 	
YKE4 	65 	1408 	
TIM44 	2 	1 	
RPB3 	10 	131 	
YIL021C-A 	1 	0 	
YIL020C-A 	21 	346 	
HIS6 	55 	1521 	
FAF1 	5 	31 	
RPL2B 	16 	89 	
VID28 	115 	2172 	
SNL1 	29 	364 	
BAR1 	111 	3791 	
YIL014C-A 	14 	67 	
MNT3 	74 	1131 	
PDR11 	225 	4247 	
YIL012W 	32 	940 	
TIR3 	52 	889 	
DOT5 	40 	870 	
EST3 	25 	397 	
FAA3 	174 	2936 	
URM1 	16 	85 	
NAS2 	50 	1710 	
YIA6 	86 	2544 	
EPS1 	164 	6357 	
BET1 	0 	0 	
CFD1 	7 	431 	
YIL002W-A 	14 	437 	
INP51 	275 	11830 	
YIL001W 	161 	7164 	
SGN1 	83 	1741 	
MPH1 	301 	8994 	
AIM21 	172 	5054 	
DJP1 	109 	2320 	
IST3 	35 	480 	
PAN1 	244 	9504 	
YIR007W 	149 	3406 	
PRI1 	3 	3 	
MSL1 	21 	271 	
DSN1 	24 	287 	
STS1 	3 	2 	
SQT1 	7 	13 	
GAT4 	26 	924 	
YIR014W 	58 	816 	
RPR2 	6 	41 	
YIR016W 	83 	2345 	
MET28 	53 	5823 	
YIR017W-A 	59 	6142 	
YAP5 	48 	975 	
YIR018C-A 	16 	384 	
FLO11 	82 	1276 	
YIR020C 	4 	6 	
YIR020W-A 	7 	74 	
YIR020C-B 	12 	171 	
MRS1 	3 	8 	
YIR021W-A 	22 	748 	
SEC11 	2 	2 	
DAL81 	80 	1125 	
YIR023C-A 	23 	117 	
INA22 	23 	285 	
MND2 	28 	573 	
YVH1 	24 	227 	
DAL1 	72 	1179 	
DAL4 	94 	1422 	
DAL2 	59 	1228 	
DCG1 	49 	894 	
YIR030W-A 	25 	332 	
DAL7 	69 	1020 	
DAL3 	41 	739 	
MGA2 	70 	906 	
LYS1 	6 	9 	
YIR035C 	47 	1044 	
IRC24 	46 	634 	
YIR036W-A 	25 	561 	
HYR1 	14 	235 	
GTT1 	26 	374 	
YPS6 	31 	178 	
YIR040C 	2 	1 	
PAU15 	4 	26 	
YIR042C 	15 	145 	
YJL225C 	0 	0 	
YJL225W-A 	0 	0 	
PAU1 	0 	0 	
YJL222W-B 	0 	0 	
YJL222W-A 	0 	0 	
VTH2 	10 	176 	
IMA4 	0 	0 	
YJL220W 	0 	0 	
HXT9 	15 	350 	
YJL218W 	11 	89 	
REE1 	17 	211 	
IMA5 	30 	633 	
YJL215C 	18 	53 	
HXT8 	35 	344 	
YJL213W 	20 	241 	
OPT1 	54 	994 	
YJL211C 	27 	644 	
PEX2 	46 	587 	
CBP1 	0 	0 	
NUC1 	19 	221 	
LAA1 	88 	1199 	
YJL206C 	38 	824 	
NCE101 	12 	372 	
RCY1 	10 	112 	
PRP21 	10 	110 	
YJL202C 	8 	116 	
ECM25 	53 	573 	
ACO2 	57 	676 	
MBB1 	10 	96 	
PHO90 	66 	994 	
UBP12 	55 	749 	
YJL197C-A 	0 	0 	
ELO1 	17 	102 	
YJL195C 	0 	0 	
CDC6 	1 	0 	
YJL193W 	19 	157 	
SOP4 	31 	407 	
RPS14B 	38 	584 	
RPS22A 	6 	46 	
RPL39 	2 	12 	
BUD19 	0 	0 	
SWE1 	51 	676 	
MNN5 	44 	442 	
ATG36 	23 	132 	
GON7 	1 	0 	
MNN11 	17 	145 	
YJL182C 	20 	137 	
YJL181W 	39 	345 	
ATP12 	1 	0 	
PFD1 	2 	1 	
ATG27 	14 	208 	
RPL17B 	10 	22 	
SWI3 	8 	118 	
YJL175W 	3 	10 	
KRE9 	0 	0 	
RFA3 	0 	0 	
CPS1 	24 	314 	
YJL171C 	17 	241 	
ASG7 	17 	135 	
YJL169W 	2 	9 	
SET2 	20 	293 	
ERG20 	0 	0 	
QCR8 	2 	6 	
HAL5 	63 	980 	
TPK1 	29 	251 	
YJL163C 	53 	931 	
JJJ2 	62 	1290 	
FMP33 	22 	141 	
YJL160C 	31 	294 	
HSP150 	18 	89 	
CIS3 	23 	611 	
FAR1 	44 	730 	
YJL156W-A 	20 	341 	
SSY5 	1 	0 	
FBP26 	26 	212 	
VPS35 	24 	146 	
INO1 	6 	27 	
YJL152W 	37 	2018 	
SNA3 	20 	1140 	
YJL150W 	26 	735 	
DAS1 	38 	428 	
RPA34 	12 	317 	
YJL147C 	10 	52 	
IDS2 	54 	914 	
SFH5 	37 	642 	
YJL144W 	10 	94 	
TIM17 	9 	201 	
IRC9 	9 	31 	
YAK1 	59 	1468 	
RPB4 	1 	0 	
YUR1 	45 	422 	
TIF2 	5 	30 	
GLG2 	20 	401 	
YJL136W-A 	4 	22 	
RPS21B 	4 	4 	
YJL135W 	17 	502 	
LCB3 	22 	130 	
YJL133C-A 	18 	806 	
MRS3 	26 	321 	
YJL132W 	56 	695 	
AIM23 	29 	447 	
URA2 	134 	2423 	
TRK1 	9 	110 	
PBS2 	33 	427 	
YJL127W-A 	4 	41 	
YJL127C-B 	4 	24 	
SPT10 	44 	710 	
NIT2 	21 	418 	
GCD14 	1 	0 	
LSM1 	4 	12 	
MTC1 	25 	208 	
ALB1 	12 	93 	
RPE1 	9 	40 	
YJL120W 	12 	516 	
YJL119C 	17 	462 	
YJL118W 	23 	636 	
PHO86 	20 	153 	
NCA3 	34 	476 	
ASF1 	9 	39 	
MDV1 	71 	851 	
CCT7 	2 	1 	
GZF3 	34 	215 	
UTP10 	10 	46 	
PRM10 	20 	154 	
YJL107C 	20 	251 	
IME2 	23 	314 	
SET4 	32 	264 	
PAM16 	3 	41 	
GSM1 	21 	238 	
MEF2 	4 	6 	
GSH1 	5 	12 	
LSB6 	62 	1070 	
CHS6 	62 	749 	
SAP185 	51 	776 	
PHS1 	1 	0 	
MRPL49 	0 	0 	
BCK1 	28 	130 	
KHA1 	54 	556 	
TOK1 	27 	210 	
SRS2 	62 	779 	
GWT1 	0 	0 	
DPB11 	5 	30 	
SIP4 	53 	324 	
ARG3 	0 	0 	
TRL1 	3 	6 	
YJL086C 	21 	347 	
EXO70 	0 	0 	
ALY2 	39 	505 	
TAX4 	51 	586 	
IML2 	23 	295 	
ARP4 	0 	0 	
SCP160 	30 	255 	
PRY1 	23 	251 	
PRY3 	109 	1526 	
YJL077W-B 	2 	6 	
ICS3 	21 	416 	
YJL077W-A 	2 	2 	
NET1 	31 	203 	
APQ13 	7 	49 	
SMC3 	0 	0 	
JEM1 	60 	1111 	
PSF2 	4 	11 	
ARG2 	6 	16 	
YJL070C 	49 	461 	
UTP18 	1 	0 	
YJL068C 	24 	339 	
YJL067W 	12 	210 	
MPM1 	24 	488 	
DLS1 	17 	154 	
YJL064W 	13 	141 	
MRPL8 	1 	0 	
COA3 	0 	0 	
LAS21 	49 	466 	
NUP82 	9 	49 	
BNA3 	33 	388 	
YHC3 	45 	614 	
BIT61 	44 	506 	
IKS1 	59 	549 	
ZAP1 	9 	40 	
YJL055W 	62 	1151 	
TIM54 	6 	36 	
PEP8 	7 	19 	
YJL052C-A 	12 	480 	
TDH1 	37 	654 	
IRC8 	126 	3025 	
MTR4 	0 	0 	
YJL049W 	8 	23 	
UBX6 	41 	533 	
YJL047C-A 	11 	99 	
RTT101 	42 	528 	
AIM22 	34 	570 	
YJL045W 	64 	886 	
GYP6 	69 	834 	
YJL043W 	67 	2441 	
MHP1 	158 	2817 	
NSP1 	3 	2 	
NUP192 	8 	31 	
LOH1 	14 	61 	
IRC18 	37 	430 	
SNX4 	32 	462 	
TAD2 	2 	2 	
KAR2 	6 	21 	
HCA4 	1 	0 	
YJL032W 	2 	1 	
BET4 	2 	1 	
MAD2 	46 	2242 	
VPS53 	29 	414 	
YJL028W 	30 	3814 	
YJL027C 	35 	4696 	
RNR2 	14 	218 	
YJL026C-A 	0 	0 	
RRN7 	5 	14 	
APS3 	49 	1215 	
PET130 	10 	43 	
YJL022W 	1 	0 	
BBC1 	130 	1566 	
YJL020W-A 	7 	72 	
MPS3 	29 	927 	
YJL016W 	108 	2587 	
YJL015C 	19 	1187 	
CCT3 	4 	3 	
MAD3 	133 	7924 	
VTC4 	104 	3141 	
RPC17 	0 	0 	
NOP9 	23 	124 	
YJL009W 	9 	348 	
CCT8 	1 	0 	
YJL007C 	31 	1444 	
CTK2 	9 	261 	
CYR1 	28 	347 	
SYS1 	63 	2676 	
COX16 	9 	110 	
OST1 	5 	10 	
PRE3 	6 	57 	
AVT1 	177 	13675 	
MPP10 	73 	1843 	
YJR003C 	116 	3788 	
SAG1 	170 	6677 	
APL1 	126 	3004 	
YJR005C-A 	29 	354 	
POL31 	2 	1 	
SUI2 	11 	238 	
MHO1 	99 	2994 	
TDH2 	79 	1379 	
MET3 	141 	4957 	
SPC1 	22 	469 	
YJR011C 	39 	343 	
YJR012C 	52 	1638 	
GPI14 	2 	2 	
TMA22 	38 	693 	
YJR015W 	121 	2122 	
ILV3 	1 	0 	
ESS1 	4 	44 	
YJR018W 	11 	306 	
TES1 	96 	3175 	
YJR020W 	31 	1172 	
REC107 	68 	2335 	
LSM8 	1 	0 	
YJR023C 	3 	2 	
MDE1 	35 	861 	
BNA1 	43 	832 	
YJR030C 	125 	2411 	
GEA1 	149 	2362 	
CPR7 	25 	84 	
RAV1 	66 	692 	
PET191 	1 	0 	
RAD26 	81 	1252 	
HUL4 	74 	777 	
YJR037W 	9 	25 	
YJR038C 	25 	431 	
YJR039W 	113 	1830 	
GEF1 	46 	362 	
URB2 	1 	0 	
NUP85 	22 	174 	
POL32 	40 	579 	
VPS55 	15 	167 	
SSC1 	1 	0 	
TAH11 	3 	2 	
ANB1 	26 	466 	
CYC1 	14 	128 	
UTR1 	24 	179 	
ISY1 	36 	1143 	
OSM1 	61 	1068 	
RAD7 	53 	887 	
BFA1 	46 	1266 	
KCH1 	41 	482 	
HIT1 	13 	83 	
YJR056C 	21 	74 	
CDC8 	1 	0 	
APS2 	25 	266 	
PTK2 	31 	291 	
CBF1 	22 	291 	
YJR061W 	88 	1459 	
NTA1 	39 	645 	
RPA12 	8 	51 	
CCT5 	3 	16 	
ARP3 	0 	0 	
TOR1 	170 	3346 	
YAE1 	0 	0 	
RFC2 	0 	0 	
HAM1 	18 	364 	
LIA1 	32 	634 	
YJR071W 	22 	262 	
NPA3 	27 	276 	
OPI3 	7 	40 	
MOG1 	37 	671 	
HOC1 	31 	375 	
CDC11 	22 	127 	
MIR1 	9 	126 	
BNA2 	100 	2256 	
YJR079W 	35 	294 	
AIM24 	28 	367 	
EAF6 	13 	152 	
ACF4 	31 	338 	
YJR084W 	39 	741 	
YJR085C 	13 	163 	
STE18 	6 	43 	
YJR087W 	8 	36 	
EMC2 	23 	238 	
BIR1 	54 	1181 	
GRR1 	28 	454 	
JSN1 	49 	777 	
BUD4 	137 	3169 	
FIP1 	2 	1 	
IME1 	29 	363 	
RPL43B 	18 	123 	
SFC1 	42 	575 	
YJR096W 	34 	370 	
JJJ3 	8 	25 	
YJR098C 	39 	352 	
YUH1 	26 	69 	
AIM25 	28 	737 	
RSM26 	3 	31 	
VPS25 	6 	59 	
URA8 	120 	2778 	
SOD1 	16 	206 	
ADO1 	9 	15 	
ECM27 	50 	578 	
YJR107W 	23 	170 	
ABM1 	34 	1122 	
CPA2 	50 	521 	
YMR1 	69 	1470 	
YJR111C 	34 	382 	
NNF1 	4 	7 	
YJR112W-A 	21 	246 	
RSM7 	4 	16 	
YJR114W 	5 	31 	
YJR115W 	33 	538 	
TDA4 	43 	580 	
STE24 	27 	268 	
ILM1 	6 	22 	
JHD2 	57 	907 	
YJR120W 	28 	971 	
ATP2 	2 	1 	
IBA57 	0 	0 	
RPS5 	0 	0 	
YJR124C 	41 	812 	
ENT3 	29 	535 	
VPS70 	33 	248 	
RSF2 	205 	4620 	
YJR128W 	32 	461 	
YJR129C 	53 	1223 	
STR2 	37 	398 	
MNS1 	48 	1762 	
NMD5 	31 	241 	
XPT1 	22 	321 	
SGM1 	30 	201 	
MCM22 	5 	33 	
TIM8 	0 	0 	
TTI2 	0 	0 	
MET5 	111 	2608 	
IML1 	16 	130 	
HOM6 	8 	62 	
HIR3 	73 	675 	
YJR140W-A 	4 	6 	
YJR141W 	0 	0 	
YJR142W 	24 	412 	
PMT4 	42 	455 	
MGM101 	2 	2 	
RPS4A 	7 	13 	
YJR146W 	24 	419 	
HMS2 	44 	513 	
BAT2 	97 	1848 	
YJR149W 	33 	378 	
DAN1 	21 	170 	
DAN4 	32 	372 	
YJR151W-A 	4 	52 	
DAL5 	27 	270 	
PGU1 	27 	165 	
YJR154W 	89 	1728 	
AAD10 	29 	439 	
THI11 	15 	103 	
YJR157W 	3 	3 	
HXT16 	1 	0 	
SOR1 	1 	0 	
MPH3 	0 	0 	
COS5 	2 	1 	
YJR162C 	2 	4 	
YKL225W 	7 	7 	
PAU16 	4 	5 	
YKL223W 	3 	40 	
YKL222C 	33 	272 	
MCH2 	64 	1060 	
FRE2 	40 	821 	
COS9 	20 	325 	
SRY1 	41 	886 	
JEN1 	49 	1020 	
URA1 	12 	101 	
OXP1 	124 	2494 	
YRA2 	14 	312 	
DOA1 	14 	64 	
SAC1 	3 	8 	
TRP3 	41 	417 	
UBA1 	0 	0 	
STE6 	83 	1363 	
CBT1 	10 	47 	
EMC3 	13 	338 	
ADD66 	13 	55 	
LOS1 	25 	322 	
EAP1 	18 	139 	
TOR2 	4 	4 	
YKL202W 	9 	27 	
MNN4 	93 	893 	
PTK1 	139 	5402 	
PEX1 	140 	3261 	
YKT6 	1 	0 	
MIA40 	8 	27 	
MST1 	2 	2 	
SDS22 	0 	0 	
ACP1 	2 	1 	
DPH2 	18 	120 	
CNB1 	8 	58 	
HYM1 	1 	0 	
PXA2 	34 	373 	
FAT3 	65 	1330 	
MTR2 	16 	178 	
ASH1 	56 	544 	
SPE1 	12 	134 	
YKL183C-A 	18 	803 	
LOT5 	61 	1100 	
FAS1 	0 	0 	
PRS1 	7 	27 	
RPL17A 	2 	1 	
COY1 	28 	137 	
STE3 	32 	392 	
YKL177W 	8 	119 	
LST4 	39 	590 	
ZRT3 	11 	72 	
TPO5 	15 	139 	
SNU114 	20 	196 	
EBP2 	10 	65 	
NNK1 	49 	547 	
MRPL38 	2 	3 	
YKL169C 	4 	7 	
KKQ8 	49 	844 	
MRP49 	10 	102 	
TPK3 	56 	807 	
YKL165C-A 	7 	42 	
MCD4 	2 	1 	
PIR1 	10 	61 	
PIR3 	29 	164 	
YKL162C-A 	4 	33 	
YKL162C 	19 	254 	
KDX1 	26 	150 	
ELF1 	6 	43 	
RCN1 	11 	81 	
APE2 	84 	1196 	
RPS27A 	5 	41 	
YKL156C-A 	0 	0 	
RSM22 	11 	128 	
SRP102 	2 	2 	
YKL153W 	1 	0 	
GPM1 	0 	0 	
YKL151C 	52 	737 	
MCR1 	46 	422 	
DBR1 	21 	132 	
SDH1 	41 	747 	
YKL147C 	35 	626 	
AVT3 	62 	1120 	
RPT1 	0 	0 	
YKL145W-A 	0 	0 	
RPC25 	0 	0 	
LTV1 	10 	62 	
MRP8 	11 	75 	
SDH3 	8 	31 	
TGL1 	34 	271 	
CTK1 	3 	4 	
HSK3 	0 	0 	
MRPL31 	2 	2 	
CMC1 	7 	19 	
YKL136W 	14 	120 	
APL2 	38 	533 	
OCT1 	4 	33 	
YKL133C 	32 	312 	
RMA1 	22 	256 	
YKL131W 	15 	68 	
SHE2 	9 	34 	
MYO3 	67 	904 	
PMU1 	37 	822 	
PGM1 	75 	1061 	
YPK1 	6 	9 	
RRN3 	9 	60 	
SSH4 	44 	568 	
YKL123W 	8 	70 	
SRP21 	7 	138 	
DGR2 	34 	424 	
OAC1 	17 	371 	
VPH2 	2 	49 	
YKL118W 	16 	505 	
SBA1 	13 	148 	
PRR1 	22 	174 	
YKL115C 	23 	96 	
APN1 	44 	557 	
RAD27 	23 	184 	
ABF1 	10 	91 	
YKL111C 	9 	87 	
KTI12 	36 	448 	
HAP4 	36 	369 	
SLD2 	17 	81 	
YKL107W 	22 	148 	
YKL106C-A 	4 	24 	
AAT1 	29 	332 	
SEG2 	67 	1120 	
GFA1 	0 	0 	
APE1 	49 	736 	
YKL102C 	30 	671 	
HSL1 	120 	1689 	
YKL100C 	38 	423 	
YKL100W-A 	1 	0 	
UTP11 	2 	1 	
MTC2 	15 	135 	
YKL097C 	36 	614 	
YKL096C-B 	5 	5 	
CWP2 	3 	2 	
CWP1 	28 	484 	
YJU2 	23 	539 	
YJU3 	24 	436 	
MBR1 	14 	113 	
BUD2 	43 	563 	
YKL091C 	31 	403 	
CUE2 	41 	509 	
MIF2 	1 	0 	
CAB3 	13 	69 	
CYT2 	32 	697 	
SRX1 	34 	923 	
MDH1 	25 	527 	
HOT13 	24 	496 	
YKL083W 	8 	12 	
RRP14 	13 	36 	
TEF4 	21 	166 	
VMA5 	2 	1 	
SMY1 	34 	723 	
DHR2 	6 	29 	
YKL077W 	22 	325 	
PSY1 	9 	118 	
YKL075C 	51 	968 	
MUD2 	72 	1330 	
LHS1 	41 	298 	
STB6 	51 	903 	
YKL071W 	23 	526 	
YKL070W 	24 	291 	
YKL069W 	11 	142 	
YKL068W-A 	11 	74 	
NUP100 	51 	388 	
YNK1 	12 	23 	
YKL066W 	37 	968 	
YKL065W-A 	11 	135 	
YET1 	15 	94 	
MNR2 	62 	870 	
YKL063C 	9 	82 	
MSN4 	34 	295 	
BLI1 	10 	223 	
FBA1 	0 	0 	
MPE1 	37 	648 	
TOA2 	0 	0 	
NUP120 	31 	147 	
TMA19 	15 	55 	
OAR1 	36 	459 	
DEF1 	8 	22 	
MDM35 	6 	37 	
YKL053W 	31 	791 	
ASK1 	45 	2302 	
SFK1 	52 	699 	
YKL050C 	68 	1109 	
CSE4 	2 	60 	
ELM1 	39 	489 	
ANR2 	47 	1013 	
DCW1 	34 	606 	
PRI2 	6 	44 	
YKL044W 	21 	138 	
PHD1 	31 	385 	
SPC42 	0 	0 	
VPS24 	2 	1 	
NFU1 	23 	278 	
PTM1 	34 	548 	
RGT1 	76 	1099 	
AIM26 	45 	1033 	
YKL036C 	35 	747 	
UGP1 	2 	1 	
TUL1 	69 	1552 	
YKL033W-A 	23 	324 	
TTI1 	1 	0 	
IXR1 	99 	1650 	
YKL031W 	36 	1158 	
YKL030W 	48 	3358 	
MAE1 	150 	6845 	
TFA1 	21 	154 	
TCD2 	94 	1359 	
GPX1 	33 	388 	
PAN3 	126 	2198 	
URA6 	1 	0 	
YKL023C-A 	26 	630 	
YKL023W 	45 	775 	
CDC16 	18 	803 	
MAK11 	31 	363 	
SPT23 	100 	2203 	
RAM2 	1 	0 	
YKL018C-A 	19 	562 	
SWD2 	2 	9 	
HCS1 	153 	2973 	
ATP7 	6 	8 	
PUT3 	114 	2092 	
URB1 	29 	170 	
ARC19 	0 	0 	
PRP40 	46 	452 	
CCE1 	57 	1126 	
UFD4 	248 	7685 	
MRT4 	22 	281 	
LAC1 	125 	2242 	
CAP1 	63 	1563 	
SFT1 	12 	430 	
RPL14A 	11 	74 	
BYE1 	201 	5366 	
AUR1 	14 	308 	
MRP17 	7 	109 	
DID4 	17 	227 	
MET14 	52 	3699 	
VPS1 	15 	93 	
PAP1 	21 	1163 	
OSH6 	128 	4740 	
ECM9 	23 	151 	
YKR005C 	182 	5751 	
MRPL13 	8 	115 	
MEH1 	49 	885 	
RSC4 	3 	2 	
FOX2 	223 	6337 	
TOF2 	164 	3410 	
YKR011C 	58 	1753 	
YKR012C 	36 	886 	
PRY2 	89 	1457 	
YPT52 	20 	83 	
YKR015C 	94 	1411 	
MIC60 	39 	278 	
HEL1 	80 	1264 	
YKR018C 	93 	2296 	
IRS4 	93 	1473 	
VPS51 	12 	64 	
ALY1 	115 	1725 	
NTR2 	32 	365 	
YKR023W 	99 	2560 	
DBP7 	38 	263 	
RPC37 	13 	189 	
GCN3 	89 	1243 	
BCH2 	129 	2355 	
SAP190 	92 	1239 	
SET3 	69 	952 	
GMH1 	23 	273 	
SPO14 	117 	1869 	
YKR032W 	24 	1124 	
YKR033C 	22 	158 	
DAL80 	47 	752 	
OPI8 	2 	19 	
DID2 	1 	0 	
CAF4 	97 	1778 	
SPC34 	13 	160 	
KAE1 	1 	0 	
GAP1 	91 	1241 	
YKR040C 	60 	2357 	
YKR041W 	99 	3717 	
UTH1 	4 	16 	
SHB17 	40 	558 	
UIP5 	77 	2029 	
YKR045C 	37 	830 	
PET10 	19 	282 	
YKR047W 	7 	92 	
NAP1 	27 	409 	
FMP46 	20 	162 	
TRK2 	97 	1404 	
YKR051W 	42 	689 	
MRS4 	28 	477 	
YSR3 	90 	1845 	
DYN1 	74 	518 	
RHO4 	24 	474 	
TRM2 	62 	858 	
RPS21A 	20 	71 	
GLG1 	34 	211 	
TIF1 	10 	95 	
UTP30 	32 	384 	
KTR2 	64 	909 	
TFA2 	1 	0 	
LAS1 	0 	0 	
OAF3 	53 	587 	
PAM17 	12 	130 	
CCP1 	56 	1154 	
GPT2 	96 	2239 	
BET3 	0 	0 	
MET1 	81 	2397 	
YKR070W 	45 	1061 	
DRE2 	5 	5 	
SIS2 	28 	281 	
YKR073C 	27 	949 	
AIM29 	12 	185 	
YKR075C 	35 	878 	
YKR075W-A 	19 	415 	
ECM4 	41 	508 	
MSA2 	42 	496 	
YKR078W 	44 	741 	
TRZ1 	10 	18 	
MTD1 	19 	232 	
RPF2 	7 	51 	
NUP133 	37 	283 	
DAD2 	0 	0 	
HBS1 	38 	322 	
MRPL20 	5 	28 	
PRP16 	19 	227 	
OMA1 	34 	377 	
TVP38 	21 	184 	
TGL4 	43 	457 	
PXL1 	67 	978 	
SRL3 	18 	257 	
SRP40 	19 	572 	
PTR2 	46 	758 	
RPL40B 	9 	19 	
MLP1 	77 	1048 	
PCC1 	1 	0 	
ESL2 	83 	3789 	
PCK1 	57 	1200 	
UBP11 	27 	370 	
BAS1 	22 	247 	
SKG1 	28 	199 	
SIR1 	36 	293 	
FLO10 	101 	1644 	
NFT1 	71 	801 	
YKR104W 	25 	349 	
VBA5 	16 	266 	
GEX2 	35 	610 	
YLL067C 	0 	0 	
YLL067W-A 	0 	0 	
YLL066W-B 	6 	54 	
YLL066C 	1 	0 	
YLL066W-A 	0 	0 	
YLL065W 	10 	90 	
PAU18 	0 	0 	
AYT1 	36 	419 	
MHT1 	28 	357 	
MMP1 	50 	862 	
GTT2 	33 	501 	
YLL059C 	39 	1691 	
YLL058W 	26 	365 	
JLP1 	52 	1085 	
YLL056C 	46 	735 	
YCT1 	30 	311 	
YLL054C 	38 	388 	
YLL053C 	13 	178 	
AQY2 	16 	137 	
FRE6 	48 	517 	
COF1 	0 	0 	
LDB18 	2 	20 	
YBT1 	80 	1385 	
YLL047W 	15 	85 	
RNP1 	23 	143 	
RPL8B 	16 	95 	
YLL044W 	7 	15 	
FPS1 	19 	120 	
ATG10 	6 	264 	
SDH2 	19 	278 	
VPS13 	187 	4146 	
UBI4 	12 	107 	
ENT4 	40 	1329 	
YLL037W 	14 	54 	
PRP19 	6 	23 	
GRC3 	1 	0 	
RIX7 	1 	0 	
IRC19 	1 	0 	
YLL032C 	57 	651 	
GPI13 	5 	8 	
RRT7 	13 	748 	
FRA1 	98 	2658 	
TPO1 	100 	2323 	
ISA1 	0 	0 	
HSP104 	75 	1289 	
PAU17 	21 	100 	
SSA2 	37 	460 	
POM33 	41 	871 	
HIF1 	51 	920 	
SPA2 	131 	2060 	
YLL020C 	14 	241 	
KNS1 	162 	3425 	
YLL019W-A 	14 	149 	
COX19 	5 	7 	
DPS1 	1 	0 	
BPT1 	162 	2596 	
EMC6 	9 	110 	
PUF3 	157 	8872 	
YEH1 	142 	4313 	
SOF1 	13 	67 	
PSR1 	109 	6265 	
COX17 	1 	0 	
DRS1 	28 	294 	
YLL007C 	62 	387 	
YLL006W-A 	22 	1879 	
MMM1 	25 	280 	
SPO75 	141 	2828 	
ORC3 	2 	1 	
SFI1 	27 	1475 	
RTT109 	55 	725 	
DNM1 	233 	5714 	
YLR001C 	268 	9334 	
NOC3 	25 	127 	
CMS1 	70 	1243 	
THI73 	128 	4730 	
SSL1 	7 	36 	
SSK1 	131 	2375 	
NSE1 	0 	0 	
PAM18 	2 	3 	
RLP24 	1 	0 	
TEN1 	0 	0 	
LOT6 	42 	1092 	
YLR012C 	9 	151 	
GAT3 	17 	84 	
PPR1 	132 	2834 	
BRE2 	80 	1057 	
PML1 	40 	1134 	
MEU1 	62 	893 	
POM34 	57 	1510 	
PSR2 	65 	1340 	
YEH2 	81 	1517 	
IRC25 	23 	126 	
SDO1 	1 	0 	
IZH3 	53 	1046 	
UBR2 	229 	6677 	
SNF7 	2 	3 	
SED5 	0 	0 	
AAT2 	1 	0 	
ADE16 	91 	1498 	
RPL15A 	0 	0 	
YLR030W 	31 	319 	
YLR031W 	15 	114 	
RAD5 	61 	667 	
RSC58 	1 	0 	
SMF3 	30 	277 	
MLH2 	84 	2949 	
YLR036C 	16 	65 	
PAU23 	14 	233 	
COX12 	3 	5 	
RIC1 	37 	338 	
AFB1 	13 	200 	
YLR041W 	2 	1 	
YLR042C 	14 	217 	
TRX1 	6 	36 	
PDC1 	31 	326 	
STU2 	16 	198 	
YLR046C 	21 	156 	
FRE8 	47 	548 	
RPS0B 	11 	65 	
YLR049C 	22 	146 	
YLR050C 	14 	127 	
FCF2 	9 	38 	
IES3 	11 	70 	
YLR053C 	8 	17 	
OSW2 	61 	689 	
SPT8 	43 	267 	
ERG3 	7 	24 	
MNL2 	63 	719 	
SHM2 	2 	1 	
REX2 	54 	1312 	
FRS1 	1 	0 	
RPL22A 	2 	1 	
BUD28 	1 	0 	
BMT6 	15 	150 	
PER33 	10 	16 	
ENV10 	6 	8 	
SPC3 	1 	0 	
PET309 	1 	0 	
FYV7 	5 	24 	
MEF1 	0 	0 	
XYL2 	28 	497 	
RGR1 	15 	273 	
YLR072W 	43 	377 	
RFU1 	35 	497 	
BUD20 	10 	78 	
RPL10 	0 	0 	
YLR076C 	0 	0 	
FMP25 	63 	1476 	
BOS1 	8 	101 	
SIC1 	7 	12 	
EMP46 	45 	607 	
GAL2 	18 	203 	
SRL2 	39 	577 	
EMP70 	30 	205 	
RAX2 	82 	1320 	
ARP6 	34 	696 	
SMC4 	1 	0 	
CSF1 	66 	838 	
GAA1 	2 	1 	
ALT1 	4 	22 	
XDJ1 	35 	563 	
GEP5 	15 	161 	
SUL2 	74 	1948 	
NYV1 	29 	166 	
GIS3 	45 	818 	
IOC2 	47 	551 	
KIN2 	57 	435 	
HRT3 	19 	181 	
CHA4 	48 	623 	
ICT1 	35 	426 	
MIM2 	7 	19 	
ERG27 	1 	0 	
YLR101C 	4 	29 	
APC9 	9 	31 	
CDC45 	0 	0 	
LCL2 	8 	92 	
SEN2 	2 	1 	
MDN1 	8 	134 	
REX3 	25 	549 	
YLR108C 	20 	187 	
AHP1 	16 	131 	
CCW12 	3 	2 	
YLR111W 	22 	243 	
YLR112W 	25 	284 	
HOG1 	32 	510 	
