gene_name	number_of_transposon_per_gene	number_of_read_pergene
RPL34B 	17 	50 	
MMF1 	22 	286 	
PCL7 	23 	223 	
DFG10 	22 	309 	
NEO1 	8 	135 	
YIL047C-A 	29 	642 	
SYG1 	137 	2336 	
YIL046W-A 	16 	1164 	
MET30 	3 	5 	
PIG2 	67 	983 	
AGE2 	50 	563 	
CBR1 	31 	560 	
PKP1 	56 	932 	
GVP36 	27 	251 	
APQ12 	7 	84 	
TED1 	58 	1294 	
NOT3 	45 	283 	
PRM2 	84 	1398 	
CST6 	34 	387 	
CKA1 	42 	682 	
CAP2 	32 	602 	
BCY1 	13 	93 	
YIL032C 	12 	375 	
ULP2 	44 	532 	
YIL030W-A 	23 	156 	
SSM4 	146 	2804 	
YIL029W-A 	20 	341 	
YIL029C 	18 	173 	
YIL028W 	17 	125 	
EMC5 	21 	213 	
IRR1 	28 	702 	
YIL025C 	19 	174 	
YIL024C 	35 	576 	
YKE4 	68 	1910 	
TIM44 	2 	3 	
RPB3 	14 	83 	
YIL021C-A 	0 	0 	
YIL020C-A 	30 	516 	
HIS6 	61 	2810 	
FAF1 	10 	20 	
RPL2B 	39 	189 	
VID28 	133 	1692 	
SNL1 	42 	571 	
BAR1 	128 	2303 	
YIL014C-A 	20 	202 	
MNT3 	80 	1165 	
PDR11 	296 	5311 	
YIL012W 	30 	1617 	
TIR3 	43 	635 	
DOT5 	38 	944 	
EST3 	38 	1021 	
FAA3 	172 	3653 	
URM1 	15 	139 	
NAS2 	63 	2267 	
YIA6 	89 	2651 	
EPS1 	189 	4876 	
BET1 	1 	0 	
CFD1 	4 	684 	
YIL002W-A 	17 	451 	
INP51 	275 	13217 	
YIL001W 	161 	8663 	
SGN1 	78 	1358 	
MPH1 	269 	10011 	
AIM21 	177 	3616 	
DJP1 	106 	3154 	
IST3 	37 	1283 	
PAN1 	276 	11147 	
YIR007W 	172 	4116 	
PRI1 	4 	31 	
MSL1 	30 	559 	
DSN1 	25 	462 	
STS1 	13 	115 	
SQT1 	7 	54 	
GAT4 	34 	902 	
YIR014W 	62 	1948 	
RPR2 	10 	96 	
YIR016W 	97 	3435 	
MET28 	44 	5151 	
YIR017W-A 	49 	5624 	
YAP5 	51 	2060 	
YIR018C-A 	13 	195 	
FLO11 	122 	1601 	
YIR020C 	11 	23 	
YIR020W-A 	16 	291 	
YIR020C-B 	26 	580 	
MRS1 	40 	526 	
YIR021W-A 	19 	1067 	
SEC11 	2 	1 	
DAL81 	124 	1953 	
YIR023C-A 	23 	267 	
INA22 	40 	583 	
MND2 	47 	1202 	
YVH1 	37 	1009 	
DAL1 	91 	2615 	
DAL4 	118 	2893 	
DAL2 	58 	2032 	
DCG1 	47 	528 	
YIR030W-A 	20 	185 	
DAL7 	76 	1207 	
DAL3 	55 	2080 	
MGA2 	94 	1324 	
LYS1 	63 	831 	
YIR035C 	47 	1721 	
IRC24 	54 	1410 	
YIR036W-A 	31 	964 	
HYR1 	20 	339 	
GTT1 	34 	372 	
YPS6 	30 	334 	
YIR040C 	3 	2 	
PAU15 	2 	4 	
YIR042C 	31 	518 	
YJL225C 	0 	0 	
YJL225W-A 	0 	0 	
PAU1 	0 	0 	
YJL222W-B 	0 	0 	
YJL222W-A 	0 	0 	
VTH2 	12 	383 	
IMA4 	0 	0 	
YJL220W 	0 	0 	
HXT9 	28 	223 	
YJL218W 	12 	41 	
REE1 	14 	286 	
IMA5 	29 	461 	
YJL215C 	23 	130 	
HXT8 	46 	997 	
YJL213W 	31 	639 	
OPT1 	61 	852 	
YJL211C 	40 	1727 	
PEX2 	65 	1596 	
CBP1 	42 	550 	
NUC1 	30 	443 	
LAA1 	105 	1285 	
YJL206C 	41 	554 	
NCE101 	16 	303 	
RCY1 	20 	128 	
PRP21 	11 	143 	
YJL202C 	10 	65 	
ECM25 	56 	521 	
ACO2 	55 	456 	
MBB1 	12 	178 	
PHO90 	68 	1270 	
UBP12 	63 	821 	
YJL197C-A 	2 	1 	
ELO1 	18 	318 	
YJL195C 	2 	2 	
CDC6 	2 	1 	
YJL193W 	25 	281 	
SOP4 	37 	415 	
RPS14B 	35 	474 	
RPS22A 	13 	122 	
RPL39 	4 	16 	
BUD19 	2 	1 	
SWE1 	50 	596 	
MNN5 	48 	511 	
ATG36 	38 	577 	
GON7 	2 	10 	
MNN11 	15 	151 	
YJL182C 	25 	268 	
YJL181W 	62 	543 	
ATP12 	12 	50 	
PFD1 	4 	48 	
ATG27 	20 	264 	
RPL17B 	14 	101 	
SWI3 	16 	99 	
YJL175W 	7 	22 	
KRE9 	1 	0 	
RFA3 	0 	0 	
CPS1 	40 	830 	
YJL171C 	30 	346 	
ASG7 	24 	510 	
YJL169W 	8 	34 	
SET2 	38 	667 	
ERG20 	0 	0 	
QCR8 	6 	29 	
HAL5 	48 	414 	
TPK1 	41 	398 	
YJL163C 	81 	1017 	
JJJ2 	63 	670 	
FMP33 	27 	424 	
YJL160C 	32 	279 	
HSP150 	8 	18 	
CIS3 	24 	400 	
FAR1 	77 	927 	
YJL156W-A 	27 	722 	
SSY5 	3 	2 	
FBP26 	38 	174 	
VPS35 	44 	620 	
INO1 	69 	1812 	
YJL152W 	33 	1714 	
SNA3 	19 	1100 	
YJL150W 	21 	618 	
DAS1 	36 	434 	
RPA34 	15 	200 	
YJL147C 	10 	50 	
IDS2 	49 	617 	
SFH5 	45 	680 	
YJL144W 	8 	68 	
TIM17 	6 	37 	
IRC9 	14 	101 	
YAK1 	51 	980 	
RPB4 	4 	9 	
YUR1 	46 	798 	
TIF2 	1 	0 	
GLG2 	31 	700 	
YJL136W-A 	5 	26 	
RPS21B 	10 	79 	
YJL135W 	18 	252 	
LCB3 	20 	158 	
YJL133C-A 	28 	395 	
MRS3 	31 	591 	
YJL132W 	81 	1050 	
AIM23 	33 	466 	
URA2 	167 	3209 	
TRK1 	25 	133 	
PBS2 	44 	416 	
YJL127W-A 	5 	5 	
YJL127C-B 	9 	94 	
SPT10 	46 	515 	
NIT2 	24 	205 	
GCD14 	0 	0 	
LSM1 	6 	19 	
MTC1 	35 	369 	
ALB1 	12 	243 	
RPE1 	12 	57 	
YJL120W 	20 	425 	
YJL119C 	15 	402 	
YJL118W 	26 	693 	
PHO86 	36 	352 	
NCA3 	29 	216 	
ASF1 	14 	101 	
MDV1 	58 	1079 	
CCT7 	4 	30 	
GZF3 	34 	235 	
UTP10 	15 	183 	
PRM10 	33 	354 	
YJL107C 	23 	187 	
IME2 	25 	279 	
SET4 	49 	618 	
PAM16 	7 	33 	
GSM1 	27 	239 	
MEF2 	51 	559 	
GSH1 	10 	102 	
LSB6 	66 	868 	
CHS6 	103 	1671 	
SAP185 	51 	753 	
PHS1 	0 	0 	
MRPL49 	11 	161 	
BCK1 	21 	78 	
KHA1 	66 	1384 	
TOK1 	44 	496 	
SRS2 	75 	1155 	
GWT1 	5 	11 	
DPB11 	4 	41 	
SIP4 	69 	512 	
ARG3 	22 	309 	
TRL1 	1 	0 	
YJL086C 	23 	818 	
EXO70 	4 	7 	
ALY2 	52 	586 	
TAX4 	82 	931 	
IML2 	35 	296 	
ARP4 	1 	0 	
SCP160 	48 	414 	
PRY1 	38 	562 	
PRY3 	132 	2667 	
YJL077W-B 	2 	3 	
ICS3 	25 	929 	
YJL077W-A 	3 	4 	
NET1 	63 	582 	
APQ13 	18 	214 	
SMC3 	1 	0 	
JEM1 	61 	647 	
PSF2 	2 	4 	
ARG2 	22 	82 	
YJL070C 	39 	269 	
UTP18 	2 	24 	
YJL068C 	33 	561 	
YJL067W 	17 	485 	
MPM1 	36 	1122 	
DLS1 	17 	275 	
YJL064W 	12 	262 	
MRPL8 	33 	446 	
COA3 	14 	494 	
LAS21 	67 	1147 	
NUP82 	6 	37 	
BNA3 	37 	194 	
YHC3 	53 	800 	
BIT61 	46 	490 	
IKS1 	63 	513 	
ZAP1 	9 	30 	
YJL055W 	55 	963 	
TIM54 	6 	91 	
PEP8 	28 	253 	
YJL052C-A 	12 	315 	
TDH1 	44 	472 	
IRC8 	134 	2890 	
MTR4 	1 	0 	
YJL049W 	21 	81 	
UBX6 	49 	653 	
YJL047C-A 	14 	125 	
RTT101 	48 	257 	
AIM22 	46 	635 	
YJL045W 	87 	1360 	
GYP6 	68 	1020 	
YJL043W 	71 	2848 	
MHP1 	163 	1800 	
NSP1 	3 	2 	
NUP192 	7 	68 	
LOH1 	24 	142 	
IRC18 	44 	808 	
SNX4 	30 	221 	
TAD2 	2 	6 	
KAR2 	6 	20 	
HCA4 	2 	4 	
YJL032W 	3 	8 	
BET4 	2 	3 	
MAD2 	57 	1066 	
VPS53 	35 	753 	
YJL028W 	32 	2745 	
YJL027C 	38 	4400 	
RNR2 	11 	101 	
YJL026C-A 	0 	0 	
RRN7 	3 	4 	
APS3 	40 	572 	
PET130 	47 	583 	
YJL022W 	21 	319 	
BBC1 	149 	1886 	
YJL020W-A 	17 	312 	
MPS3 	32 	1439 	
YJL016W 	120 	2154 	
YJL015C 	26 	1108 	
CCT3 	1 	0 	
MAD3 	109 	1439 	
VTC4 	113 	2960 	
RPC17 	1 	0 	
NOP9 	34 	228 	
YJL009W 	12 	256 	
CCT8 	2 	1 	
YJL007C 	18 	1426 	
CTK2 	15 	121 	
CYR1 	50 	822 	
SYS1 	69 	1708 	
COX16 	37 	931 	
OST1 	12 	106 	
PRE3 	4 	31 	
AVT1 	172 	11608 	
MPP10 	82 	1673 	
YJR003C 	110 	4791 	
SAG1 	188 	5541 	
APL1 	132 	2897 	
YJR005C-A 	30 	320 	
POL31 	0 	0 	
SUI2 	12 	271 	
MHO1 	101 	4034 	
TDH2 	87 	1489 	
MET3 	138 	2914 	
SPC1 	18 	404 	
YJR011C 	33 	354 	
YJR012C 	44 	2492 	
GPI14 	4 	72 	
TMA22 	44 	849 	
YJR015W 	111 	2113 	
ILV3 	3 	3 	
ESS1 	4 	83 	
YJR018W 	16 	134 	
TES1 	95 	3097 	
YJR020W 	30 	751 	
REC107 	74 	2525 	
LSM8 	3 	12 	
YJR023C 	3 	12 	
MDE1 	34 	411 	
BNA1 	40 	813 	
YJR030C 	137 	2942 	
GEA1 	177 	2395 	
CPR7 	46 	778 	
RAV1 	67 	487 	
PET191 	7 	32 	
RAD26 	94 	1704 	
HUL4 	83 	1028 	
YJR037W 	15 	91 	
YJR038C 	26 	590 	
YJR039W 	127 	2559 	
GEF1 	64 	695 	
URB2 	6 	17 	
NUP85 	32 	369 	
POL32 	41 	507 	
VPS55 	21 	342 	
SSC1 	10 	97 	
TAH11 	2 	2 	
ANB1 	24 	489 	
CYC1 	23 	485 	
UTR1 	47 	633 	
ISY1 	38 	1312 	
OSM1 	56 	1168 	
RAD7 	60 	905 	
BFA1 	48 	815 	
KCH1 	59 	785 	
HIT1 	13 	199 	
YJR056C 	27 	232 	
CDC8 	1 	0 	
APS2 	25 	323 	
PTK2 	66 	853 	
CBF1 	39 	564 	
YJR061W 	98 	1617 	
NTA1 	38 	432 	
RPA12 	8 	50 	
CCT5 	3 	9 	
ARP3 	2 	4 	
TOR1 	216 	4809 	
YAE1 	0 	0 	
RFC2 	0 	0 	
HAM1 	28 	425 	
LIA1 	30 	423 	
YJR071W 	17 	159 	
NPA3 	30 	329 	
OPI3 	22 	290 	
MOG1 	38 	1037 	
HOC1 	36 	529 	
CDC11 	20 	229 	
MIR1 	26 	613 	
BNA2 	112 	3485 	
YJR079W 	48 	545 	
AIM24 	43 	664 	
EAF6 	9 	119 	
ACF4 	39 	300 	
YJR084W 	59 	1114 	
YJR085C 	17 	326 	
STE18 	8 	87 	
YJR087W 	8 	62 	
EMC2 	25 	484 	
BIR1 	73 	1726 	
GRR1 	48 	435 	
JSN1 	51 	836 	
BUD4 	151 	3165 	
FIP1 	8 	60 	
IME1 	25 	265 	
RPL43B 	17 	76 	
SFC1 	56 	707 	
YJR096W 	46 	514 	
JJJ3 	18 	192 	
YJR098C 	59 	703 	
YUH1 	17 	79 	
AIM25 	33 	1030 	
RSM26 	25 	191 	
VPS25 	9 	21 	
URA8 	121 	3793 	
SOD1 	15 	238 	
ADO1 	37 	335 	
ECM27 	63 	1044 	
YJR107W 	25 	399 	
ABM1 	34 	1303 	
CPA2 	71 	558 	
YMR1 	77 	1278 	
YJR111C 	30 	540 	
NNF1 	1 	0 	
YJR112W-A 	28 	369 	
RSM7 	28 	342 	
YJR114W 	13 	252 	
YJR115W 	31 	783 	
TDA4 	44 	997 	
STE24 	35 	720 	
ILM1 	18 	176 	
JHD2 	65 	982 	
YJR120W 	23 	804 	
ATP2 	13 	40 	
IBA57 	23 	93 	
RPS5 	0 	0 	
YJR124C 	53 	628 	
ENT3 	41 	912 	
VPS70 	40 	442 	
RSF2 	210 	6153 	
YJR128W 	35 	725 	
YJR129C 	66 	1594 	
STR2 	60 	790 	
MNS1 	68 	1804 	
NMD5 	70 	1136 	
XPT1 	22 	142 	
SGM1 	33 	351 	
MCM22 	10 	114 	
TIM8 	2 	2 	
TTI2 	1 	0 	
MET5 	103 	1723 	
IML1 	37 	252 	
HOM6 	8 	64 	
HIR3 	95 	1118 	
YJR140W-A 	12 	133 	
YJR141W 	0 	0 	
YJR142W 	23 	425 	
PMT4 	59 	712 	
MGM101 	23 	490 	
RPS4A 	14 	56 	
YJR146W 	26 	842 	
HMS2 	48 	510 	
BAT2 	97 	2529 	
YJR149W 	40 	488 	
DAN1 	41 	432 	
DAN4 	46 	611 	
YJR151W-A 	3 	57 	
DAL5 	25 	219 	
PGU1 	27 	211 	
YJR154W 	66 	1677 	
AAD10 	21 	440 	
THI11 	17 	190 	
YJR157W 	4 	4 	
HXT16 	2 	1 	
SOR1 	1 	0 	
MPH3 	3 	2 	
COS5 	4 	11 	
YJR162C 	3 	12 	
YKL225W 	12 	121 	
PAU16 	1 	0 	
YKL223W 	4 	38 	
YKL222C 	29 	350 	
MCH2 	63 	1359 	
FRE2 	55 	711 	
COS9 	32 	493 	
SRY1 	57 	1465 	
JEN1 	75 	1288 	
URA1 	32 	442 	
OXP1 	179 	3588 	
YRA2 	20 	298 	
DOA1 	28 	174 	
SAC1 	8 	117 	
TRP3 	59 	757 	
UBA1 	0 	0 	
STE6 	90 	1558 	
CBT1 	16 	211 	
EMC3 	25 	465 	
ADD66 	14 	193 	
LOS1 	49 	631 	
EAP1 	34 	278 	
TOR2 	2 	4 	
YKL202W 	6 	29 	
MNN4 	80 	818 	
PTK1 	167 	7549 	
PEX1 	151 	5620 	
YKT6 	1 	0 	
MIA40 	8 	50 	
MST1 	32 	286 	
SDS22 	0 	0 	
ACP1 	3 	9 	
DPH2 	49 	420 	
CNB1 	12 	20 	
HYM1 	4 	12 	
PXA2 	45 	636 	
FAT3 	92 	1964 	
MTR2 	11 	322 	
ASH1 	78 	777 	
SPE1 	21 	175 	
YKL183C-A 	21 	376 	
LOT5 	48 	949 	
FAS1 	2 	1 	
PRS1 	12 	50 	
RPL17A 	0 	0 	
COY1 	33 	280 	
STE3 	41 	596 	
YKL177W 	7 	26 	
LST4 	47 	474 	
ZRT3 	17 	149 	
TPO5 	27 	159 	
SNU114 	23 	156 	
EBP2 	14 	60 	
NNK1 	45 	471 	
MRPL38 	11 	40 	
YKL169C 	10 	27 	
KKQ8 	52 	645 	
MRP49 	14 	200 	
TPK3 	58 	577 	
YKL165C-A 	12 	169 	
MCD4 	1 	0 	
PIR1 	22 	74 	
PIR3 	23 	163 	
YKL162C-A 	9 	56 	
YKL162C 	16 	360 	
KDX1 	33 	340 	
ELF1 	9 	96 	
RCN1 	14 	93 	
APE2 	95 	1457 	
RPS27A 	8 	52 	
YKL156C-A 	2 	2 	
RSM22 	57 	539 	
SRP102 	2 	9 	
YKL153W 	1 	0 	
GPM1 	1 	0 	
YKL151C 	69 	1248 	
MCR1 	61 	642 	
DBR1 	39 	359 	
SDH1 	60 	901 	
YKL147C 	40 	709 	
AVT3 	71 	992 	
RPT1 	0 	0 	
YKL145W-A 	0 	0 	
RPC25 	0 	0 	
LTV1 	16 	137 	
MRP8 	11 	124 	
SDH3 	11 	67 	
TGL1 	32 	399 	
CTK1 	1 	0 	
HSK3 	0 	0 	
MRPL31 	9 	24 	
CMC1 	8 	29 	
YKL136W 	17 	174 	
APL2 	37 	294 	
OCT1 	45 	467 	
YKL133C 	34 	373 	
RMA1 	37 	330 	
YKL131W 	28 	173 	
SHE2 	7 	12 	
MYO3 	68 	907 	
PMU1 	50 	1653 	
PGM1 	85 	936 	
YPK1 	19 	114 	
RRN3 	10 	40 	
SSH4 	43 	689 	
YKL123W 	5 	24 	
SRP21 	8 	29 	
DGR2 	58 	732 	
OAC1 	25 	318 	
VPH2 	5 	39 	
YKL118W 	14 	348 	
SBA1 	20 	195 	
PRR1 	40 	594 	
YKL115C 	29 	224 	
APN1 	51 	1062 	
RAD27 	33 	261 	
ABF1 	9 	44 	
YKL111C 	8 	31 	
KTI12 	32 	197 	
HAP4 	39 	627 	
SLD2 	18 	86 	
YKL107W 	31 	236 	
YKL106C-A 	4 	13 	
AAT1 	38 	268 	
SEG2 	97 	1490 	
GFA1 	0 	0 	
APE1 	61 	1058 	
YKL102C 	35 	548 	
HSL1 	98 	1642 	
YKL100C 	34 	451 	
YKL100W-A 	0 	0 	
UTP11 	4 	5 	
MTC2 	11 	51 	
YKL097C 	39 	577 	
YKL096C-B 	9 	9 	
CWP2 	8 	10 	
CWP1 	27 	302 	
YJU2 	15 	207 	
YJU3 	22 	224 	
MBR1 	23 	227 	
BUD2 	37 	199 	
YKL091C 	22 	251 	
CUE2 	45 	862 	
MIF2 	2 	1 	
CAB3 	17 	344 	
CYT2 	29 	908 	
SRX1 	48 	1239 	
MDH1 	30 	344 	
HOT13 	23 	812 	
YKL083W 	8 	15 	
RRP14 	15 	54 	
TEF4 	38 	363 	
VMA5 	1 	0 	
SMY1 	38 	254 	
DHR2 	7 	68 	
YKL077W 	32 	285 	
PSY1 	8 	38 	
YKL075C 	48 	890 	
MUD2 	69 	1469 	
LHS1 	58 	610 	
STB6 	59 	1341 	
YKL071W 	25 	262 	
YKL070W 	19 	140 	
YKL069W 	16 	153 	
YKL068W-A 	12 	195 	
NUP100 	71 	780 	
YNK1 	14 	133 	
YKL066W 	43 	1023 	
YKL065W-A 	7 	35 	
YET1 	24 	254 	
MNR2 	83 	1433 	
YKL063C 	8 	49 	
MSN4 	40 	523 	
BLI1 	16 	212 	
FBA1 	1 	0 	
MPE1 	35 	692 	
TOA2 	0 	0 	
NUP120 	52 	402 	
TMA19 	24 	186 	
OAR1 	33 	571 	
DEF1 	9 	84 	
MDM35 	8 	125 	
YKL053W 	28 	579 	
ASK1 	42 	694 	
SFK1 	67 	1046 	
YKL050C 	84 	1287 	
CSE4 	2 	14 	
ELM1 	37 	329 	
ANR2 	65 	1464 	
DCW1 	49 	878 	
PRI2 	4 	38 	
YKL044W 	32 	141 	
PHD1 	46 	410 	
SPC42 	2 	4 	
VPS24 	8 	30 	
NFU1 	23 	370 	
PTM1 	32 	475 	
RGT1 	98 	1180 	
AIM26 	39 	1145 	
YKL036C 	38 	797 	
UGP1 	2 	1 	
TUL1 	90 	1694 	
YKL033W-A 	29 	234 	
TTI1 	3 	4 	
IXR1 	94 	826 	
YKL031W 	36 	1518 	
YKL030W 	50 	2703 	
MAE1 	175 	6739 	
TFA1 	27 	317 	
TCD2 	95 	2067 	
GPX1 	35 	433 	
PAN3 	129 	1852 	
URA6 	2 	1 	
YKL023C-A 	23 	738 	
YKL023W 	59 	883 	
CDC16 	25 	1122 	
MAK11 	24 	665 	
SPT23 	105 	2083 	
RAM2 	1 	0 	
YKL018C-A 	23 	371 	
SWD2 	2 	28 	
HCS1 	149 	2923 	
ATP7 	28 	213 	
PUT3 	142 	2339 	
URB1 	56 	422 	
ARC19 	1 	0 	
PRP40 	49 	896 	
CCE1 	74 	3049 	
UFD4 	290 	8056 	
MRT4 	31 	507 	
LAC1 	133 	2740 	
CAP1 	59 	2904 	
SFT1 	15 	384 	
RPL14A 	12 	41 	
BYE1 	182 	4499 	
AUR1 	22 	607 	
MRP17 	32 	675 	
DID4 	31 	678 	
MET14 	47 	2009 	
VPS1 	138 	1577 	
PAP1 	17 	1403 	
OSH6 	127 	3985 	
ECM9 	12 	128 	
YKR005C 	186 	5283 	
MRPL13 	46 	556 	
MEH1 	40 	606 	
RSC4 	0 	0 	
FOX2 	215 	4308 	
TOF2 	167 	3589 	
YKR011C 	61 	1499 	
YKR012C 	46 	1194 	
PRY2 	87 	1711 	
YPT52 	29 	208 	
YKR015C 	94 	1655 	
MIC60 	70 	1096 	
HEL1 	104 	1941 	
YKR018C 	108 	1850 	
IRS4 	104 	1967 	
VPS51 	14 	30 	
ALY1 	114 	2907 	
NTR2 	33 	347 	
YKR023W 	100 	2106 	
DBP7 	51 	441 	
RPC37 	10 	47 	
GCN3 	76 	1147 	
BCH2 	120 	2102 	
SAP190 	113 	1491 	
SET3 	74 	1089 	
GMH1 	23 	201 	
SPO14 	136 	2229 	
YKR032W 	26 	1037 	
YKR033C 	17 	313 	
DAL80 	37 	547 	
OPI8 	14 	63 	
DID2 	14 	63 	
CAF4 	89 	2073 	
SPC34 	9 	299 	
KAE1 	1 	0 	
GAP1 	107 	1703 	
YKR040C 	47 	1898 	
YKR041W 	81 	4106 	
UTH1 	14 	146 	
SHB17 	54 	1001 	
UIP5 	101 	3217 	
YKR045C 	45 	1019 	
PET10 	31 	539 	
YKR047W 	10 	113 	
NAP1 	40 	673 	
FMP46 	19 	291 	
TRK2 	108 	1568 	
YKR051W 	44 	1069 	
MRS4 	28 	344 	
YSR3 	103 	1735 	
DYN1 	142 	844 	
RHO4 	28 	350 	
TRM2 	82 	1420 	
RPS21A 	22 	261 	
GLG1 	46 	612 	
TIF1 	17 	238 	
UTP30 	33 	406 	
KTR2 	78 	1652 	
TFA2 	6 	21 	
LAS1 	2 	1 	
OAF3 	66 	845 	
PAM17 	19 	370 	
CCP1 	46 	1444 	
GPT2 	109 	2007 	
BET3 	1 	0 	
MET1 	89 	1116 	
YKR070W 	55 	1085 	
DRE2 	14 	124 	
SIS2 	54 	744 	
YKR073C 	24 	1307 	
AIM29 	11 	122 	
YKR075C 	42 	834 	
YKR075W-A 	24 	436 	
ECM4 	40 	997 	
MSA2 	50 	387 	
YKR078W 	41 	469 	
TRZ1 	5 	53 	
MTD1 	30 	345 	
RPF2 	7 	55 	
NUP133 	64 	588 	
DAD2 	0 	0 	
HBS1 	44 	606 	
MRPL20 	17 	311 	
PRP16 	19 	308 	
OMA1 	32 	522 	
TVP38 	31 	266 	
TGL4 	77 	1164 	
PXL1 	65 	1092 	
SRL3 	17 	307 	
SRP40 	31 	500 	
PTR2 	55 	977 	
RPL40B 	17 	54 	
MLP1 	92 	808 	
PCC1 	2 	6 	
ESL2 	97 	3683 	
PCK1 	55 	1267 	
UBP11 	61 	895 	
BAS1 	32 	382 	
SKG1 	25 	121 	
SIR1 	57 	536 	
FLO10 	132 	2404 	
NFT1 	96 	1338 	
YKR104W 	19 	200 	
VBA5 	23 	397 	
GEX2 	51 	899 	
YLL067C 	0 	0 	
YLL067W-A 	0 	0 	
YLL066W-B 	8 	64 	
YLL066C 	1 	0 	
YLL066W-A 	0 	0 	
YLL065W 	7 	39 	
PAU18 	0 	0 	
AYT1 	36 	875 	
MHT1 	38 	676 	
MMP1 	63 	879 	
GTT2 	48 	1099 	
YLL059C 	41 	1723 	
YLL058W 	50 	448 	
JLP1 	64 	1193 	
YLL056C 	55 	1504 	
YCT1 	41 	508 	
YLL054C 	51 	450 	
YLL053C 	19 	273 	
AQY2 	22 	515 	
FRE6 	51 	913 	
COF1 	2 	32 	
LDB18 	15 	183 	
YBT1 	102 	1267 	
YLL047W 	19 	97 	
RNP1 	24 	184 	
RPL8B 	25 	200 	
YLL044W 	16 	101 	
FPS1 	36 	213 	
ATG10 	11 	78 	
SDH2 	27 	451 	
VPS13 	227 	5215 	
UBI4 	22 	258 	
ENT4 	50 	3277 	
YLL037W 	19 	113 	
PRP19 	7 	18 	
GRC3 	3 	4 	
RIX7 	1 	0 	
IRC19 	23 	214 	
YLL032C 	74 	974 	
GPI13 	5 	26 	
RRT7 	21 	499 	
FRA1 	131 	3501 	
TPO1 	90 	1747 	
ISA1 	4 	12 	
HSP104 	114 	2129 	
PAU17 	28 	288 	
SSA2 	52 	802 	
POM33 	42 	1108 	
HIF1 	62 	1380 	
SPA2 	139 	1741 	
YLL020C 	18 	254 	
KNS1 	136 	1787 	
YLL019W-A 	16 	82 	
COX19 	18 	100 	
DPS1 	0 	0 	
BPT1 	203 	3219 	
EMC6 	14 	266 	
PUF3 	146 	2815 	
YEH1 	161 	6316 	
SOF1 	15 	213 	
PSR1 	103 	3680 	
COX17 	11 	208 	
DRS1 	49 	491 	
YLL007C 	117 	1533 	
YLL006W-A 	14 	934 	
MMM1 	16 	244 	
SPO75 	186 	2728 	
ORC3 	1 	0 	
SFI1 	32 	1460 	
RTT109 	86 	1447 	
DNM1 	207 	7508 	
YLR001C 	296 	11887 	
NOC3 	33 	216 	
CMS1 	76 	1668 	
THI73 	154 	4896 	
SSL1 	6 	32 	
SSK1 	143 	3254 	
NSE1 	2 	1 	
PAM18 	1 	0 	
RLP24 	1 	0 	
TEN1 	2 	1 	
LOT6 	47 	1618 	
YLR012C 	11 	255 	
GAT3 	16 	103 	
PPR1 	155 	4541 	
BRE2 	80 	977 	
PML1 	40 	995 	
MEU1 	84 	1519 	
POM34 	74 	1937 	
PSR2 	70 	1215 	
YEH2 	102 	2274 	
IRC25 	28 	379 	
SDO1 	0 	0 	
IZH3 	63 	1294 	
UBR2 	250 	7385 	
SNF7 	10 	85 	
SED5 	1 	0 	
AAT2 	3 	5 	
ADE16 	97 	1557 	
RPL15A 	1 	0 	
YLR030W 	42 	986 	
YLR031W 	13 	65 	
RAD5 	79 	878 	
RSC58 	6 	12 	
SMF3 	41 	178 	
MLH2 	117 	2601 	
YLR036C 	15 	49 	
PAU23 	20 	297 	
COX12 	7 	53 	
RIC1 	50 	522 	
AFB1 	19 	307 	
YLR041W 	9 	126 	
YLR042C 	13 	147 	
TRX1 	5 	12 	
PDC1 	62 	853 	
STU2 	30 	830 	
YLR046C 	16 	78 	
FRE8 	66 	1078 	
RPS0B 	13 	42 	
YLR049C 	27 	143 	
YLR050C 	14 	213 	
FCF2 	11 	192 	
IES3 	16 	48 	
YLR053C 	12 	54 	
OSW2 	49 	572 	
SPT8 	87 	1347 	
ERG3 	14 	60 	
MNL2 	77 	962 	
SHM2 	4 	17 	
REX2 	51 	1403 	
FRS1 	4 	26 	
RPL22A 	13 	41 	
BUD28 	5 	4 	
BMT6 	21 	181 	
PER33 	12 	37 	
ENV10 	14 	38 	
SPC3 	0 	0 	
PET309 	54 	400 	
FYV7 	8 	27 	
MEF1 	35 	461 	
XYL2 	38 	676 	
RGR1 	18 	128 	
YLR072W 	45 	486 	
RFU1 	37 	760 	
BUD20 	12 	119 	
RPL10 	1 	0 	
YLR076C 	1 	0 	
FMP25 	60 	1172 	
BOS1 	12 	161 	
SIC1 	8 	83 	
EMP46 	53 	817 	
GAL2 	7 	76 	
SRL2 	56 	684 	
EMP70 	40 	300 	
RAX2 	96 	1059 	
ARP6 	30 	522 	
SMC4 	1 	0 	
CSF1 	46 	243 	
GAA1 	2 	6 	
ALT1 	9 	41 	
XDJ1 	46 	588 	
GEP5 	57 	582 	
SUL2 	88 	1368 	
NYV1 	37 	456 	
GIS3 	76 	1539 	
IOC2 	57 	357 	
KIN2 	69 	601 	
HRT3 	29 	374 	
CHA4 	47 	958 	
ICT1 	39 	457 	
MIM2 	18 	123 	
ERG27 	2 	2 	
YLR101C 	11 	84 	
APC9 	15 	141 	
CDC45 	0 	0 	
LCL2 	12 	146 	
