gene_name	number_of_transposon_per_gene	number_of_read_pergene
YIL058W 	23 	1108 	
RGI2 	10 	121 	
VHR1 	63 	1784 	
YIL055C 	78 	3632 	
YIL054W 	36 	2359 	
GPP1 	18 	265 	
RPL34B 	10 	67 	
MMF1 	18 	249 	
PCL7 	27 	400 	
DFG10 	16 	344 	
NEO1 	3 	27 	
YIL047C-A 	15 	332 	
SYG1 	85 	1692 	
YIL046W-A 	16 	492 	
MET30 	3 	3 	
PIG2 	39 	1236 	
AGE2 	31 	424 	
CBR1 	17 	892 	
PKP1 	41 	1380 	
GVP36 	21 	321 	
APQ12 	6 	21 	
TED1 	53 	1256 	
NOT3 	27 	469 	
PRM2 	73 	2473 	
CST6 	29 	1189 	
CKA1 	30 	924 	
CAP2 	21 	514 	
BCY1 	8 	138 	
YIL032C 	16 	451 	
ULP2 	31 	1022 	
YIL030W-A 	21 	254 	
SSM4 	82 	2675 	
YIL029W-A 	18 	712 	
YIL029C 	27 	264 	
YIL028W 	16 	66 	
EMC5 	15 	433 	
IRR1 	16 	210 	
YIL025C 	16 	114 	
YIL024C 	17 	755 	
YKE4 	55 	2490 	
TIM44 	3 	3 	
RPB3 	9 	163 	
YIL021C-A 	0 	0 	
YIL020C-A 	13 	336 	
HIS6 	43 	1543 	
FAF1 	12 	261 	
RPL2B 	16 	167 	
VID28 	86 	2515 	
SNL1 	38 	1347 	
BAR1 	108 	5510 	
YIL014C-A 	22 	319 	
MNT3 	82 	2497 	
PDR11 	219 	9292 	
YIL012W 	27 	1402 	
TIR3 	37 	977 	
DOT5 	41 	1641 	
EST3 	33 	1327 	
FAA3 	143 	7467 	
URM1 	17 	525 	
NAS2 	49 	3409 	
YIA6 	89 	7020 	
EPS1 	160 	13048 	
BET1 	2 	3 	
CFD1 	5 	1019 	
YIL002W-A 	17 	545 	
INP51 	281 	25840 	
YIL001W 	145 	18430 	
SGN1 	79 	4181 	
MPH1 	247 	16100 	
AIM21 	160 	9145 	
DJP1 	77 	2053 	
IST3 	32 	1807 	
PAN1 	230 	18659 	
YIR007W 	161 	8218 	
PRI1 	3 	68 	
MSL1 	25 	1252 	
DSN1 	23 	759 	
STS1 	9 	90 	
SQT1 	9 	140 	
GAT4 	28 	1506 	
YIR014W 	67 	3340 	
RPR2 	7 	214 	
YIR016W 	91 	3197 	
MET28 	51 	8621 	
YIR017W-A 	53 	9149 	
YAP5 	48 	3079 	
YIR018C-A 	8 	365 	
FLO11 	78 	1418 	
YIR020C 	6 	138 	
YIR020W-A 	13 	335 	
YIR020C-B 	15 	1025 	
MRS1 	23 	496 	
YIR021W-A 	17 	1790 	
SEC11 	3 	6 	
DAL81 	74 	1891 	
YIR023C-A 	21 	230 	
INA22 	31 	969 	
MND2 	26 	1899 	
YVH1 	13 	380 	
DAL1 	65 	4556 	
DAL4 	87 	3820 	
DAL2 	46 	2134 	
DCG1 	37 	861 	
YIR030W-A 	20 	673 	
DAL7 	54 	2117 	
DAL3 	38 	2305 	
MGA2 	48 	788 	
LYS1 	9 	53 	
YIR035C 	39 	1996 	
IRC24 	41 	1461 	
YIR036W-A 	25 	1208 	
HYR1 	17 	497 	
GTT1 	27 	1469 	
YPS6 	25 	371 	
YIR040C 	1 	0 	
PAU15 	1 	0 	
YIR042C 	16 	253 	
YJL225C 	0 	0 	
YJL225W-A 	0 	0 	
PAU1 	0 	0 	
YJL222W-B 	0 	0 	
YJL222W-A 	0 	0 	
VTH2 	9 	318 	
IMA4 	0 	0 	
YJL220W 	0 	0 	
HXT9 	15 	575 	
YJL218W 	5 	129 	
REE1 	15 	693 	
IMA5 	24 	690 	
YJL215C 	15 	108 	
HXT8 	28 	1320 	
YJL213W 	26 	1123 	
OPT1 	45 	962 	
YJL211C 	21 	2251 	
PEX2 	32 	752 	
CBP1 	11 	281 	
NUC1 	14 	605 	
LAA1 	51 	1780 	
YJL206C 	30 	857 	
NCE101 	8 	103 	
RCY1 	16 	60 	
PRP21 	2 	37 	
YJL202C 	7 	30 	
ECM25 	40 	804 	
ACO2 	47 	758 	
MBB1 	13 	175 	
PHO90 	58 	1790 	
UBP12 	32 	693 	
YJL197C-A 	2 	8 	
ELO1 	21 	634 	
YJL195C 	1 	0 	
CDC6 	0 	0 	
YJL193W 	15 	196 	
SOP4 	23 	445 	
RPS14B 	22 	654 	
RPS22A 	5 	31 	
RPL39 	4 	18 	
BUD19 	4 	14 	
SWE1 	29 	600 	
MNN5 	29 	684 	
ATG36 	23 	1206 	
GON7 	3 	9 	
MNN11 	21 	737 	
YJL182C 	18 	209 	
YJL181W 	43 	602 	
ATP12 	0 	0 	
PFD1 	4 	17 	
ATG27 	14 	182 	
RPL17B 	11 	40 	
SWI3 	9 	93 	
YJL175W 	6 	74 	
KRE9 	0 	0 	
RFA3 	0 	0 	
CPS1 	27 	948 	
YJL171C 	17 	348 	
ASG7 	9 	269 	
YJL169W 	5 	84 	
SET2 	15 	327 	
ERG20 	0 	0 	
QCR8 	6 	11 	
HAL5 	43 	882 	
TPK1 	28 	587 	
YJL163C 	50 	1708 	
JJJ2 	45 	1370 	
FMP33 	25 	688 	
YJL160C 	26 	494 	
HSP150 	17 	58 	
CIS3 	19 	596 	
FAR1 	40 	1109 	
YJL156W-A 	19 	659 	
SSY5 	0 	0 	
FBP26 	32 	533 	
VPS35 	12 	167 	
INO1 	10 	53 	
YJL152W 	31 	2250 	
SNA3 	23 	1718 	
YJL150W 	24 	559 	
DAS1 	30 	1078 	
RPA34 	12 	235 	
YJL147C 	6 	21 	
IDS2 	37 	720 	
SFH5 	30 	1072 	
YJL144W 	5 	37 	
TIM17 	4 	85 	
IRC9 	10 	69 	
YAK1 	45 	1590 	
RPB4 	0 	0 	
YUR1 	36 	716 	
TIF2 	2 	12 	
GLG2 	20 	641 	
YJL136W-A 	9 	177 	
RPS21B 	5 	9 	
YJL135W 	17 	451 	
LCB3 	29 	333 	
YJL133C-A 	18 	331 	
MRS3 	14 	241 	
YJL132W 	47 	1401 	
AIM23 	15 	215 	
URA2 	91 	2560 	
TRK1 	15 	229 	
PBS2 	26 	592 	
YJL127W-A 	4 	6 	
YJL127C-B 	3 	91 	
SPT10 	19 	355 	
NIT2 	22 	595 	
GCD14 	1 	0 	
LSM1 	0 	0 	
MTC1 	9 	44 	
ALB1 	8 	446 	
RPE1 	13 	169 	
YJL120W 	14 	105 	
YJL119C 	16 	316 	
YJL118W 	23 	727 	
PHO86 	26 	603 	
NCA3 	23 	936 	
ASF1 	6 	84 	
MDV1 	49 	1104 	
CCT7 	3 	188 	
GZF3 	19 	71 	
UTP10 	3 	2 	
PRM10 	18 	428 	
YJL107C 	20 	407 	
IME2 	16 	124 	
SET4 	38 	690 	
PAM16 	2 	1 	
GSM1 	23 	297 	
MEF2 	17 	310 	
GSH1 	10 	102 	
LSB6 	34 	1600 	
CHS6 	58 	1077 	
SAP185 	36 	924 	
PHS1 	0 	0 	
MRPL49 	5 	5 	
BCK1 	21 	383 	
KHA1 	40 	876 	
TOK1 	35 	639 	
SRS2 	46 	979 	
GWT1 	3 	4 	
DPB11 	4 	30 	
SIP4 	52 	757 	
ARG3 	4 	9 	
TRL1 	0 	0 	
YJL086C 	22 	675 	
EXO70 	3 	7 	
ALY2 	32 	723 	
TAX4 	43 	902 	
IML2 	30 	708 	
ARP4 	1 	0 	
SCP160 	31 	462 	
PRY1 	24 	587 	
PRY3 	99 	3234 	
YJL077W-B 	1 	0 	
ICS3 	30 	1384 	
YJL077W-A 	3 	45 	
NET1 	19 	350 	
APQ13 	5 	15 	
SMC3 	2 	1 	
JEM1 	53 	836 	
PSF2 	1 	0 	
ARG2 	7 	146 	
YJL070C 	31 	580 	
UTP18 	2 	1 	
YJL068C 	39 	1342 	
YJL067W 	15 	526 	
MPM1 	22 	834 	
DLS1 	16 	187 	
YJL064W 	11 	129 	
MRPL8 	12 	178 	
COA3 	9 	317 	
LAS21 	54 	1635 	
NUP82 	6 	45 	
BNA3 	28 	367 	
YHC3 	44 	1043 	
BIT61 	37 	1042 	
IKS1 	56 	1540 	
ZAP1 	5 	36 	
YJL055W 	51 	1599 	
TIM54 	6 	78 	
PEP8 	7 	35 	
YJL052C-A 	12 	1059 	
TDH1 	39 	931 	
IRC8 	94 	3689 	
MTR4 	1 	0 	
YJL049W 	9 	136 	
UBX6 	27 	1084 	
YJL047C-A 	16 	237 	
RTT101 	59 	1244 	
AIM22 	31 	309 	
YJL045W 	67 	1822 	
GYP6 	61 	2115 	
YJL043W 	65 	4636 	
MHP1 	116 	2791 	
NSP1 	2 	4 	
NUP192 	2 	2 	
LOH1 	17 	76 	
IRC18 	39 	1281 	
SNX4 	15 	579 	
TAD2 	0 	0 	
KAR2 	7 	35 	
HCA4 	5 	25 	
YJL032W 	3 	3 	
BET4 	3 	3 	
MAD2 	41 	2566 	
VPS53 	10 	290 	
YJL028W 	36 	6427 	
YJL027C 	39 	6254 	
RNR2 	11 	202 	
YJL026C-A 	1 	0 	
RRN7 	4 	132 	
APS3 	45 	1264 	
PET130 	34 	320 	
YJL022W 	9 	125 	
BBC1 	97 	2637 	
YJL020W-A 	6 	90 	
MPS3 	25 	1978 	
YJL016W 	86 	2552 	
YJL015C 	20 	1275 	
CCT3 	0 	0 	
MAD3 	118 	7321 	
VTC4 	92 	4656 	
RPC17 	4 	12 	
NOP9 	32 	285 	
YJL009W 	12 	215 	
CCT8 	4 	31 	
YJL007C 	26 	2376 	
CTK2 	10 	525 	
CYR1 	30 	1162 	
SYS1 	55 	2747 	
COX16 	37 	341 	
OST1 	10 	121 	
PRE3 	5 	139 	
AVT1 	161 	23833 	
MPP10 	81 	4432 	
YJR003C 	103 	6730 	
SAG1 	175 	11026 	
APL1 	113 	3749 	
YJR005C-A 	25 	385 	
POL31 	0 	0 	
SUI2 	11 	408 	
MHO1 	89 	6145 	
TDH2 	77 	2859 	
MET3 	110 	4608 	
SPC1 	17 	552 	
YJR011C 	30 	807 	
YJR012C 	41 	3598 	
GPI14 	2 	4 	
TMA22 	42 	1758 	
YJR015W 	77 	2582 	
ILV3 	1 	0 	
ESS1 	3 	70 	
YJR018W 	14 	361 	
TES1 	94 	5288 	
YJR020W 	29 	1622 	
REC107 	65 	3707 	
LSM8 	0 	0 	
YJR023C 	1 	0 	
MDE1 	24 	982 	
BNA1 	33 	645 	
YJR030C 	109 	6865 	
GEA1 	120 	3397 	
CPR7 	45 	623 	
RAV1 	53 	708 	
PET191 	5 	160 	
RAD26 	61 	2200 	
HUL4 	53 	1019 	
YJR037W 	11 	130 	
YJR038C 	18 	525 	
YJR039W 	78 	2776 	
GEF1 	49 	849 	
URB2 	3 	2 	
NUP85 	7 	86 	
POL32 	36 	600 	
VPS55 	7 	66 	
SSC1 	2 	1 	
TAH11 	3 	11 	
ANB1 	22 	659 	
CYC1 	12 	122 	
UTR1 	37 	743 	
ISY1 	29 	1626 	
OSM1 	48 	1732 	
RAD7 	52 	1390 	
BFA1 	42 	1445 	
KCH1 	46 	1022 	
HIT1 	11 	558 	
YJR056C 	26 	198 	
CDC8 	2 	2 	
APS2 	16 	702 	
PTK2 	36 	714 	
CBF1 	31 	490 	
YJR061W 	68 	2724 	
NTA1 	30 	242 	
RPA12 	3 	7 	
CCT5 	1 	0 	
ARP3 	1 	0 	
TOR1 	131 	4908 	
YAE1 	0 	0 	
RFC2 	1 	0 	
HAM1 	21 	298 	
LIA1 	18 	122 	
YJR071W 	14 	207 	
NPA3 	27 	1375 	
OPI3 	10 	347 	
MOG1 	31 	1221 	
HOC1 	31 	1011 	
CDC11 	17 	321 	
MIR1 	16 	356 	
BNA2 	87 	3965 	
YJR079W 	31 	469 	
AIM24 	19 	365 	
EAF6 	5 	40 	
ACF4 	32 	631 	
YJR084W 	29 	590 	
YJR085C 	14 	324 	
STE18 	9 	124 	
YJR087W 	5 	52 	
EMC2 	15 	287 	
BIR1 	55 	2245 	
GRR1 	10 	104 	
JSN1 	39 	1217 	
BUD4 	112 	4238 	
FIP1 	1 	0 	
IME1 	27 	836 	
RPL43B 	12 	182 	
SFC1 	48 	1289 	
YJR096W 	33 	873 	
JJJ3 	4 	30 	
YJR098C 	52 	1306 	
YUH1 	16 	79 	
AIM25 	30 	1234 	
RSM26 	10 	311 	
VPS25 	2 	1 	
URA8 	85 	3785 	
SOD1 	8 	19 	
ADO1 	23 	255 	
ECM27 	43 	990 	
YJR107W 	16 	313 	
ABM1 	29 	1575 	
CPA2 	39 	968 	
YMR1 	43 	866 	
YJR111C 	25 	730 	
NNF1 	3 	34 	
YJR112W-A 	16 	585 	
RSM7 	21 	260 	
YJR114W 	12 	143 	
YJR115W 	22 	676 	
TDA4 	31 	716 	
STE24 	8 	134 	
ILM1 	12 	242 	
JHD2 	55 	1637 	
YJR120W 	19 	735 	
ATP2 	3 	3 	
IBA57 	0 	0 	
RPS5 	0 	0 	
YJR124C 	32 	599 	
ENT3 	22 	412 	
VPS70 	26 	381 	
RSF2 	165 	7326 	
YJR128W 	32 	1063 	
YJR129C 	50 	1555 	
STR2 	46 	868 	
MNS1 	61 	3423 	
NMD5 	40 	645 	
XPT1 	23 	444 	
SGM1 	22 	349 	
MCM22 	5 	98 	
TIM8 	0 	0 	
TTI2 	0 	0 	
MET5 	59 	1798 	
IML1 	25 	275 	
HOM6 	19 	187 	
HIR3 	74 	1401 	
YJR140W-A 	6 	106 	
YJR141W 	0 	0 	
YJR142W 	20 	1296 	
PMT4 	53 	1258 	
MGM101 	7 	393 	
RPS4A 	6 	26 	
YJR146W 	21 	1100 	
HMS2 	34 	464 	
BAT2 	77 	3629 	
YJR149W 	32 	1149 	
DAN1 	19 	237 	
DAN4 	22 	568 	
YJR151W-A 	2 	6 	
DAL5 	15 	100 	
PGU1 	19 	566 	
YJR154W 	53 	1911 	
AAD10 	19 	320 	
THI11 	12 	598 	
YJR157W 	1 	0 	
HXT16 	0 	0 	
SOR1 	0 	0 	
MPH3 	3 	16 	
COS5 	0 	0 	
YJR162C 	2 	1 	
YKL225W 	11 	170 	
PAU16 	0 	0 	
YKL223W 	2 	1 	
YKL222C 	21 	375 	
MCH2 	51 	2385 	
FRE2 	27 	589 	
COS9 	22 	548 	
SRY1 	34 	2218 	
JEN1 	52 	2814 	
URA1 	16 	124 	
OXP1 	145 	7087 	
YRA2 	13 	904 	
DOA1 	12 	158 	
SAC1 	9 	54 	
TRP3 	36 	1362 	
UBA1 	2 	1 	
STE6 	55 	1732 	
CBT1 	13 	211 	
EMC3 	19 	504 	
ADD66 	9 	290 	
LOS1 	34 	1091 	
EAP1 	18 	183 	
TOR2 	5 	34 	
YKL202W 	7 	65 	
MNN4 	50 	1550 	
PTK1 	111 	9301 	
PEX1 	127 	5170 	
YKT6 	0 	0 	
MIA40 	6 	114 	
MST1 	17 	195 	
SDS22 	1 	0 	
ACP1 	0 	0 	
DPH2 	24 	727 	
CNB1 	5 	25 	
HYM1 	3 	10 	
PXA2 	31 	535 	
FAT3 	65 	2566 	
MTR2 	12 	250 	
ASH1 	56 	2312 	
SPE1 	9 	254 	
YKL183C-A 	15 	645 	
LOT5 	42 	1038 	
FAS1 	3 	2 	
PRS1 	7 	222 	
RPL17A 	1 	0 	
COY1 	11 	151 	
STE3 	13 	107 	
YKL177W 	2 	1 	
LST4 	17 	349 	
ZRT3 	12 	298 	
TPO5 	23 	361 	
SNU114 	15 	202 	
EBP2 	15 	255 	
NNK1 	34 	412 	
MRPL38 	4 	13 	
YKL169C 	5 	24 	
KKQ8 	32 	725 	
MRP49 	6 	38 	
TPK3 	50 	670 	
YKL165C-A 	7 	68 	
MCD4 	0 	0 	
PIR1 	13 	141 	
PIR3 	21 	194 	
YKL162C-A 	3 	5 	
YKL162C 	13 	244 	
KDX1 	24 	239 	
ELF1 	8 	8 	
RCN1 	20 	359 	
APE2 	61 	1459 	
RPS27A 	8 	88 	
YKL156C-A 	0 	0 	
RSM22 	27 	364 	
SRP102 	4 	20 	
YKL153W 	3 	3 	
GPM1 	2 	1 	
YKL151C 	59 	2705 	
MCR1 	24 	642 	
DBR1 	11 	72 	
SDH1 	26 	608 	
YKL147C 	27 	1172 	
AVT3 	47 	1261 	
RPT1 	1 	0 	
YKL145W-A 	0 	0 	
RPC25 	0 	0 	
LTV1 	11 	109 	
MRP8 	8 	67 	
SDH3 	7 	37 	
TGL1 	30 	677 	
CTK1 	4 	7 	
HSK3 	0 	0 	
MRPL31 	3 	4 	
CMC1 	5 	4 	
YKL136W 	12 	259 	
APL2 	32 	996 	
OCT1 	17 	294 	
YKL133C 	15 	251 	
RMA1 	22 	288 	
YKL131W 	16 	161 	
SHE2 	2 	1 	
MYO3 	43 	1282 	
PMU1 	30 	2195 	
PGM1 	59 	1953 	
YPK1 	10 	123 	
RRN3 	8 	353 	
SSH4 	23 	260 	
YKL123W 	5 	17 	
SRP21 	5 	20 	
DGR2 	26 	798 	
OAC1 	16 	437 	
VPH2 	1 	0 	
YKL118W 	12 	389 	
SBA1 	13 	236 	
PRR1 	32 	859 	
YKL115C 	29 	289 	
APN1 	34 	743 	
RAD27 	22 	166 	
ABF1 	9 	23 	
YKL111C 	9 	35 	
KTI12 	27 	532 	
HAP4 	25 	789 	
SLD2 	15 	601 	
YKL107W 	21 	339 	
YKL106C-A 	5 	23 	
AAT1 	30 	646 	
SEG2 	61 	1532 	
GFA1 	0 	0 	
APE1 	43 	2212 	
YKL102C 	27 	667 	
HSL1 	58 	1372 	
YKL100C 	18 	565 	
YKL100W-A 	1 	0 	
UTP11 	1 	0 	
MTC2 	14 	391 	
YKL097C 	31 	692 	
YKL096C-B 	5 	4 	
CWP2 	5 	5 	
CWP1 	19 	202 	
YJU2 	15 	351 	
YJU3 	15 	496 	
MBR1 	25 	530 	
BUD2 	31 	360 	
YKL091C 	27 	590 	
CUE2 	39 	840 	
MIF2 	1 	0 	
CAB3 	13 	89 	
CYT2 	28 	968 	
SRX1 	34 	1025 	
MDH1 	14 	573 	
HOT13 	21 	816 	
YKL083W 	5 	11 	
RRP14 	8 	27 	
TEF4 	20 	714 	
VMA5 	1 	0 	
SMY1 	25 	685 	
DHR2 	7 	56 	
YKL077W 	20 	166 	
PSY1 	6 	129 	
YKL075C 	37 	1455 	
MUD2 	46 	2114 	
LHS1 	45 	1046 	
STB6 	27 	378 	
YKL071W 	21 	660 	
YKL070W 	14 	93 	
YKL069W 	15 	170 	
YKL068W-A 	3 	20 	
NUP100 	49 	946 	
YNK1 	7 	45 	
YKL066W 	32 	1401 	
YKL065W-A 	4 	19 	
YET1 	8 	17 	
MNR2 	59 	1311 	
YKL063C 	8 	63 	
MSN4 	21 	252 	
BLI1 	9 	270 	
FBA1 	1 	0 	
MPE1 	26 	515 	
TOA2 	0 	0 	
NUP120 	31 	300 	
TMA19 	12 	211 	
OAR1 	21 	141 	
DEF1 	7 	55 	
MDM35 	4 	54 	
YKL053W 	33 	619 	
ASK1 	34 	1227 	
SFK1 	45 	2158 	
YKL050C 	59 	1444 	
CSE4 	3 	18 	
ELM1 	28 	420 	
ANR2 	48 	2395 	
DCW1 	32 	431 	
PRI2 	4 	23 	
YKL044W 	25 	119 	
PHD1 	29 	1305 	
SPC42 	3 	3 	
VPS24 	2 	1 	
NFU1 	16 	87 	
PTM1 	39 	1431 	
RGT1 	73 	1372 	
AIM26 	38 	1474 	
YKL036C 	35 	1198 	
UGP1 	3 	2 	
TUL1 	69 	2214 	
YKL033W-A 	13 	224 	
TTI1 	0 	0 	
IXR1 	77 	2070 	
YKL031W 	37 	3063 	
YKL030W 	45 	5767 	
MAE1 	133 	10732 	
TFA1 	27 	395 	
TCD2 	88 	4208 	
GPX1 	32 	844 	
PAN3 	113 	5153 	
URA6 	1 	0 	
YKL023C-A 	15 	1232 	
YKL023W 	47 	1540 	
CDC16 	21 	1483 	
MAK11 	22 	766 	
SPT23 	59 	1552 	
RAM2 	0 	0 	
YKL018C-A 	13 	587 	
SWD2 	1 	0 	
HCS1 	112 	3496 	
ATP7 	12 	124 	
PUT3 	100 	2762 	
URB1 	24 	268 	
ARC19 	0 	0 	
PRP40 	34 	909 	
CCE1 	44 	1036 	
UFD4 	221 	12464 	
MRT4 	27 	1016 	
LAC1 	115 	5568 	
CAP1 	58 	5090 	
SFT1 	8 	190 	
RPL14A 	12 	103 	
BYE1 	180 	6126 	
AUR1 	18 	465 	
MRP17 	22 	341 	
DID4 	13 	886 	
MET14 	54 	2891 	
VPS1 	31 	333 	
PAP1 	18 	1296 	
OSH6 	124 	9016 	
ECM9 	7 	95 	
YKR005C 	172 	10196 	
MRPL13 	31 	459 	
MEH1 	46 	887 	
RSC4 	0 	0 	
FOX2 	186 	8741 	
TOF2 	123 	5771 	
YKR011C 	54 	1491 	
YKR012C 	35 	897 	
PRY2 	94 	2205 	
YPT52 	18 	246 	
YKR015C 	75 	3156 	
MIC60 	30 	387 	
HEL1 	63 	1335 	
YKR018C 	70 	3001 	
IRS4 	86 	2015 	
VPS51 	2 	13 	
ALY1 	94 	3324 	
NTR2 	27 	531 	
YKR023W 	63 	2090 	
DBP7 	43 	569 	
RPC37 	8 	135 	
GCN3 	68 	1570 	
BCH2 	74 	1812 	
SAP190 	70 	2948 	
SET3 	40 	961 	
GMH1 	19 	332 	
SPO14 	100 	2874 	
YKR032W 	24 	1154 	
YKR033C 	19 	274 	
DAL80 	43 	1045 	
OPI8 	0 	0 	
DID2 	0 	0 	
CAF4 	78 	2758 	
SPC34 	12 	171 	
KAE1 	0 	0 	
GAP1 	79 	2077 	
YKR040C 	45 	3697 	
YKR041W 	86 	7803 	
UTH1 	11 	48 	
SHB17 	48 	1902 	
UIP5 	70 	3333 	
YKR045C 	38 	2098 	
PET10 	28 	709 	
YKR047W 	8 	126 	
NAP1 	28 	1397 	
FMP46 	16 	248 	
TRK2 	75 	2668 	
YKR051W 	32 	944 	
MRS4 	23 	628 	
YSR3 	67 	1713 	
DYN1 	116 	2236 	
RHO4 	15 	286 	
TRM2 	63 	1647 	
RPS21A 	14 	402 	
GLG1 	33 	500 	
TIF1 	4 	4 	
UTP30 	24 	601 	
KTR2 	50 	1703 	
TFA2 	1 	0 	
LAS1 	1 	0 	
OAF3 	45 	1038 	
PAM17 	21 	223 	
CCP1 	32 	974 	
GPT2 	61 	1722 	
BET3 	1 	0 	
MET1 	69 	2078 	
YKR070W 	40 	1932 	
DRE2 	5 	64 	
SIS2 	38 	1397 	
YKR073C 	21 	1307 	
AIM29 	14 	612 	
YKR075C 	30 	1041 	
YKR075W-A 	17 	481 	
ECM4 	30 	1128 	
MSA2 	39 	511 	
YKR078W 	33 	1211 	
TRZ1 	4 	16 	
MTD1 	22 	1379 	
RPF2 	2 	1 	
NUP133 	36 	607 	
DAD2 	1 	0 	
HBS1 	28 	651 	
MRPL20 	7 	176 	
PRP16 	9 	215 	
OMA1 	20 	378 	
TVP38 	15 	489 	
TGL4 	52 	1097 	
PXL1 	52 	1548 	
SRL3 	25 	456 	
SRP40 	25 	1072 	
PTR2 	41 	1217 	
RPL40B 	12 	106 	
MLP1 	59 	1410 	
PCC1 	2 	1 	
ESL2 	63 	4967 	
PCK1 	45 	1566 	
UBP11 	40 	1424 	
BAS1 	19 	340 	
SKG1 	32 	795 	
SIR1 	38 	738 	
FLO10 	70 	2926 	
NFT1 	53 	1794 	
YKR104W 	11 	230 	
VBA5 	22 	567 	
GEX2 	28 	417 	
YLL067C 	1 	0 	
YLL067W-A 	0 	0 	
YLL066W-B 	6 	58 	
YLL066C 	1 	0 	
YLL066W-A 	0 	0 	
YLL065W 	7 	64 	
PAU18 	0 	0 	
AYT1 	31 	1198 	
MHT1 	23 	1027 	
MMP1 	43 	1422 	
GTT2 	28 	1157 	
YLL059C 	29 	3569 	
YLL058W 	31 	792 	
JLP1 	44 	2099 	
YLL056C 	42 	934 	
YCT1 	30 	1297 	
YLL054C 	32 	779 	
YLL053C 	15 	289 	
AQY2 	11 	216 	
FRE6 	50 	1586 	
COF1 	2 	7 	
LDB18 	8 	67 	
YBT1 	51 	1998 	
YLL047W 	12 	50 	
RNP1 	15 	213 	
RPL8B 	11 	295 	
YLL044W 	9 	205 	
FPS1 	19 	341 	
ATG10 	5 	121 	
SDH2 	12 	253 	
VPS13 	5 	4 	
UBI4 	19 	646 	
ENT4 	39 	1605 	
YLL037W 	15 	108 	
PRP19 	7 	17 	
GRC3 	0 	0 	
RIX7 	1 	0 	
IRC19 	7 	150 	
YLL032C 	44 	864 	
GPI13 	2 	3 	
RRT7 	11 	166 	
FRA1 	98 	4859 	
TPO1 	72 	2136 	
ISA1 	1 	0 	
HSP104 	68 	2113 	
PAU17 	22 	404 	
SSA2 	31 	940 	
POM33 	35 	1961 	
HIF1 	56 	2171 	
SPA2 	114 	4073 	
YLL020C 	18 	702 	
KNS1 	136 	3190 	
YLL019W-A 	11 	401 	
COX19 	9 	27 	
DPS1 	0 	0 	
BPT1 	142 	3301 	
EMC6 	8 	179 	
PUF3 	81 	2294 	
YEH1 	143 	10404 	
SOF1 	11 	125 	
PSR1 	85 	7188 	
COX17 	5 	56 	
DRS1 	36 	515 	
YLL007C 	76 	1803 	
YLL006W-A 	22 	2113 	
MMM1 	1 	0 	
SPO75 	191 	6102 	
ORC3 	4 	46 	
SFI1 	28 	2975 	
RTT109 	78 	2011 	
DNM1 	202 	17426 	
YLR001C 	247 	18182 	
NOC3 	31 	398 	
CMS1 	75 	3005 	
THI73 	131 	7327 	
SSL1 	5 	179 	
SSK1 	114 	2701 	
NSE1 	3 	2 	
PAM18 	2 	15 	
RLP24 	1 	0 	
TEN1 	1 	0 	
LOT6 	32 	1931 	
YLR012C 	6 	445 	
GAT3 	15 	144 	
PPR1 	140 	4245 	
BRE2 	68 	2091 	
PML1 	36 	2004 	
MEU1 	59 	2765 	
POM34 	63 	2055 	
PSR2 	48 	1874 	
YEH2 	72 	2831 	
IRC25 	22 	382 	
SDO1 	1 	0 	
IZH3 	47 	1272 	
UBR2 	173 	4908 	
SNF7 	1 	0 	
SED5 	0 	0 	
AAT2 	0 	0 	
ADE16 	66 	1776 	
RPL15A 	0 	0 	
YLR030W 	18 	227 	
YLR031W 	12 	134 	
RAD5 	63 	1201 	
RSC58 	1 	0 	
SMF3 	35 	487 	
MLH2 	77 	2393 	
YLR036C 	14 	58 	
PAU23 	21 	449 	
COX12 	2 	1 	
RIC1 	14 	139 	
AFB1 	12 	131 	
YLR041W 	7 	29 	
YLR042C 	6 	103 	
TRX1 	5 	114 	
PDC1 	48 	1207 	
STU2 	31 	742 	
YLR046C 	13 	112 	
FRE8 	46 	1661 	
RPS0B 	7 	15 	
YLR049C 	36 	586 	
YLR050C 	11 	371 	
FCF2 	12 	120 	
IES3 	5 	13 	
YLR053C 	6 	11 	
OSW2 	57 	2054 	
SPT8 	31 	624 	
ERG3 	9 	155 	
MNL2 	47 	1417 	
SHM2 	3 	25 	
REX2 	34 	1102 	
FRS1 	1 	0 	
RPL22A 	3 	2 	
BUD28 	2 	1 	
BMT6 	18 	89 	
PER33 	12 	155 	
ENV10 	5 	14 	
SPC3 	1 	0 	
PET309 	15 	321 	
FYV7 	7 	158 	
MEF1 	16 	457 	
XYL2 	28 	859 	
RGR1 	10 	109 	
YLR072W 	27 	820 	
RFU1 	20 	633 	
BUD20 	15 	470 	
RPL10 	0 	0 	
YLR076C 	0 	0 	
FMP25 	38 	2359 	
BOS1 	6 	62 	
SIC1 	7 	122 	
EMP46 	39 	1211 	
GAL2 	19 	303 	
SRL2 	37 	1089 	
EMP70 	30 	448 	
RAX2 	59 	1874 	
ARP6 	19 	438 	
SMC4 	0 	0 	
CSF1 	73 	1573 	
GAA1 	1 	0 	
ALT1 	8 	37 	
XDJ1 	32 	1408 	
GEP5 	38 	907 	
SUL2 	48 	1172 	
NYV1 	10 	85 	
